"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"52","m.10484",222,1,1,1,0,-8.135,-0.5362,0.997846,0.882581,0.933209,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,10,3,-5.274,-0.3514,0.999729,0.864679,0.945153,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,2,0,-22.562,-1.4276,0.99648,0.918207,0.739549,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,1,0,2.07,0.1778,0.925434,0.778113,0.956311,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,7,5,-5.649,-0.613,0.999641,0.888461,0.92679,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,3,0,-9.702,-1.1028,0.996761,0.911845,0.849319,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,7,7,-15.863,-1.2517,0.98944,0.915288,0.807536,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,-7.117,-0.5499,0.998005,0.883684,0.932145,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,1,-0.709,-0.0457,0.978805,0.819901,0.956641,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,1,0,-18.11,-0.9595,1,0.907056,0.880454,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,1,0,-12.419,-0.7507,1,0.897276,0.912193,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,2,1,-16.988,-0.9592,1,0.907044,0.88051,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,0,0,5.013,0.3667,0.876688,0.739949,0.951037,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,3,2,-22.91,-1.7655,0.897668,0.920663,0.549275,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,4,3,-6.325,-0.6612,1,0.891797,0.92214,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10669",322,0,1,0,0,-21.596,-1.5198,0.99477,0.919408,0.693842,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"68","m.1069",424,3,4,5,3,5.311,0.336,0.884011,0.746343,0.952086,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"69","m.10693",451,1,4,1,1,-1.959,-0.2236,0.998309,0.848285,0.951348,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"70","m.107",99,9,9,7,2,4.461,0.247,0.906752,0.764422,0.954762,NA,NA
"71","m.10713",218,10,11,7,6,6.435,0.5809,0.830066,0.691789,0.94295,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"72","m.10714",429,8,10,9,3,3.875,0.4064,0.867635,0.731527,0.949615,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"73","m.10723",443,3,2,3,0,-10.504,-0.9334,1,0.90603,0.88521,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"74","m.10726",1630,3,3,4,1,-0.279,-0.024,0.974763,0.816073,0.95696,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"75","m.1073",371,4,5,3,1,5.961,0.6517,0.812381,0.674297,0.940169,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"76","m.1074",292,1,1,1,0,-2.534,-0.1802,0.995769,0.841919,0.953042,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"77","m.10744",282,6,9,5,2,-22.062,-1.4564,0.997126,0.91861,0.726006,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"78","m.10765",227,2,2,2,2,4.098,0.2383,0.909072,0.766159,0.954986,NA,NA
"79","m.10767",590,0,1,1,1,-26.585,-2.5193,0.332126,0.911457,0.160835,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"80","m.10807",572,29,28,32,15,-12.697,-1.8516,0.836433,0.920263,0.496686,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"81","m.10812",189,6,5,4,4,-4.704,-0.3194,0.999989,0.860906,0.946858,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"82","m.10817",422,1,2,1,1,-11.346,-0.5874,0.9988,0.88658,0.92906,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"83","m.10818",372,2,4,1,0,-8.628,-0.9842,1,0.907981,0.87571,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"84","m.10831",206,4,4,4,3,-14.698,-1.2215,0.98972,0.914689,0.816948,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"85","m.10852",208,1,1,2,1,-1.852,-0.1884,0.996351,0.843152,0.95274,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"86","m.10862",241,0,1,1,0,-0.994,-0.0827,0.984887,0.826268,0.955922,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"87","m.10883",471,10,13,8,4,-4.439,-0.5083,0.997718,0.880251,0.935283,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"88","m.1089",117,6,7,8,4,-24.942,-2.4951,0.349924,0.911822,0.169027,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"89","m.10893",298,21,22,20,13,5.176,0.7579,0.777875,0.647278,0.935871,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"90","m.10905",398,5,5,5,3,3.161,0.2149,0.915367,0.770809,0.955549,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"91","m.10914",217,5,7,5,4,8.187,0.794,0.763633,0.638159,0.934353,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"92","m.10919",208,0,0,1,1,-13.732,-1.3171,0.990997,0.916469,0.785072,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"93","m.10920",962,0,1,1,0,-9.453,-0.6366,1,0.89013,0.924571,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"94","m.10928",723,15,5,7,4,13.336,0.9249,0.705631,0.607225,0.928577,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"95","m.10938",346,4,5,5,2,-6.555,-0.6253,1,0.889339,0.925648,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"96","m.10944",532,1,3,1,1,-1.494,-0.1131,0.989085,0.831334,0.955172,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"97","m.10974",566,8,12,8,1,11.511,0.8839,0.724215,0.616424,0.930426,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"98","m.10998",251,1,1,1,0,-12.13,-0.9594,1,0.907052,0.880473,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"99","m.110",1165,44,56,41,31,2.403,0.7152,0.793086,0.658171,0.937625,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"100","m.1100",513,2,3,2,1,-4.038,-0.2147,0.997893,0.847012,0.951714,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"101","m.1103",1107,1,3,1,0,-11.465,-0.6473,1,0.890864,0.923528,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"102","m.11035",299,0,1,3,1,-17.76,-1.0327,1,0.909676,0.865658,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"103","m.11045",121,2,1,3,1,-7.209,-0.5408,0.997892,0.882954,0.932856,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"104","m.11100",1144,6,7,6,4,0.207,0.0211,0.96534,0.807923,0.957377,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"105","m.11107",150,8,10,10,0,-24.91,-2.1823,0.604077,0.91642,0.307197,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"106","m.11115",300,3,4,2,3,-13.773,-1.1044,0.99662,0.91189,0.848924,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"107","m.11137",540,1,1,0,0,-24.588,-1.9325,0.777542,0.919562,0.448183,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"108","m.11149",227,9,11,9,4,10.363,1.1181,0.637818,0.570719,0.920062,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"109","m.11152",593,1,1,1,0,-5.722,-0.5178,0.997732,0.881057,0.93459,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"110","m.11167",387,1,0,1,1,14.775,1.1807,0.628717,0.559833,0.917676,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"111","m.11180",213,0,1,1,0,-1.259,-0.0683,0.982645,0.823815,0.956227,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"112","m.11210",170,1,2,2,0,-11.883,-0.9258,1,0.905722,0.886548,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"113","m.1126",148,3,3,5,3,-9.267,-0.653,1,0.89125,0.922964,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"114","m.11265",213,3,3,2,1,-4.147,-0.2489,0.999217,0.851812,0.950258,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"115","m.11277",156,0,1,1,0,-5.478,-0.3796,0.999322,0.867825,0.943568,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"116","m.11289",232,1,3,0,1,-1.522,-0.0835,0.985006,0.826404,0.955904,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"117","m.11298",283,2,2,1,0,-0.146,-0.0086,0.971694,0.813318,0.95714,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"118","m.113",378,57,60,42,28,-3.45,-1.0109,1,0.908933,0.870301,NA,NA
"119","m.11307",740,0,1,1,0,-8.488,-0.903,1,0.904771,0.890436,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"120","m.11313",319,0,1,0,0,-1.635,-0.1576,0.993908,0.838451,0.953829,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"121","m.11319",252,1,1,1,0,-16.553,-1.0735,0.99943,0.910984,0.856391,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"122","m.1133",280,4,4,0,1,9.012,0.6188,0.821008,0.68251,0.941466,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"123","m.11340",155,2,3,2,1,-13.719,-0.9073,1,0.904953,0.889716,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"124","m.1135",538,15,16,9,4,-8.517,-0.9138,1,0.905226,0.888617,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"125","m.11354",351,4,7,3,2,-18.019,-1.0583,1,0.910509,0.859933,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"126","m.11369",202,4,5,3,2,-3.279,-0.302,0.999998,0.858762,0.947744,NA,NA
"127","m.11382",877,1,2,1,0,-7.31,-0.755,1,0.897517,0.911668,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"128","m.1141",910,1,1,2,0,-4.483,-0.4438,0.998251,0.874397,0.939669,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"129","m.11430",456,7,4,1,1,8.561,0.6641,0.808906,0.67117,0.939677,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"130","m.1145",390,0,1,0,0,-11.809,-0.7942,1,0.899634,0.906659,NA,NA
"131","m.11458",213,4,4,3,3,-13.773,-1.1474,0.993185,0.913023,0.837916,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"132","m.11472",334,2,3,3,0,-22.384,-1.446,0.996981,0.918467,0.730976,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"133","m.11482",410,1,0,0,0,-5.411,-0.3121,1,0.860015,0.947233,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"134","m.1149",736,1,1,1,1,-18.248,-1.4861,0.996809,0.919001,0.711327,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"135","m.115",216,10,11,9,3,-14.206,-1.9416,0.771053,0.919468,0.442799,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"136","m.1152",2284,1,0,1,0,-16.968,-1.1616,0.992244,0.913368,0.834107,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"137","m.11543",385,12,10,9,6,-33.026,-2.5883,0.286139,0.910432,0.139325,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"138","m.11553",214,9,7,9,3,-23.514,-1.3346,0.991806,0.916764,0.778527,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"139","m.11555",111,2,3,1,1,7.412,0.4514,0.857847,0.721736,0.94794,NA,NA
"140","m.11561",392,0,0,1,0,-0.441,-0.0247,0.974898,0.816197,0.956951,"Q00422","GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2                   "
"141","m.1157",147,2,3,3,3,10.663,0.5428,0.838515,0.700889,0.944433,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"142","m.1159",503,0,1,1,0,-10.242,-0.4512,0.998148,0.875104,0.939192,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"143","m.11603",537,3,2,1,0,0.09,0.009,0.967994,0.810133,0.957298,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"144","m.1163",121,2,3,3,3,-1.425,-0.1168,0.989546,0.83194,0.955071,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"145","m.11636",357,3,3,1,0,-10.449,-1.2687,0.989577,0.915608,0.801983,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"146","m.11687",197,0,0,0,1,5.544,0.4126,0.866259,0.730195,0.949387,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
