"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"22","m.10194",572,19,16,15,16,-4.262,-0.7374,0.981852,0.871223,0.896457,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"23","m.10199",219,7,9,5,5,-3.916,-0.3566,0.999199,0.836322,0.930286,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"24","m.10205",893,0,1,0,0,-2.146,-0.124,0.985731,0.799139,0.942741,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"25","m.10239",279,1,2,0,1,21.021,1.0889,0.680833,0.47854,0.907377,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"26","m.10254",141,2,2,0,0,-19.987,-1.0992,1,0.888313,0.827869,NA,NA
"27","m.10260",232,0,1,0,0,8.652,0.3875,0.843362,0.690962,0.936797,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"28","m.10264",203,0,1,0,0,-22.351,-1.4395,1,0.897125,0.694503,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"29","m.1027",157,1,2,3,3,-11.782,-0.7841,0.982589,0.873948,0.890656,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"30","m.10289",705,0,0,1,0,7.038,0.5296,0.809627,0.656859,0.930292,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"31","m.10304",278,4,4,3,3,15.993,0.8799,0.731034,0.555441,0.914855,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"32","m.10324",680,4,4,2,4,11.201,0.6028,0.793272,0.637933,0.926897,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"33","m.10327",1122,2,2,0,3,17.485,1.0669,0.687246,0.487254,0.908096,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"34","m.10342",512,1,0,0,0,-8.221,-0.8057,0.983244,0.87514,0.887757,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"35","m.10346",250,2,3,1,2,5.855,0.4239,0.834182,0.682506,0.935172,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"36","m.1036",1192,1,1,1,1,-6.138,-0.4153,0.996532,0.843668,0.926064,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"37","m.10360",636,1,2,1,0,-3.409,-0.308,1,0.829597,0.933514,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"38","m.10378",725,2,3,1,1,-16.362,-0.7066,0.981878,0.8693,0.899977,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"39","m.1038",113,5,4,2,4,1.408,0.0981,0.931323,0.754601,0.94554,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"40","m.10387",484,6,6,3,5,5.315,0.349,0.85365,0.699744,0.938453,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"41","m.104",1674,66,65,52,66,-13.641,-3.6348,0.012347,0.880102,0.004428,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"42","m.1041",396,5,6,2,4,-1.926,-0.0949,0.980695,0.793689,0.943666,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"43","m.1042",331,3,4,2,2,0.471,0.0335,0.950424,0.768136,0.945738,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"44","m.1044",836,0,1,0,0,-3.154,-0.1551,0.99028,0.804794,0.941576,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"45","m.10463",220,0,1,0,0,-3.279,-0.2221,0.997075,0.816311,0.938487,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"46","m.10468",320,8,10,4,9,-6.274,-0.7478,0.981935,0.871849,0.895216,NA,NA
"47","m.10469",238,0,0,1,1,15.312,0.8493,0.737661,0.56554,0.916082,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"48","m.10472",547,5,8,3,4,13.772,1.0122,0.701529,0.508343,0.909946,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"49","m.10484",222,1,1,0,0,-4.704,-0.3006,0.999984,0.828522,0.933981,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"50","m.10496",298,9,12,7,11,-16.779,-2.3018,0.418991,0.890444,0.246492,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"51","m.10499",214,2,4,2,0,-8.498,-0.5011,0.990956,0.852934,0.91934,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"52","m.10517",796,1,1,0,0,-4.061,-0.2373,0.998049,0.818788,0.937684,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"53","m.1054",285,8,10,3,6,-13.653,-0.9765,0.994958,0.8834,0.858332,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"54","m.10558",176,1,3,1,2,-15.46,-0.7428,0.981888,0.871549,0.895816,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"55","m.10560",427,9,11,6,9,11.945,1.5029,0.47545,0.31221,0.895086,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"56","m.10567",295,1,1,0,0,-8.603,-0.6205,0.984041,0.863285,0.908808,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"57","m.10575",652,1,2,1,2,7.685,0.3964,0.841071,0.688909,0.936405,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"58","m.10586",414,0,2,0,0,5.424,0.2758,0.874921,0.716099,0.941316,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"59","m.1060",147,2,4,2,4,0.654,0.0319,0.95087,0.768467,0.945733,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"60","m.10603",487,0,1,1,0,10.977,1.0063,0.702954,0.510564,0.910151,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"61","m.10605",698,4,6,1,2,-3.23,-0.2892,0.999875,0.82684,0.934688,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"62","m.10621",420,4,4,3,3,-18.981,-1.0272,1,0.885547,0.846739,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"63","m.10669",322,0,1,0,0,-5.118,-0.4219,0.99615,0.844442,0.925569,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"64","m.1069",424,3,4,1,1,2.476,0.1389,0.918472,0.745901,0.945011,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"65","m.10693",451,1,4,0,1,-15.353,-0.7603,0.982096,0.872586,0.893687,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"66","m.107",99,9,9,5,7,8.932,0.7408,0.761887,0.599212,0.920673,NA,NA
"67","m.10713",218,10,11,7,9,10.522,0.4111,0.837353,0.685498,0.935749,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"68","m.10714",429,8,10,3,5,-22.381,-1.5857,0.95938,0.899104,0.612698,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"69","m.10723",443,3,2,0,1,-5.766,-0.4122,0.996707,0.843301,0.926295,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"70","m.10726",1630,3,3,4,5,-23.321,-1.7012,0.888476,0.899485,0.544491,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"71","m.1073",371,4,5,2,3,-7.921,-0.4827,0.99221,0.851087,0.920836,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"72","m.1074",292,1,1,1,0,-1.009,-0.0421,0.969733,0.783449,0.944919,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"73","m.10744",282,6,9,2,3,8.34,0.6401,0.784865,0.627875,0.925185,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"74","m.10765",227,2,2,3,1,-19.173,-1.2864,0.999999,0.89391,0.764563,NA,NA
"75","m.10767",590,0,1,1,1,-24.668,-1.601,0.951368,0.899216,0.603732,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"76","m.10807",572,29,28,17,32,14.707,2.2268,0.194823,0.10144,0.882326,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"77","m.10812",189,6,5,3,2,-27.552,-1.8654,0.756107,0.898354,0.449816,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"78","m.10817",422,1,2,0,0,0.001,1e-04,0.959427,0.774983,0.945518,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"79","m.10818",372,2,4,1,1,8.17,0.5463,0.805893,0.652632,0.929515,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"80","m.10831",206,4,4,1,1,-5.482,-0.3116,0.999997,0.830116,0.933284,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"81","m.10852",208,1,1,1,2,-14.078,-0.8931,0.987847,0.879593,0.874322,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"82","m.10862",241,0,1,0,0,-7.413,-0.4752,0.99272,0.850313,0.921437,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"83","m.10883",471,10,13,2,7,-9.279,-0.7464,0.98192,0.871765,0.895385,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"84","m.10886",397,0,0,1,0,2.34,0.1823,0.904502,0.736547,0.944134,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"85","m.1089",117,6,7,5,6,-17.577,-2.3306,0.40166,0.889887,0.235871,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"86","m.10893",298,21,22,20,15,-12.617,-0.9271,0.990444,0.88119,0.868225,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"87","m.10905",398,5,5,3,6,-18.94,-1.5295,0.984962,0.89853,0.645177,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"88","m.10914",217,5,7,4,4,-15.541,-1.7804,0.827795,0.899163,0.498059,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"89","m.10920",962,0,1,0,0,-7.09,-0.585,0.985732,0.86048,0.91211,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"90","m.10928",723,15,5,4,5,-3.818,-0.5114,0.99026,0.853936,0.91849,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"91","m.10938",346,4,5,2,5,-22.586,-2.284,0.43014,0.890792,0.253217,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"92","m.10944",532,1,3,0,1,-2.022,-0.0891,0.979603,0.792585,0.94383,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"93","m.10974",566,8,12,1,5,-1.719,-0.1103,0.983452,0.796592,0.943197,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"94","m.10998",251,1,1,0,0,-2.65,-0.18,0.993286,0.809184,0.940518,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"95","m.110",1165,44,56,27,33,-0.564,-0.1096,0.983332,0.796461,0.943219,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"96","m.1100",513,2,3,3,1,6.552,0.6764,0.776607,0.617804,0.923537,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"97","m.1103",1107,1,3,1,2,-28.681,-1.585,0.959737,0.899098,0.613107,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"98","m.11035",299,0,1,2,3,-20.126,-1.87,0.752135,0.898299,0.44727,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"99","m.11045",121,2,1,1,2,-20.657,-1.4257,0.999999,0.896877,0.701558,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"100","m.11093",943,0,0,1,0,-10.057,-0.8357,0.984475,0.876731,0.883473,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"101","m.11100",1144,6,7,5,5,-15.237,-2.1587,0.516433,0.893299,0.304284,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"102","m.11107",150,8,10,7,8,0.198,0.0235,0.953191,0.770198,0.945696,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"103","m.11115",300,3,4,2,1,-24.205,-2.1828,0.498909,0.892815,0.293942,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"104","m.11137",540,1,1,0,0,11.6,0.5457,0.806028,0.652785,0.929543,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"105","m.11149",227,9,11,5,9,-3.243,-0.2985,0.999971,0.828215,0.934113,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"106","m.11152",593,1,1,0,0,-12.098,-1.0731,1,0.887354,0.835022,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"107","m.11167",387,1,0,0,1,2.288,0.2218,0.891804,0.727958,0.943084,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"108","m.11180",213,0,1,0,1,-0.465,-0.0264,0.966049,0.780326,0.945184,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"109","m.11210",170,1,2,1,2,-22.364,-1.0486,1,0.886409,0.841409,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"110","m.11237",275,0,0,1,0,10.631,0.4669,0.823905,0.672288,0.933204,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"111","m.1126",148,3,3,4,5,-9.65,-0.9744,0.994749,0.883309,0.85878,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"112","m.11265",213,3,3,2,2,10.44,1.1945,0.642774,0.43538,0.904079,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"113","m.11277",156,0,1,0,0,0.196,0.0196,0.954254,0.771,0.945674,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"114","m.11289",232,1,3,1,1,8.75,0.4226,0.834501,0.682811,0.935231,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"115","m.11298",283,2,2,0,1,-8.86,-0.5865,0.985651,0.860603,0.911974,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"116","m.113",378,57,60,40,46,-21.303,-2.0818,0.574856,0.894815,0.338957,NA,NA
"117","m.11307",740,0,1,1,1,-8.803,-0.748,0.981937,0.871861,0.895192,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"118","m.11313",319,0,1,0,0,-21.703,-1.191,1,0.89132,0.799614,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"119","m.11319",252,1,1,0,0,-11.138,-0.86,0.985743,0.87797,0.879761,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"120","m.1133",280,4,4,0,0,4.484,0.4998,0.816342,0.664276,0.931679,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"121","m.11340",155,2,3,2,3,-1.192,-0.1117,0.983693,0.796854,0.943152,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"122","m.1135",538,15,16,9,10,2.121,0.2653,0.878139,0.718417,0.941686,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"123","m.11354",351,4,7,3,4,16.3,0.8253,0.742916,0.573265,0.917067,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"124","m.11369",202,4,5,1,3,-4.953,-0.43,0.995663,0.845377,0.924957,NA,NA
"125","m.11382",877,1,2,0,1,2.53,0.1369,0.91911,0.746329,0.945044,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"126","m.1141",910,1,1,1,2,-22.893,-1.4123,0.999998,0.896629,0.708266,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"127","m.11430",456,7,4,2,0,-3.931,-0.2574,0.999024,0.821982,0.936569,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"128","m.1145",390,0,1,0,0,-1.033,-0.1063,0.982756,0.795842,0.943323,NA,NA
"129","m.11458",213,4,4,3,2,-9.553,-0.7773,0.982424,0.873564,0.891539,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"130","m.11472",334,2,3,1,2,-27.694,-1.5134,0.991165,0.898318,0.654311,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"131","m.11482",410,1,0,0,0,0.907,0.0794,0.937042,0.758553,0.94568,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"132","m.1149",736,1,1,1,1,-12.919,-1.2655,1,0.893385,0.772776,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"133","m.115",216,10,11,6,8,1.585,0.1946,0.900531,0.73388,0.943832,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"134","m.1152",2284,1,0,0,1,4.462,0.2366,0.887103,0.724722,0.942635,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"135","m.11543",385,12,10,9,12,10.016,0.8917,0.728492,0.55147,0.914391,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"136","m.11553",214,9,7,7,8,1.135,0.0873,0.934642,0.756887,0.945629,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"137","m.11555",111,2,3,0,0,-7.942,-0.3653,0.998905,0.837465,0.929681,NA,NA
"138","m.1157",147,2,3,1,3,-42.446,-1.7063,0.884828,0.899478,0.541476,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"139","m.1159",503,0,1,0,0,-9.492,-0.7622,0.982127,0.872697,0.893451,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"140","m.11603",537,3,2,1,2,-10.132,-0.7194,0.981818,0.870112,0.898541,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"141","m.1163",121,2,3,2,2,-12.72,-0.9723,0.994542,0.883217,0.859225,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"142","m.11636",357,3,3,0,0,-8.254,-0.6192,0.984094,0.863186,0.908932,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"143","m.11700",147,1,3,0,0,-8.539,-0.5397,0.988399,0.856577,0.916103,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"144","m.11721",335,1,2,0,0,-0.744,-0.0407,0.969412,0.783171,0.944944,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"145","m.11724",829,7,7,2,5,2.642,0.2141,0.894265,0.729638,0.943306,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"146","m.11725",118,1,1,1,1,0.115,0.0052,0.958098,0.773946,0.945566,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
