"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"32","m.10289",705,0,0,0,1,-8.869,-0.7689,0.93958,0.919172,0.794277,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,4,4,3,29.769,1.6563,0.615584,0.460905,0.89964,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,5,2,19.241,0.8297,0.833405,0.696702,0.921199,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,5,2,8.816,0.6515,0.894413,0.73809,0.924786,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,1,0,-11.219,-1.3066,0.863651,0.916316,0.653024,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,2,2,2.958,0.2044,1,0.838572,0.914385,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,6,2,26.386,1.2705,0.720989,0.58283,0.908693,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,3,2,-2.751,-0.1927,1,0.89016,0.884817,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,4,2,-19.444,-0.6945,0.955835,0.918132,0.808718,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,5,4,-14.724,-1.2164,0.874676,0.917283,0.683588,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,7,8,-13.241,-2.0624,0.560861,0.9047,0.312538,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,83,70,-9.856,-3.19,0.049148,0.893364,0.015293,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,5,3,-11.333,-1.6002,0.803649,0.912886,0.52893,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,4,2,20.828,1.1742,0.747208,0.609996,0.911362,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,1,1,-3.07,-0.2417,1,0.894422,0.879563,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,1,-8.853,-0.8083,0.931458,0.91946,0.786378,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,2,1,2.016,0.1478,1,0.848226,0.911301,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,11,10,2.708,0.3054,1,0.81887,0.919189,NA,NA
"50","m.10469",238,0,0,1,1,-8.021,-0.5382,0.986179,0.913339,0.837138,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,3,7,2.695,0.161,1,0.846057,0.912048,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,2,2,7.781,0.4121,0.980493,0.794922,0.923062,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,8,8,-9.163,-0.5606,0.982644,0.91426,0.833251,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,3,1,0.828,0.0796,1,0.858687,0.907162,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,1,3,-11.549,-1.0727,0.891943,0.918636,0.725562,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,8,7,7.896,0.616,0.908284,0.746465,0.925105,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,3,2,-1.618,-0.1347,1,0.884629,0.890491,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,9,9,12.384,1.3204,0.70684,0.568276,0.907357,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,2,0,-10.872,-0.496,0.991801,0.911392,0.84425,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,1,11.714,0.6567,0.892404,0.736868,0.924725,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,1,1,-18.105,-1.0622,0.893196,0.918721,0.728339,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,1,5.367,0.448,0.970013,0.786497,0.92394,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,4,4,-1.998,-0.1556,0.999998,0.886686,0.888511,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,1,14.799,1.6205,0.623116,0.473473,0.900324,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,6,3,-5.902,-0.455,0.995902,0.909242,0.850863,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,4,6,-15.05,-0.8997,0.915017,0.919593,0.767165,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10645",257,0,0,1,0,-20.665,-1.0876,0.890171,0.918512,0.721558,NA,NA
"68","m.10669",322,0,1,1,1,9.867,0.5834,0.921101,0.754207,0.92524,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"69","m.1069",424,3,4,5,2,12.957,1.3414,0.700778,0.562056,0.906806,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"70","m.10693",451,1,4,4,2,-3.576,-0.4449,0.996707,0.908675,0.852444,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"71","m.107",99,9,9,9,9,-18.738,-1.362,0.856665,0.915703,0.632452,NA,NA
"72","m.10713",218,10,11,10,11,-24.643,-2.0109,0.58245,0.905671,0.335585,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"73","m.10714",429,8,10,10,12,5.848,0.8155,0.837555,0.699999,0.921568,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"74","m.10723",443,3,2,3,3,-12.926,-0.759,0.941695,0.919074,0.796232,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"75","m.10726",1630,3,3,4,3,-14.834,-0.9471,0.907891,0.919447,0.756561,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"76","m.1073",371,4,5,5,7,-0.313,-0.0399,1,0.874317,0.898627,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"77","m.1074",292,1,1,2,2,-10.322,-0.6081,0.974047,0.915951,0.824783,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"78","m.10744",282,6,9,8,8,-1.717,-0.2802,1,0.897529,0.875112,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"79","m.10763",330,0,0,0,1,33.973,1.4101,0.680613,0.541327,0.905055,NA,NA
"80","m.10765",227,2,2,2,2,-18.315,-0.7563,0.942276,0.919045,0.796764,NA,NA
"81","m.10767",590,0,1,1,2,2.592,0.1945,1,0.840328,0.913867,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"82","m.10779",234,0,0,0,1,-18.402,-0.8793,0.918369,0.919617,0.771581,"O13066","Ran GTPase-activating protein 1 OS=Xenopus laevis GN=rangap1 PE=2 SV=1                   "
"83","m.10807",572,29,28,35,34,-0.794,-0.1562,0.999996,0.886744,0.888453,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"84","m.10812",189,6,5,5,4,12.455,0.7566,0.856147,0.713625,0.922981,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"85","m.10817",422,1,2,2,1,0.484,0.036,1,0.864763,0.904249,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"86","m.10818",372,2,4,4,1,-39.726,-2.2868,0.498716,0.901236,0.213436,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"87","m.10831",206,4,4,4,7,-0.046,-0.0041,1,0.869965,0.90137,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"88","m.10852",208,1,1,1,1,16.083,1.0947,0.767574,0.631463,0.913633,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"89","m.10862",241,0,1,0,1,17.75,0.7091,0.872741,0.724631,0.923935,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"90","m.10883",471,10,13,12,11,-26.714,-1.493,0.835122,0.914215,0.578221,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"91","m.10886",397,0,0,1,0,-6.23,-0.2541,1,0.895445,0.878161,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"92","m.1089",117,6,7,5,5,-2.223,-0.1664,0.999996,0.88772,0.88746,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"93","m.10893",298,21,22,24,21,1.735,0.2196,1,0.835817,0.915163,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"94","m.10905",398,5,5,9,9,-7.492,-0.563,0.982244,0.914354,0.832831,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"95","m.10914",217,5,7,8,7,-12.99,-1.2498,0.870601,0.916931,0.672678,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"96","m.10919",208,0,0,1,1,3.131,0.171,1,0.844381,0.912602,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"97","m.10920",962,0,1,1,1,-3.623,-0.2309,1,0.893514,0.880759,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"98","m.10928",723,15,5,8,8,0.393,0.0627,1,0.861096,0.906059,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"99","m.10938",346,4,5,5,6,-6.106,-0.659,0.963575,0.917371,0.815413,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"100","m.10944",532,1,3,2,0,-7.96,-0.5962,0.976326,0.91556,0.826931,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"101","m.10974",566,8,12,10,10,-2.82,-0.2636,1,0.896215,0.877067,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"102","m.10998",251,1,1,2,1,7.805,0.5743,0.92466,0.756376,0.925249,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"103","m.110",1165,44,56,48,48,4.328,0.9099,0.811995,0.677839,0.918988,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"104","m.1100",513,2,3,3,1,9.615,0.8564,0.825921,0.690476,0.920484,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"105","m.1103",1107,1,3,4,4,5.469,0.4855,0.957692,0.777592,0.924616,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"106","m.11035",299,0,1,4,5,-17.144,-1.3367,0.859908,0.915984,0.642022,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"107","m.11045",121,2,1,2,3,-13.406,-1.07,0.892265,0.918658,0.72628,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"108","m.11093",943,0,0,1,1,-19.785,-1.2969,0.864844,0.916422,0.656482,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"109","m.11100",1144,6,7,9,9,5.262,0.4181,0.978841,0.793523,0.923224,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"110","m.11107",150,8,10,11,10,-28.988,-1.9706,0.601826,0.906455,0.353748,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"111","m.11115",300,3,4,4,3,-11.648,-0.9492,0.907595,0.919438,0.756079,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"112","m.11137",540,1,1,0,0,7.759,0.3653,0.991902,0.805674,0.921585,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"113","m.11149",227,9,11,10,11,-0.227,-0.0144,1,0.871245,0.900598,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"114","m.11152",593,1,1,0,2,1.076,0.1106,1,0.854083,0.909104,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"115","m.11167",387,1,0,1,1,-6.539,-0.4776,0.993808,0.910458,0.847256,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"116","m.11180",213,0,1,1,2,16.046,0.8878,0.817598,0.68309,0.919614,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"117","m.11210",170,1,2,2,2,-22.805,-1.2916,0.865493,0.91648,0.658353,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"118","m.11237",275,0,0,1,1,-16.444,-1.2113,0.875298,0.917336,0.685214,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"119","m.1126",148,3,3,6,4,6.035,0.4402,0.972408,0.788338,0.923768,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"120","m.11265",213,3,3,3,2,15.538,0.8657,0.823407,0.688297,0.920229,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"121","m.11277",156,0,1,1,2,-5.663,-0.5954,0.976476,0.915533,0.827075,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"122","m.11289",232,1,3,1,2,-6.388,-0.4017,0.999293,0.906085,0.858971,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"123","m.11298",283,2,2,2,2,11.972,0.6537,0.893563,0.737573,0.924761,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"124","m.113",378,57,60,56,55,4.985,0.7668,0.852766,0.711267,0.922752,NA,NA
"125","m.11307",740,0,1,2,1,-19.855,-1.2979,0.86472,0.916411,0.656127,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"126","m.11313",319,0,1,1,0,8.496,0.7417,0.861205,0.717072,0.923301,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"127","m.11319",252,1,1,2,2,-6.857,-0.4986,0.991495,0.91152,0.84382,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"128","m.1133",280,4,4,4,3,7.827,0.7203,0.868709,0.72203,0.923728,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"129","m.11340",155,2,3,3,3,14.967,0.8161,0.837378,0.69986,0.921553,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"130","m.1135",538,15,16,14,8,16.457,1.3385,0.70162,0.562919,0.906881,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"131","m.11354",351,4,7,6,5,-10.03,-0.6367,0.968286,0.916798,0.819552,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"132","m.11369",202,4,5,3,3,-4.613,-0.346,1,0.902386,0.866787,NA,NA
"133","m.11382",877,1,2,3,2,-6.637,-0.4118,0.998808,0.906714,0.857479,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"134","m.1141",910,1,1,2,1,-0.199,-0.0087,1,0.87054,0.901027,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"135","m.11430",456,7,4,3,2,-7.201,-0.5222,0.988475,0.912633,0.839869,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"136","m.1145",390,0,1,0,0,2.275,0.1228,1,0.852203,0.90984,NA,NA
"137","m.11458",213,4,4,2,5,-28.708,-1.4538,0.842878,0.914668,0.595241,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"138","m.11472",334,2,3,4,4,-17.992,-2.0408,0.569474,0.905101,0.322187,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"139","m.11482",410,1,0,0,0,24.711,1.5352,0.644404,0.501971,0.902108,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"140","m.1149",736,1,1,1,1,-17.402,-1.1659,0.880809,0.917793,0.699224,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"141","m.115",216,10,11,13,12,18.267,1.6351,0.619938,0.468399,0.90004,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"142","m.1152",2284,1,0,1,0,7.197,0.6106,0.910408,0.747744,0.925138,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"143","m.11543",385,12,10,9,11,5.691,0.4681,0.963567,0.781734,0.924333,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"144","m.11553",214,9,7,12,11,-11.103,-1.0993,0.88878,0.918411,0.718361,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"145","m.11555",111,2,3,2,3,-7.668,-0.4137,0.998709,0.90683,0.857197,NA,NA
"146","m.11561",392,0,0,1,1,-1.324,-0.1036,1,0.881429,0.893307,"Q00422","GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2                   "
"147","m.1157",147,2,3,3,3,5.745,0.3258,0.999374,0.81447,0.920061,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"148","m.1159",503,0,1,1,1,12.541,0.7181,0.869495,0.722541,0.92377,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
