"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"12","m.10093",673,1,1,0,2,0.79,0.7885,0.575549,0.203479,0.667848,"B0FYY4","Integrin beta-1 OS=Ovis aries GN=ITGB1 PE=2 SV=1                     "
"13","m.10110",697,0,1,0,1,0.248,0.2249,1,0.702184,0.519313,"O11780","Transforming growth factor-beta-induced protein ig-h3 OS=Sus scrofa GN=TGFBI PE=1 SV=1                  "
"14","m.10111",222,0,2,0,1,-0.164,-0.1636,0.732438,0.785789,0.206375,"3660641","Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85349 PE=4 SV=1                     "
"15","m.1013",969,1,3,0,1,-0.516,-0.5192,0.172794,0.729746,0.034277,"A7RU46","Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1                   "
"16","m.10132",182,1,2,0,1,-0.16,-0.163,0.733521,0.785811,0.206836,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,4,4,2,6,0.33,0.6519,0.845818,0.333441,0.664743,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,2,1,3,2,0.834,1.0765,0.158862,0.048259,0.64331,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,0,0,0.253,0.2258,1,0.701747,0.519877,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,2,1,1,0,-0.149,-0.1467,0.762472,0.786241,0.219542,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10164",157,0,0,0,1,0.274,0.2457,1,0.691738,0.532046,NA,NA
"22","m.10183",616,1,0,0,0,0.291,0.2606,1,0.683796,0.540757,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,16,16,17,0.286,1.1798,0.087631,0.024922,0.633835,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,9,6,5,-0.04,-0.1005,0.837889,0.785709,0.257247,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.1020",1917,0,0,0,1,0.216,0.1878,1,0.719063,0.494946,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,1,0,0,0.265,0.2324,1,0.698502,0.523981,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,0,0,-0.194,-0.195,0.674442,0.784096,0.182959,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,2,2,0,1,-0.513,-0.5339,0.159064,0.726793,0.031162,NA,NA
"29","m.10260",232,0,1,1,0,0.285,0.2588,1,0.684776,0.539723,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,1,0,1,0.298,0.2654,1,0.681153,0.543491,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,1,2,0.347,0.3932,1,0.594306,0.603892,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,0,1,0.302,0.2657,1,0.680986,0.543661,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,4,2,5,0.213,0.3979,1,0.590471,0.605685,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,1,3,-0.433,-0.6658,0.069629,0.701773,0.012256,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,3,2,0.589,0.8127,0.527122,0.184117,0.66682,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,0,0,0.268,0.2472,1,0.690956,0.532938,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,0,2,-0.232,-0.3013,0.475849,0.771538,0.115348,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,0,3,1.078,1.1607,0.09843,0.028336,0.63548,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,1,2,0.327,0.3821,1,0.603177,0.599543,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,1,1,-0.734,-0.8291,0.020507,0.676247,0.003162,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,3,4,0.07,0.1328,0.999152,0.740328,0.45502,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,5,5,0.159,0.3619,1,0.618654,0.591214,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,21,31,-0.581,-3.6145,0,0.601296,0,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,3,6,0.137,0.2949,1,0.663979,0.559528,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,3,2,-0.067,-0.1094,0.824272,0.786019,0.249812,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,0,1,0.293,0.2681,1,0.679648,0.545014,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,1,0.255,0.2305,0.999988,0.699443,0.522806,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,0,1,0.3,0.2745,1,0.676028,0.548578,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,5,8,0.001,0.0038,0.955194,0.774305,0.347666,NA,NA
"50","m.10469",238,0,0,0,1,0.307,0.2786,1,0.673669,0.550829,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,0,2,-1.262,-1.8669,0,0.612873,0,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,0,2,0.749,0.7476,0.659891,0.238931,0.668647,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,7,8,-0.002,-0.0047,0.948737,0.775776,0.340221,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,0,0,-0.939,-1.0327,0.00323,0.653304,0.000423,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,0,1,0.259,0.2352,1,0.697103,0.525701,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,5,6,-0.171,-0.4369,0.265401,0.746436,0.056614,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,2,3,0.575,0.798,0.556348,0.195732,0.667489,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,2,6,-0.609,-1.4007,4e-05,0.628041,5e-06,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,0.235,0.2166,1,0.70615,0.514045,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,3,0.899,1.1931,0.080683,0.022753,0.632721,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,0,0,-0.207,-0.2066,0.652566,0.783207,0.17468,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,1,0.296,0.2648,1,0.681486,0.543152,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,2,3,0.12,0.1938,1,0.716479,0.49903,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,0,0.233,0.2129,1,0.707882,0.511663,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,2,4,-0.208,-0.3852,0.337518,0.756659,0.075509,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,2,6,0.331,0.6558,0.839158,0.329341,0.665082,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10645",257,0,0,0,1,0.284,0.2533,1,0.687736,0.536532,NA,NA
"68","m.10669",322,0,1,0,1,0.254,0.2293,1,0.700035,0.522062,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"69","m.1069",424,3,4,1,4,-0.051,-0.0824,0.864005,0.784761,0.272575,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"70","m.10693",451,1,4,2,2,0.055,0.0778,0.990675,0.757483,0.411074,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"71","m.107",99,9,9,6,4,-0.252,-0.6354,0.085344,0.707242,0.015389,NA,NA
"72","m.10713",218,10,11,9,8,0.12,0.3673,1,0.6146,0.593494,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"73","m.10714",429,8,10,2,9,-0.163,-0.4239,0.282526,0.749047,0.060985,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"74","m.10723",443,3,2,0,2,-0.232,-0.2943,0.488401,0.772626,0.119212,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"75","m.10726",1630,3,3,4,4,0.627,1.1393,0.11174,0.032609,0.637385,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"76","m.1073",371,4,5,4,6,0.446,0.9489,0.298695,0.097845,0.65606,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"77","m.1074",292,1,1,1,2,0.842,0.846,0.46369,0.15949,0.664849,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"78","m.10744",282,6,9,2,5,-0.476,-1.0027,0.00435,0.656153,0.000582,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"79","m.10763",330,0,0,1,1,0.265,0.2439,1,0.692671,0.53097,NA,NA
"80","m.10765",227,2,2,2,3,0.597,0.8469,0.462037,0.158857,0.664788,NA,NA
"81","m.10767",590,0,1,0,0,0.281,0.252,1,0.688428,0.535771,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"82","m.10779",234,0,0,0,1,0.312,0.2777,1,0.674189,0.550337,"O13066","Ran GTPase-activating protein 1 OS=Xenopus laevis GN=rangap1 PE=2 SV=1                   "
"83","m.10807",572,29,28,19,29,0.175,0.897,0.37572,0.126273,0.660873,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"84","m.10812",189,6,5,2,5,-0.145,-0.29,0.496173,0.77328,0.121627,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"85","m.10817",422,1,2,1,1,-0.135,-0.1359,0.78107,0.786353,0.228145,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"86","m.10818",372,2,4,1,2,-0.458,-0.6148,0.097532,0.711061,0.017879,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"87","m.10831",206,4,4,2,3,-0.174,-0.2966,0.484263,0.772272,0.117933,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"88","m.10852",208,1,1,1,1,0.262,0.2302,0.99999,0.699591,0.52262,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"89","m.10862",241,0,1,0,1,0.271,0.2466,1,0.691269,0.532582,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"90","m.10883",471,10,13,8,10,0.095,0.295,1,0.663918,0.55958,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"91","m.1089",117,6,7,6,5,0.174,0.4237,1,0.56859,0.615039,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"92","m.10893",298,21,22,10,19,-0.058,-0.2447,0.580304,0.779382,0.148999,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"93","m.10905",398,5,5,2,7,0.233,0.5004,0.999598,0.495538,0.638292,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"94","m.10914",217,5,7,2,6,-0.091,-0.1936,0.67707,0.784194,0.183973,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"95","m.10920",962,0,1,0,1,0.273,0.2456,1,0.69179,0.531986,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"96","m.10928",723,15,5,6,7,-0.1,-0.275,0.523621,0.775465,0.130302,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"97","m.10938",346,4,5,1,4,-0.284,-0.4798,0.213746,0.737734,0.043877,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"98","m.10944",532,1,3,0,1,-0.54,-0.5719,0.127306,0.719275,0.024163,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"99","m.10974",566,8,12,2,6,-0.605,-1.4315,2.6e-05,0.626538,3e-06,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"100","m.10998",251,1,1,0,1,0.353,0.312,1,0.653265,0.568228,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"101","m.110",1165,44,56,32,43,0.06,0.4005,1,0.58833,0.606665,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"102","m.1100",513,2,3,1,1,-0.718,-0.7757,0.031323,0.683854,0.005048,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"103","m.1103",1107,1,3,0,2,-0.031,-0.0387,0.917371,0.780696,0.310414,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"104","m.11035",299,0,1,0,1,0.336,0.3013,1,0.660035,0.562835,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"105","m.11045",121,2,1,0,1,-0.177,-0.1736,0.714225,0.785367,0.198764,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"106","m.11100",1144,6,7,1,5,-0.475,-0.9315,0.0085,0.663598,0.001203,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"107","m.11107",150,8,10,8,9,0.271,0.7977,0.55695,0.195974,0.667501,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"108","m.11115",300,3,4,1,2,-0.583,-0.8062,0.024663,0.679421,0.003876,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"109","m.11137",540,1,1,0,0,0.321,0.2849,1,0.669983,0.554239,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"110","m.11149",227,9,11,4,6,-0.368,-0.9531,0.006973,0.661231,0.00097,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"111","m.11152",593,1,1,0,1,0.245,0.2284,1,0.700477,0.521502,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"112","m.11167",387,1,0,0,0,0.289,0.2664,1,0.680597,0.544057,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"113","m.11180",213,0,1,0,0,0.272,0.2482,1,0.690433,0.533531,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"114","m.11210",170,1,2,1,0,-0.202,-0.2038,0.657859,0.783434,0.17666,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"115","m.1126",148,3,3,2,6,0.638,1.1404,0.111024,0.032377,0.637285,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"116","m.11265",213,3,3,3,3,0.331,0.5594,0.964817,0.433175,0.651729,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"117","m.11277",156,0,1,0,0,0.268,0.2428,1,0.693239,0.53031,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"118","m.11289",232,1,3,1,1,-0.541,-0.5752,0.124794,0.718632,0.023622,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"119","m.11298",283,2,2,1,2,-0.012,-0.0149,0.940268,0.777414,0.331275,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"120","m.113",378,57,60,24,35,-0.35,-2.1871,0,0.608143,0,NA,NA
"121","m.11307",740,0,1,0,1,0.255,0.2304,0.999986,0.699493,0.522744,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"122","m.11313",319,0,1,0,1,0.262,0.24,1,0.694674,0.528623,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"123","m.11319",252,1,1,0,1,0.247,0.2193,1,0.704872,0.51577,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"124","m.1133",280,4,4,0,2,-0.722,-1.0069,0.004174,0.655744,0.000557,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"125","m.11340",155,2,3,3,4,0.691,1.1404,0.111024,0.032377,0.637285,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"126","m.1135",538,15,16,6,10,-0.337,-1.0795,0.001993,0.649163,0.000253,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"127","m.11354",351,4,7,4,4,0.005,0.0106,0.959971,0.77306,0.35361,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"128","m.11369",202,4,5,2,5,0.053,0.1029,0.995901,0.750149,0.431568,NA,NA
"129","m.11382",877,1,2,0,2,0.296,0.3405,1,0.63412,0.581786,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"130","m.1141",910,1,1,1,4,1.338,1.4968,0.008567,0.001913,0.614658,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"131","m.11430",456,7,4,0,4,-0.502,-0.8943,0.011832,0.667912,0.001727,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"132","m.1145",390,0,1,1,0,0.259,0.2357,1,0.696852,0.526007,NA,NA
"133","m.11458",213,4,4,4,4,0.334,0.6487,0.851203,0.336816,0.664452,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"134","m.11472",334,2,3,1,4,0.325,0.4971,1,0.498911,0.637421,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"135","m.11482",410,1,0,0,1,0.258,0.2357,1,0.696852,0.526007,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"136","m.1149",736,1,1,0,2,0.707,0.711,0.735004,0.273369,0.668194,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"137","m.115",216,10,11,5,9,-0.074,-0.2122,0.641957,0.782729,0.170759,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"138","m.1152",2284,1,0,0,2,0.767,0.7741,0.605021,0.215577,0.668273,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"139","m.11543",385,12,10,11,11,0.337,1.1216,0.123764,0.036529,0.639007,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"140","m.11553",214,9,7,6,10,0.332,0.9404,0.310448,0.102145,0.656883,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"141","m.11555",111,2,3,2,1,-0.263,-0.3402,0.408711,0.765007,0.095406,NA,NA
"142","m.1157",147,2,3,1,3,0.072,0.1016,0.995695,0.750549,0.430524,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"143","m.1159",503,0,1,0,0,0.321,0.2938,1,0.664648,0.558953,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"144","m.11603",537,3,2,0,1,-0.742,-0.7923,0.027528,0.681412,0.004376,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"145","m.1163",121,2,3,6,6,1.277,2.291,1e-06,0,0.602837,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"146","m.11636",357,3,3,0,1,-0.921,-1.0574,0.00251,0.651075,0.000323,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"147","m.11687",197,0,0,1,1,0.304,0.2706,1,0.678243,0.546414,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"148","m.11700",147,1,3,0,0,-0.509,-0.5231,0.169071,0.728961,0.033427,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"149","m.11721",335,1,2,1,0,-0.203,-0.1967,0.671245,0.783974,0.181733,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
