"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"21","m.10183",616,1,0,0,1,0.211,0.1959,0.999998,0.717668,0.480822,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"22","m.10194",572,19,16,16,17,0.23,0.9428,0.218202,0.045591,0.613454,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"23","m.10199",219,7,9,5,7,-0.006,-0.0148,0.959827,0.795609,0.32178,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"24","m.10205",893,0,1,0,0,0.201,0.179,0.999991,0.726775,0.470269,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"25","m.10239",279,1,2,0,0,-0.284,-0.2872,0.52514,0.794051,0.115137,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"26","m.10254",141,2,2,0,0,-0.531,-0.5669,0.115288,0.722851,0.020853,NA,NA
"27","m.10260",232,0,1,0,0,0.26,0.2283,1,0.69854,0.499793,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"28","m.10264",203,0,1,0,0,0.262,0.2362,1,0.693527,0.504167,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"29","m.1027",157,1,2,2,1,0.272,0.316,1,0.634522,0.542967,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"30","m.10304",278,4,4,4,4,0.278,0.5408,0.967091,0.386332,0.607357,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"31","m.10324",680,4,4,3,1,-0.485,-0.7527,0.027286,0.676086,0.004638,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"32","m.10327",1122,2,2,1,1,-0.563,-0.5792,0.105819,0.719494,0.01905,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"33","m.10342",512,1,0,0,1,0.156,0.1428,0.999914,0.744426,0.446164,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"34","m.10346",250,2,3,1,2,-0.314,-0.4051,0.307563,0.767185,0.060765,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"35","m.1036",1192,1,1,0,1,0.227,0.1935,0.99999,0.718997,0.479351,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"36","m.10360",636,1,2,1,2,0.228,0.2645,1,0.674383,0.519036,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"37","m.10378",725,2,3,0,1,-0.796,-0.8345,0.013219,0.659044,0.002175,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"38","m.1038",113,5,4,4,4,0.148,0.2885,1,0.656637,0.530681,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"39","m.10387",484,6,6,7,5,0.284,0.6893,0.729086,0.211411,0.62117,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"40","m.104",1674,66,65,57,55,0.131,1.015,0.135024,0.026325,0.608733,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"41","m.1041",396,5,6,2,2,-0.809,-1.3234,4.9e-05,0.600246,6e-06,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"42","m.1042",331,3,4,2,3,-0.087,-0.1412,0.810575,0.808335,0.21578,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"43","m.1044",836,0,1,0,0,0.261,0.2305,1,0.697158,0.50102,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"44","m.10457",752,0,0,1,0,0.198,0.1826,0.999988,0.724883,0.472555,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"45","m.10463",220,0,1,0,1,0.183,0.164,1,0.734387,0.460526,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"46","m.10468",320,8,10,8,6,0.031,0.0847,0.996343,0.767932,0.403457,NA,NA
"47","m.10469",238,0,0,1,0,0.25,0.2265,1,0.699663,0.498782,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"48","m.10472",547,5,8,2,2,-0.964,-1.5905,1e-06,0.586309,0,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"49","m.10484",222,1,1,1,1,0.281,0.2522,1,0.682935,0.512726,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"50","m.10496",298,9,12,7,5,-0.284,-0.7562,0.026481,0.675307,0.004496,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"51","m.10499",214,2,4,0,0,-1.014,-1.1204,0.000673,0.617419,9.4e-05,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"52","m.10517",796,1,1,0,0,0.182,0.1627,1,0.735026,0.459666,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"53","m.1054",285,8,10,3,3,-0.879,-1.7777,0,0.580208,0,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"54","m.10558",176,1,3,1,2,-0.076,-0.0941,0.88123,0.806531,0.254314,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"55","m.10560",427,9,11,9,8,0.126,0.389,1,0.566255,0.570446,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"56","m.10567",295,1,1,0,0,0.192,0.1739,0.999992,0.729412,0.466996,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"57","m.10575",652,1,2,1,1,-0.254,-0.2564,0.588207,0.799234,0.133438,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"58","m.10586",414,0,2,0,0,-0.25,-0.2426,0.616586,0.801225,0.142185,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"59","m.1060",147,2,4,2,2,-0.16,-0.2377,0.626638,0.801879,0.14537,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"60","m.10603",487,0,1,1,0,0.229,0.2081,1,0.71073,0.48816,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"61","m.10605",698,4,6,1,1,-1.522,-1.7423,0,0.581187,0,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"62","m.10621",420,4,4,4,2,-0.03,-0.0534,0.928008,0.802167,0.288795,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"63","m.10669",322,0,1,0,0,0.251,0.2236,1,0.701456,0.497144,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"64","m.1069",424,3,4,4,3,0.28,0.5142,0.986656,0.42005,0.60266,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"65","m.10693",451,1,4,1,2,-0.321,-0.4114,0.297596,0.765537,0.05853,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"66","m.107",99,9,9,5,6,-0.225,-0.5764,0.107918,0.720256,0.019449,NA,NA
"67","m.10713",218,10,11,9,8,0.066,0.1981,0.999999,0.71644,0.482163,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"68","m.10714",429,8,10,5,3,-0.544,-1.2382,0.000156,0.606561,2e-05,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"69","m.10723",443,3,2,1,1,-0.806,-0.8678,0.009695,0.652806,0.001571,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"70","m.10726",1630,3,3,6,7,1.078,2.1551,0,0,0.575149,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"71","m.1073",371,4,5,3,2,-0.364,-0.6328,0.071616,0.705204,0.012656,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"72","m.1074",292,1,1,0,1,0.19,0.1727,1,0.730025,0.46622,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"73","m.10744",282,6,9,4,4,-0.363,-0.8008,0.017931,0.665769,0.002993,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"74","m.10763",330,0,0,1,0,0.242,0.2161,1,0.706008,0.492844,NA,NA
"75","m.10765",227,2,2,2,2,0.289,0.3825,1,0.572898,0.568284,NA,NA
"76","m.10767",590,0,1,1,0,0.252,0.2197,1,0.703839,0.494919,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"77","m.10807",572,29,28,28,27,0.255,1.3563,0.006663,0.000995,0.589763,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"78","m.10812",189,6,5,2,3,-0.548,-0.9608,0.003887,0.637467,0.000599,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"79","m.10817",422,1,2,0,1,-0.253,-0.2635,0.573606,0.798127,0.129069,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"80","m.10818",372,2,4,1,2,-0.502,-0.6583,0.058928,0.698645,0.01033,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"81","m.10831",206,4,4,2,2,-0.447,-0.7184,0.0364,0.683944,0.00626,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"82","m.10852",208,1,1,2,0,0.695,0.6942,0.718219,0.206447,0.621312,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"83","m.10862",241,0,1,0,1,0.279,0.2588,1,0.678391,0.516141,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"84","m.10883",471,10,13,7,6,-0.299,-0.8392,0.01266,0.658139,0.002079,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"85","m.10886",397,0,0,0,1,0.232,0.2037,1,0.713268,0.485541,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"86","m.1089",117,6,7,6,6,0.194,0.4624,1,0.484177,0.591375,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"87","m.10893",298,21,22,21,19,0.218,0.9748,0.177629,0.035962,0.611382,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"88","m.10905",398,5,5,5,4,0.176,0.3662,1,0.589075,0.562628,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"89","m.10914",217,5,7,4,4,-0.133,-0.292,0.515418,0.793159,0.112438,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"90","m.10920",962,0,1,0,0,0.185,0.164,1,0.734387,0.460526,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"91","m.10928",723,15,5,4,7,-0.327,-0.8639,0.010058,0.653516,0.001632,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"92","m.10938",346,4,5,2,3,-0.365,-0.6265,0.075083,0.70685,0.013296,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"93","m.10944",532,1,3,0,0,-0.522,-0.5475,0.13157,0.728186,0.023986,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"94","m.10974",566,8,12,4,3,-0.816,-1.7931,0,0.579806,0,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"95","m.10998",251,1,1,0,1,0.225,0.2078,1,0.710904,0.487983,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"96","m.110",1165,44,56,35,35,-0.072,-0.4629,0.223673,0.751644,0.042543,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"97","m.1100",513,2,3,3,2,0.27,0.4171,1,0.536316,0.579192,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"98","m.1103",1107,1,3,1,1,-0.569,-0.6066,0.086968,0.712113,0.015504,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"99","m.11035",299,0,1,4,3,1.667,1.9001,6e-06,0,0.577373,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"100","m.11045",121,2,1,1,1,-0.206,-0.2052,0.692364,0.805469,0.167519,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"101","m.11093",943,0,0,1,0,0.194,0.1791,0.999993,0.726723,0.470333,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"102","m.11100",1144,6,7,6,4,0.022,0.0499,0.989494,0.779376,0.375841,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"103","m.11107",150,8,10,5,6,-0.222,-0.5675,0.114811,0.722686,0.020762,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"104","m.11115",300,3,4,1,2,-0.647,-0.8868,0.008091,0.649427,0.001298,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"105","m.11137",540,1,1,0,0,0.227,0.2058,1,0.712062,0.486795,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"106","m.11149",227,9,11,7,9,0.052,0.1566,1,0.737985,0.455591,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"107","m.11152",593,1,1,0,0,0.212,0.1898,0.999997,0.721022,0.477065,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"108","m.11167",387,1,0,1,0,0.221,0.1974,0.999983,0.716832,0.481737,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"109","m.11180",213,0,1,1,1,0.152,0.1365,0.999791,0.747253,0.441764,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"110","m.11210",170,1,2,0,1,-0.262,-0.2682,0.563951,0.797364,0.126226,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"111","m.1126",148,3,3,4,4,0.566,1.0037,0.146106,0.028783,0.609479,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"112","m.11265",213,3,3,2,2,-0.184,-0.2689,0.562515,0.797249,0.125806,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"113","m.11277",156,0,1,0,0,0.251,0.2237,1,0.701395,0.4972,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"114","m.11289",232,1,3,1,1,-0.585,-0.6073,0.086525,0.711926,0.015421,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"115","m.11298",283,2,2,1,2,-0.063,-0.0772,0.902329,0.805037,0.268546,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"116","m.113",378,57,60,41,45,-0.02,-0.146,0.802481,0.808328,0.211975,NA,NA
"117","m.11307",740,0,1,1,1,0.232,0.2096,1,0.709855,0.489046,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"118","m.11313",319,0,1,0,0,0.233,0.2018,0.999996,0.714352,0.4844,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"119","m.11319",252,1,1,0,0,0.21,0.1903,0.999998,0.72075,0.477375,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"120","m.1133",280,4,4,0,0,-1.302,-1.4454,8e-06,0.592936,1e-06,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"121","m.11340",155,2,3,4,3,0.615,0.9984,0.15154,0.03,0.609829,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"122","m.1135",538,15,16,10,9,-0.205,-0.7087,0.039424,0.686238,0.006801,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"123","m.11354",351,4,7,2,4,-0.353,-0.6842,0.048059,0.692171,0.008356,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"124","m.11369",202,4,5,3,3,-0.16,-0.3011,0.497109,0.791408,0.107438,NA,NA
"125","m.11382",877,1,2,0,0,-0.29,-0.2877,0.524125,0.793959,0.114854,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"126","m.1141",910,1,1,0,0,0.26,0.2338,1,0.695065,0.502848,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"127","m.11430",456,7,4,1,1,-1.641,-1.947,0,0.576485,0,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"128","m.1145",390,0,1,0,1,0.232,0.2089,1,0.710264,0.488633,NA,NA
"129","m.11458",213,4,4,3,5,0.29,0.5586,0.950105,0.363793,0.610094,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"130","m.11472",334,2,3,2,2,0.029,0.0414,0.987006,0.781882,0.368908,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"131","m.11482",410,1,0,0,1,0.205,0.186,0.999999,0.723073,0.474695,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"132","m.1149",736,1,1,1,1,0.19,0.1661,1,0.733347,0.461912,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"133","m.115",216,10,11,6,8,-0.125,-0.3555,0.392596,0.779562,0.080663,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"134","m.1152",2284,1,0,0,0,0.243,0.2221,1,0.702376,0.496291,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"135","m.11543",385,12,10,9,10,0.138,0.4369,1,0.51408,0.584796,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"136","m.11553",214,9,7,7,5,-0.007,-0.018,0.957632,0.796241,0.319052,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"137","m.11555",111,2,3,1,0,-0.769,-0.8426,0.012269,0.657489,0.002011,NA,NA
"138","m.1157",147,2,3,2,2,0.024,0.0338,0.984456,0.784026,0.362656,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"139","m.1159",503,0,1,0,0,0.25,0.228,1,0.698728,0.499624,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"140","m.11603",537,3,2,2,1,-0.335,-0.4175,0.288133,0.763928,0.056426,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"141","m.1163",121,2,3,2,2,0.03,0.0424,0.987314,0.781593,0.369727,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"142","m.11636",357,3,3,0,1,-1.019,-1.1609,0.000414,0.613368,5.7e-05,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"143","m.11700",147,1,3,2,1,-0.051,-0.0592,0.922186,0.802949,0.283845,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"144","m.11721",335,1,2,0,1,-0.246,-0.2383,0.625408,0.801801,0.144978,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"145","m.11724",829,7,7,2,2,-1.049,-1.7924,0,0.579824,0,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"146","m.11725",118,1,1,1,1,0.231,0.2016,1,0.714465,0.48428,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
"147","m.11740",629,2,1,1,0,-0.283,-0.2882,0.523109,0.793867,0.114571,"Q14192","Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3               "
"148","m.11744",384,2,2,1,0,-0.546,-0.5811,0.104413,0.718978,0.018784,"3279690","Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1                     "
