"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"34","m.10324",680,4,4,3,4,2,0,-3.637,-0.7301,0.997914,0.95761,0.843181,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,2,2,2,1,-5.422,-1.0829,0.997804,0.970659,0.791694,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,1,1,0,0,-6.995,-1.0606,0.998641,0.970097,0.795929,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,1,3,0,1,1.498,0.256,0.960558,0.77207,0.890735,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,2,2,2,1,-2.074,-0.4308,1,0.935465,0.867781,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,2,2,1,1,-3.485,-0.5333,1,0.944816,0.860775,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,3,3,2,0,-6.475,-1.3186,0.977484,0.973805,0.737893,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,5,5,5,3,-3.487,-0.8595,0.99893,0.963412,0.827865,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,7,6,7,3,-2.557,-0.9901,0.999953,0.968065,0.808378,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,62,64,64,24,-2.191,-3.0862,0.204119,0.92065,0.054881,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,5,3,3,1,-7.8,-1.3213,0.977181,0.973812,0.737177,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,4,4,4,2,2.821,0.3622,0.92575,0.727401,0.891465,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,0,0,0,0,0.809,0.1841,0.979704,0.799984,0.889849,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,1,1,0,2.438,0.6191,0.824009,0.605257,0.891203,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,1,1,0,1,-2.838,-0.606,0.999741,0.950273,0.854952,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,8,9,11,3,-9.216,-1.9671,0.914457,0.969149,0.476374,NA,NA
"50","m.10469",238,0,0,0,1,1,0,-4.538,-1.3258,0.976671,0.973821,0.735978,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,8,5,4,6,-4.952,-0.8773,0.999177,0.96411,0.825466,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,1,0,1,0,-5.58,-1.1075,0.996631,0.97123,0.786855,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,9,7,10,3,-5.72,-1.405,0.967975,0.973745,0.713737,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,2,2,2,0,-0.963,-0.274,1,0.916248,0.876217,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,0,1,1,0,-6.283,-1.1952,0.990333,0.972812,0.768155,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,10,7,7,5,-4.128,-1.5316,0.957184,0.972942,0.673207,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,1,3,3,0,-4.827,-0.6722,0.998399,0.954464,0.848981,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,7,10,7,7,-5.236,-1.4988,0.959432,0.973201,0.684353,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,0,0,-8.336,-1.5251,0.957595,0.972995,0.675454,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,1,2,1,-3.541,-1.0308,0.999428,0.969284,0.801363,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,1,1,1,0,-11.316,-2.9277,0.270821,0.92682,0.085211,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,0,1,0,-3.004,-0.6793,0.998305,0.954874,0.8483,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,3,4,2,1,-5.93,-1.239,0.986134,0.973327,0.757955,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,1,0,0,-7.111,-1.0811,0.997873,0.970615,0.792041,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,2,3,3,2,-0.343,-0.0734,0.999996,0.879066,0.883867,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,2,3,4,3,0.894,0.2113,0.972914,0.789663,0.890225,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10669",322,0,1,0,0,0,0,-6.413,-1.1829,0.991391,0.972634,0.770916,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"68","m.1069",424,3,4,3,5,5,3,-3.368,-0.9551,0.999973,0.966925,0.814042,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"69","m.10693",451,1,4,2,1,1,1,-9.407,-1.7192,0.951671,0.971371,0.599413,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"70","m.107",99,9,9,8,8,7,2,-2.125,-0.4558,1,0.937946,0.866192,NA,NA
"71","m.10713",218,10,11,8,6,7,6,1.028,0.3872,0.916577,0.716351,0.891549,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"72","m.10714",429,8,10,7,8,9,3,-1.764,-0.328,1,0.923653,0.87359,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"73","m.10723",443,3,2,2,3,3,0,-8.021,-1.2813,0.981645,0.973652,0.747544,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"74","m.10726",1630,3,3,4,4,4,1,-1.703,-0.5596,1,0.946892,0.858756,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"75","m.1073",371,4,5,4,3,3,1,-4.185,-0.7391,0.9979,0.958063,0.842226,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"76","m.1074",292,1,1,0,1,1,0,-3.532,-0.6132,0.999563,0.950764,0.854334,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"77","m.10744",282,6,9,4,7,5,2,-3.442,-0.6843,0.998249,0.955158,0.847816,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"78","m.10763",330,0,0,1,1,0,0,-3.887,-0.9983,0.999894,0.96832,0.807002,NA,NA
"79","m.10765",227,2,2,2,2,2,2,-8.381,-1.3919,0.969358,0.973786,0.71757,NA,NA
"80","m.10767",590,0,1,1,1,1,1,-11.755,-2.8777,0.294862,0.929012,0.096786,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"81","m.10807",572,29,28,32,31,32,15,-5.193,-2.4439,0.560677,0.95134,0.24051,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"82","m.10812",189,6,5,3,3,4,4,-4.285,-1.2383,0.986202,0.97332,0.758122,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"83","m.10817",422,1,2,1,1,1,1,-10.462,-2.2594,0.706556,0.960644,0.323963,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"84","m.10818",372,2,4,2,5,1,0,-13.471,-2.2813,0.688048,0.959647,0.313413,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"85","m.10831",206,4,4,4,4,4,3,-3.045,-0.9401,0.999892,0.966412,0.816368,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"86","m.10852",208,1,1,1,3,2,1,-4.116,-1.0789,0.99797,0.970561,0.792464,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"87","m.10862",241,0,1,0,1,1,0,-3.336,-0.8798,0.999221,0.964207,0.825123,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"88","m.10883",471,10,13,9,11,8,4,0.914,0.2563,0.960469,0.77195,0.890738,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"89","m.10886",397,0,0,1,0,0,0,-4.795,-0.8063,0.99824,0.961194,0.834594,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"90","m.1089",117,6,7,6,6,8,4,1.22,0.4092,0.908232,0.706471,0.891599,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"91","m.10893",298,21,22,14,17,20,13,-5.786,-4.0877,0.007976,0.897194,0.001186,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"92","m.10905",398,5,5,6,3,5,3,-11.278,-4.7615,2e-04,0.891593,3e-05,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"93","m.10914",217,5,7,5,6,5,4,-5.583,-1.3617,0.972647,0.973841,0.726168,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"94","m.10919",208,0,0,0,0,1,1,-2.287,-0.539,1,0.945276,0.860345,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"95","m.10920",962,0,1,0,0,1,0,-1.637,-0.2282,1,0.909206,0.87824,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"96","m.10928",723,15,5,10,8,7,4,4.73,1.0427,0.681188,0.351078,0.889046,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"97","m.10938",346,4,5,5,5,5,2,-8.358,-2.7365,0.371455,0.935756,0.135014,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"98","m.10944",532,1,3,1,1,1,1,-3.452,-0.8873,0.999324,0.964493,0.824084,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"99","m.10974",566,8,12,8,9,8,1,2.721,0.532,0.858873,0.64881,0.891522,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"100","m.10998",251,1,1,0,0,1,0,-4.374,-1.0344,0.999345,0.969386,0.80072,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"101","m.110",1165,44,56,37,45,41,31,-6.006,-3.8976,0.01396,0.900032,0.002811,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"102","m.1100",513,2,3,2,1,2,1,-9.079,-2.3837,0.60546,0.95455,0.266366,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"103","m.1103",1107,1,3,1,1,1,0,-5.189,-1.1912,0.990678,0.972756,0.769058,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"104","m.11035",299,0,1,0,2,3,1,-4.895,-0.935,0.999863,0.966235,0.817145,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"105","m.11045",121,2,1,3,2,3,1,-5.799,-1.1931,0.990518,0.972783,0.76863,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"106","m.11093",943,0,0,1,0,0,0,-1.17,-0.4151,1,0.933834,0.868742,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"107","m.11100",1144,6,7,8,8,6,4,-0.446,-0.1144,0.999999,0.888123,0.882543,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"108","m.11107",150,8,10,10,11,10,0,-8.513,-1.9092,0.933204,0.969848,0.507004,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"109","m.11115",300,3,4,3,3,2,3,-2.075,-0.3357,1,0.924636,0.873193,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"110","m.11137",540,1,1,0,0,0,0,-7.573,-1.366,0.972173,0.973837,0.724964,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"111","m.11149",227,9,11,9,7,9,4,-8.731,-1.7018,0.951912,0.971506,0.607021,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"112","m.11152",593,1,1,0,1,1,0,-2.202,-0.3688,1,0.928673,0.871418,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"113","m.11167",387,1,0,0,1,1,1,-11.202,-2.021,0.888825,0.968267,0.447473,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"114","m.11180",213,0,1,0,0,1,0,-7.593,-1.2755,0.982276,0.973617,0.749004,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"115","m.11210",170,1,2,2,2,2,0,2.271,0.5422,0.85471,0.64383,0.891493,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"116","m.1126",148,3,3,5,3,5,3,2.535,0.4473,0.893305,0.689032,0.891635,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"117","m.11265",213,3,3,2,3,2,1,-11.599,-2.7452,0.366399,0.935319,0.132418,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"118","m.11277",156,0,1,1,1,1,0,-0.318,-0.078,0.999997,0.880125,0.883724,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"119","m.11289",232,1,3,1,2,0,1,-4.706,-0.8472,0.998757,0.962917,0.829478,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"120","m.11298",283,2,2,2,2,1,0,-3.254,-0.7289,0.997912,0.957549,0.843307,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"121","m.113",378,57,60,49,45,42,28,-8.7,-5.6029,2e-06,0.887396,0,NA,NA
"122","m.11307",740,0,1,0,1,1,0,-3.065,-1.0462,0.999067,0.969713,0.798587,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"123","m.11313",319,0,1,0,0,0,0,-4.489,-0.6199,0.999401,0.951214,0.853752,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"124","m.11319",252,1,1,1,1,1,0,-5.081,-0.7759,0.997992,0.959829,0.838159,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"125","m.1133",280,4,4,2,1,0,1,-6.165,-1.579,0.954719,0.972539,0.656228,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"126","m.11340",155,2,3,2,2,2,1,-2.498,-0.56,1,0.946922,0.858724,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"127","m.1135",538,15,16,9,7,9,4,-5.917,-1.7164,0.951714,0.971392,0.600648,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"128","m.11354",351,4,7,5,3,3,2,-6.428,-1.1658,0.992787,0.972363,0.774678,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"129","m.11369",202,4,5,2,2,3,2,-10.172,-1.7247,0.951586,0.971329,0.596975,NA,NA
"130","m.11382",877,1,2,1,1,1,0,-6.092,-1.1046,0.996775,0.971165,0.787435,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"131","m.1141",910,1,1,1,3,2,0,0.579,0.1416,0.98911,0.815495,0.889159,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"132","m.11430",456,7,4,1,1,1,1,-3.594,-1.2409,0.985944,0.973345,0.757499,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"133","m.1145",390,0,1,1,0,0,0,-5.304,-1.091,0.997448,0.970853,0.79012,NA,NA
"134","m.11458",213,4,4,3,2,3,3,-0.668,-0.1949,1,0.903599,0.879602,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"135","m.11472",334,2,3,3,2,3,0,-4.604,-1.1653,0.992828,0.972355,0.774787,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"136","m.11482",410,1,0,0,0,0,0,1.549,0.2421,0.964555,0.777623,0.89059,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"137","m.1149",736,1,1,2,1,1,1,-5.567,-1.0188,0.999639,0.968937,0.80348,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"138","m.115",216,10,11,8,9,9,3,-2.425,-0.932,0.999828,0.966129,0.817598,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"139","m.1152",2284,1,0,0,1,1,0,-4.651,-1.169,0.992536,0.972416,0.773981,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"140","m.11543",385,12,10,7,7,9,6,-0.964,-0.2159,1,0.907185,0.878753,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
