"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"16","m.10132",182,1,2,2,3,1,1,-5.863,-1.4793,1,0.909421,0.730182,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,4,4,2,3,4,2,-1.596,-0.2167,0.845329,0.611526,0.868305,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,2,1,2,2,3,1,-12.087,-3.4214,0.087087,0.866341,0.017325,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,0,0,0,0,-2.89,-0.5979,0.957591,0.765031,0.860549,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,2,1,1,1,2,1,0.308,0.0403,0.713284,0.493334,0.864012,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10164",157,0,0,0,0,1,0,-5.447,-1.2044,0.999955,0.885297,0.797378,NA,NA
"22","m.10183",616,1,0,1,0,1,0,-4.7,-0.6289,0.958836,0.774431,0.859148,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,16,15,16,19,9,-3.479,-1.253,0.999759,0.890595,0.787765,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,9,5,5,7,6,-6.39,-1.5579,1,0.914173,0.704378,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.1020",1917,0,0,0,0,1,0,-4.753,-0.7363,0.965003,0.803179,0.853355,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,1,0,0,0,1,-4.228,-1.3024,0.999966,0.895469,0.777086,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,0,1,2,0,-4.482,-0.7774,0.968847,0.812861,0.850665,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,2,2,0,0,0,0,-2.263,-0.5488,0.955059,0.749008,0.862555,NA,NA
"29","m.10260",232,0,1,0,0,0,0,-9.791,-3.014,0.214933,0.881084,0.070188,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,1,0,0,0,1,-6.644,-1.658,1,0.919208,0.666496,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,3,3,2,1,-2.842,-0.6577,0.96006,0.782694,0.857746,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,1,0,1,0,-9.756,-1.3295,1,0.897945,0.770809,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,4,3,3,3,5,-4.701,-1.4264,1,0.905763,0.745742,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,2,4,2,0,-0.973,-0.2309,0.853338,0.617941,0.868371,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,0,3,2,1,-0.92,-0.2383,0.857471,0.62128,0.868394,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,0,0,0,0,-10.236,-1.9508,0.942014,0.927247,0.525093,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,1,2,0,1,-11.055,-1.6442,1,0.918574,0.672068,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,1,1,2,1,-2.006,-0.3922,0.927741,0.688952,0.867129,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,1,0,1,1,-11.54,-2.6478,0.43896,0.902146,0.173813,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,1,1,2,0,-7.832,-1.3722,1,0.901581,0.760284,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,2,4,5,3,-0.848,-0.1443,0.804178,0.578706,0.867599,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,3,5,7,3,-3.842,-0.5724,0.956426,0.756885,0.861623,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,52,66,64,24,-2.193,-2.8122,0.321911,0.892169,0.119388,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,2,4,3,1,4.51,0.7906,0.302806,0.160257,0.847667,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,2,2,4,2,-9.701,-2.6978,0.400755,0.89909,0.155804,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,0,0,0,0,-8.467,-2.0295,0.907098,0.927198,0.482126,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,0,0,1,0,-12.073,-2.6384,0.446367,0.902718,0.177343,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,0,0,0,1,-4.251,-0.9984,0.994194,0.85627,0.829591,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,4,9,11,3,-7.801,-2.3941,0.652987,0.916478,0.284638,NA,NA
"50","m.10469",238,0,0,1,1,1,0,-6.387,-1.4982,1,0.910635,0.724279,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,3,4,4,6,-1.559,-0.4606,0.944756,0.716725,0.865497,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,0,0,1,0,-5.506,-1.0527,0.997773,0.865,0.822361,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,7,11,10,3,2.524,0.4801,0.463622,0.280376,0.853745,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,2,0,2,0,-2.588,-0.4564,0.943969,0.715082,0.865614,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,0,0,1,0,-7.935,-1.4366,1,0.906499,0.74285,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,3,6,7,5,-5.443,-2.4676,0.589486,0.912672,0.249342,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,1,2,3,0,-5.84,-1.2448,0.999776,0.889738,0.789447,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,6,9,7,7,-4.329,-2.3772,0.667427,0.917293,0.29308,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,0,0,-4.959,-1.1033,0.999528,0.872438,0.814827,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,1,2,2,1,-0.389,-0.0995,0.779712,0.558306,0.866904,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,0,0,1,0,-6.232,-1.5068,1,0.911171,0.72153,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,0,1,0,-9.392,-1.5625,1,0.914428,0.702764,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,2,4,2,1,-4.676,-0.6965,0.962128,0.793159,0.85569,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,0,0,0,-4.936,-0.8138,0.972911,0.820945,0.848012,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,1,2,3,2,-5.224,-1.0815,0.998946,0.869317,0.818168,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,3,3,4,3,-7.088,-2.1584,0.834519,0.925238,0.410309,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10669",322,0,1,0,0,0,0,-4.076,-1.2039,0.999959,0.88524,0.797473,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"68","m.1069",424,3,4,1,1,5,3,-2.461,-0.5671,0.956149,0.755145,0.861838,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"69","m.10693",451,1,4,0,1,1,1,-6.659,-1.8916,0.963897,0.92666,0.556446,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"70","m.107",99,9,9,5,7,7,2,-4.9,-0.8823,0.981459,0.835089,0.842214,NA,NA
"71","m.10713",218,10,11,7,9,7,6,-4.39,-1.7459,0.999928,0.922837,0.628304,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"72","m.10714",429,8,10,3,5,9,3,-2.471,-0.8063,0.972031,0.819314,0.848581,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"73","m.10723",443,3,2,0,1,3,0,-1.758,-0.3311,0.904504,0.66267,0.868042,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"74","m.10726",1630,3,3,4,5,4,1,-5.469,-1.2451,0.999774,0.88977,0.789386,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"75","m.1073",371,4,5,2,3,3,1,-6.153,-1.2252,0.999853,0.88763,0.793367,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"76","m.1074",292,1,1,1,0,1,0,-7.957,-1.081,0.998929,0.869244,0.818243,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"77","m.10744",282,6,9,2,3,5,2,-4.27,-1.0504,0.997655,0.864646,0.822685,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"78","m.10765",227,2,2,3,1,2,2,-5.442,-1.0929,0.999281,0.870965,0.816439,NA,NA
"79","m.10767",590,0,1,1,1,1,1,-6.684,-1.7173,1,0.921729,0.641247,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"80","m.10807",572,29,28,17,32,32,15,7.399,1.9302,0.008562,0.00134,0.841683,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"81","m.10812",189,6,5,3,2,4,4,-0.606,-0.1358,0.79944,0.574843,0.86748,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"82","m.10817",422,1,2,0,0,1,1,-6.515,-1.3615,1,0.9007,0.762996,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"83","m.10818",372,2,4,1,1,1,0,-12.313,-2.3731,0.670917,0.917487,0.295145,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"84","m.10831",206,4,4,1,1,4,3,-8.24,-1.2335,0.999813,0.888533,0.791724,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"85","m.10852",208,1,1,1,2,2,1,-3.761,-0.7072,0.962822,0.79592,0.855086,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"86","m.10862",241,0,1,0,0,1,0,-10.61,-2.3324,0.705063,0.919332,0.315986,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"87","m.10883",471,10,13,2,7,8,4,-7.575,-0.9457,0.989081,0.847076,0.835786,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"88","m.10886",397,0,0,1,0,0,0,-7.699,-1.9421,0.945465,0.927195,0.529761,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"89","m.1089",117,6,7,5,6,8,4,-4.116,-1.1517,1,0.878921,0.806884,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"90","m.10893",298,21,22,20,15,20,13,-1.876,-0.7938,0.970615,0.816556,0.849503,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"91","m.10905",398,5,5,3,6,5,3,-2.74,-0.6617,0.960246,0.783807,0.857543,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"92","m.10914",217,5,7,4,4,5,4,2.108,0.398,0.519239,0.317525,0.855668,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"93","m.10919",208,0,0,0,0,1,1,-9.926,-1.3085,1,0.896038,0.775699,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"94","m.10920",962,0,1,0,0,1,0,-6.652,-2.0824,0.879754,0.926664,0.452732,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"95","m.10928",723,15,5,4,5,7,4,-5.88,-1.671,1,0.919788,0.661143,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"96","m.10938",346,4,5,2,5,5,2,-7.844,-1.3263,1,0.89766,0.771566,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"97","m.10944",532,1,3,0,1,1,1,-3.661,-0.7829,0.969427,0.81411,0.850282,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"98","m.10974",566,8,12,1,5,8,1,-5.697,-1.0144,0.995435,0.858922,0.827551,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"99","m.10998",251,1,1,0,0,1,0,-6.533,-1.3871,1,0.902777,0.756422,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"100","m.110",1165,44,56,27,33,41,31,-11.093,-3.6338,0.041474,0.861653,0.006972,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"101","m.1100",513,2,3,3,1,2,1,-5.805,-1.4319,1,0.906162,0.744189,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"102","m.1103",1107,1,3,1,2,1,0,-9.659,-2.0903,0.875389,0.926551,0.448324,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"103","m.11035",299,0,1,2,3,3,1,-9.954,-2.4398,0.613566,0.914157,0.262411,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"104","m.11045",121,2,1,1,2,3,1,-1.806,-0.3664,0.91884,0.677991,0.86758,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"105","m.11093",943,0,0,1,0,0,0,-7.446,-1.5786,1,0.915302,0.697019,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"106","m.11100",1144,6,7,5,5,6,4,0.335,0.0731,0.699295,0.477601,0.863259,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"107","m.11107",150,8,10,7,8,10,0,-6.085,-1.4958,1,0.910483,0.725039,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"108","m.11115",300,3,4,2,1,2,3,-7.085,-1.2231,0.999855,0.887399,0.793779,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"109","m.11137",540,1,1,0,0,0,0,-6.774,-1.4786,1,0.909375,0.730397,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"110","m.11149",227,9,11,5,9,9,4,-5.528,-1.8525,0.976214,0.925968,0.576552,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"111","m.11152",593,1,1,0,0,1,0,-6.013,-1.2657,0.99976,0.891895,0.78511,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"112","m.11167",387,1,0,0,1,1,1,-7.963,-1.5974,1,0.916286,0.690124,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"113","m.11180",213,0,1,0,1,1,0,-7.271,-2.1448,0.843146,0.925548,0.41789,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"114","m.11210",170,1,2,1,2,2,0,-5.144,-1.16,1,0.879971,0.805447,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"115","m.11237",275,0,0,1,0,0,0,-4.113,-0.8182,0.973431,0.821894,0.847672,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"116","m.1126",148,3,3,4,5,5,3,-4.574,-1.6564,1,0.919135,0.667148,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"117","m.11265",213,3,3,2,2,2,1,-12.336,-2.7335,0.374804,0.896909,0.143733,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"118","m.11277",156,0,1,0,0,1,0,-5.15,-0.814,0.972935,0.820988,0.847996,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"119","m.11289",232,1,3,1,1,0,1,-7.865,-1.5703,1,0.914855,0.699999,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"120","m.11298",283,2,2,0,1,1,0,-12.853,-3.1127,0.176505,0.876529,0.052279,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"121","m.113",378,57,60,40,46,42,28,-4.359,-2.2178,0.794096,0.923613,0.377417,NA,NA
"122","m.11307",740,0,1,1,1,1,0,-5.332,-1.5352,1,0.912879,0.712174,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"123","m.11313",319,0,1,0,0,0,0,-5.355,-1.2093,0.999932,0.885856,0.796447,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"124","m.11319",252,1,1,0,0,1,0,-4.427,-0.8076,0.972182,0.819598,0.848483,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"125","m.1133",280,4,4,0,0,0,1,-5.572,-1.3799,1,0.902204,0.758301,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"126","m.11340",155,2,3,2,3,2,1,-7.465,-1.5803,1,0.915392,0.696404,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"127","m.1135",538,15,16,9,10,9,4,-3.86,-0.9309,0.987414,0.844368,0.837384,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"128","m.11354",351,4,7,3,4,3,2,-6.611,-1.2359,0.999805,0.888791,0.791244,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"129","m.11369",202,4,5,1,3,3,2,-5.851,-1.0957,0.999348,0.871364,0.816009,NA,NA
"130","m.11382",877,1,2,0,1,1,0,-3.041,-0.4959,0.950149,0.730168,0.864426,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"131","m.1141",910,1,1,1,2,2,0,-6.816,-0.9264,0.986888,0.843534,0.837858,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"132","m.11430",456,7,4,2,0,1,1,-1.666,-0.3141,0.896785,0.655186,0.868199,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"133","m.1145",390,0,1,0,0,0,0,-6.43,-1.1,0.999455,0.871974,0.815343,NA,NA
"134","m.11458",213,4,4,3,2,3,3,1.775,0.3145,0.575531,0.357662,0.857637,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"135","m.11472",334,2,3,1,2,3,0,-7.318,-1.8773,0.968605,0.926435,0.56386,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"136","m.11482",410,1,0,0,0,0,0,-8.278,-1.0224,0.996001,0.860223,0.826503,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"137","m.1149",736,1,1,1,1,1,1,-13.849,-2.1642,0.830767,0.925098,0.40708,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"138","m.115",216,10,11,6,8,9,3,-2.225,-0.6588,0.960113,0.783001,0.85769,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"139","m.1152",2284,1,0,0,1,1,0,-4.238,-0.8329,0.975225,0.825022,0.846506,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
