"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"21","m.10183",616,1,0,0,1,1,0,-3.826,-0.9494,0.992786,0.938545,0.732942,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"22","m.10194",572,19,16,16,17,15,16,-5.851,-1.9863,0.664182,0.921988,0.356357,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"23","m.10199",219,7,9,5,7,5,5,-4.421,-1.2758,0.981404,0.955731,0.648448,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"24","m.10205",893,0,1,0,0,0,0,-6.326,-0.9964,0.996632,0.941835,0.723461,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"25","m.10239",279,1,2,0,0,0,1,-6.716,-1.023,0.998262,0.943628,0.717697,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"26","m.10254",141,2,2,0,0,0,0,-10.607,-1.7914,0.778928,0.939069,0.443639,NA,NA
"27","m.10260",232,0,1,0,0,0,0,-4.576,-0.8482,0.982567,0.931103,0.750469,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"28","m.10264",203,0,1,0,0,0,0,-0.642,-0.1179,0.995906,0.766558,0.810372,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"29","m.1027",157,1,2,2,1,3,3,-8.556,-1.7458,0.803658,0.942466,0.463907,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"30","m.10289",705,0,0,0,0,1,0,-6.773,-1.7088,0.82279,0.945009,0.480194,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"31","m.10304",278,4,4,4,4,3,3,-6.951,-1.8892,0.722442,0.930931,0.3998,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"32","m.10324",680,4,4,3,1,2,4,-9.272,-2.327,0.476233,0.889937,0.21189,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"33","m.10327",1122,2,2,1,1,0,3,-6.917,-1.1867,0.994974,0.952769,0.675779,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"34","m.10342",512,1,0,0,1,0,0,-6.748,-1.2786,0.980842,0.955795,0.647541,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"35","m.10346",250,2,3,1,2,1,2,-5.518,-1.0212,0.998169,0.943508,0.718096,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"36","m.1036",1192,1,1,0,1,1,1,-2.522,-0.4988,0.989049,0.893233,0.789068,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"37","m.10360",636,1,2,1,2,1,0,-4.244,-0.978,0.995255,0.940564,0.727279,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"38","m.10378",725,2,3,0,1,1,1,-6.987,-2.2068,0.538465,0.900762,0.260771,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"39","m.1038",113,5,4,4,4,2,4,-8.129,-1.4512,0.932415,0.956211,0.586484,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"40","m.10387",484,6,6,7,5,3,5,0.992,0.4248,0.740767,0.418769,0.816177,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"41","m.104",1674,66,65,57,55,52,66,-4.386,-2.7755,0.23551,0.858788,0.071974,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"42","m.1041",396,5,6,2,2,2,4,-4.458,-1.0682,0.999855,0.946519,0.707232,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"43","m.1042",331,3,4,2,3,2,2,-7.516,-1.9523,0.684614,0.925192,0.37152,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"44","m.1044",836,0,1,0,0,0,0,-7.114,-1.1857,0.995078,0.952726,0.676068,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"45","m.10457",752,0,0,1,0,0,0,-7.655,-1.1424,0.998494,0.950701,0.688211,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"46","m.10463",220,0,1,0,1,0,0,-6.619,-1.3286,0.969461,0.956641,0.63087,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"47","m.10468",320,8,10,8,6,4,9,-5.16,-1.0563,0.999598,0.945779,0.710069,NA,NA
"48","m.10469",238,0,0,1,0,1,1,-4.558,-0.7163,0.973201,0.920534,0.76822,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"49","m.10472",547,5,8,2,2,3,4,-9.053,-1.6699,0.841961,0.94746,0.497116,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"50","m.10484",222,1,1,1,1,0,0,-9.152,-2.422,0.428632,0.882141,0.175759,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"51","m.10496",298,9,12,7,5,7,11,-9.034,-1.755,0.798768,0.941804,0.459833,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"52","m.10499",214,2,4,0,0,2,0,-11.502,-1.3486,0.964246,0.956814,0.623959,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"53","m.10517",796,1,1,0,0,0,0,-4.373,-1.4045,0.947883,0.956791,0.603947,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"54","m.1054",285,8,10,3,3,3,6,-9.026,-2.7482,0.250978,0.860357,0.077933,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"55","m.10558",176,1,3,1,2,1,2,-7.202,-1.9233,0.702053,0.927868,0.384501,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"56","m.10560",427,9,11,9,8,6,9,-9.414,-2.7945,0.224937,0.857713,0.068034,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"57","m.10567",295,1,1,0,0,0,0,-5.946,-1.2088,0.992416,0.953661,0.669285,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"58","m.10575",652,1,2,1,1,1,2,-2.961,-0.6938,0.972816,0.918511,0.770781,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"59","m.10586",414,0,2,0,0,0,0,-4.174,-0.9534,0.993151,0.93883,0.73217,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"60","m.1060",147,2,4,2,2,2,4,-8.123,-2.8953,0.17307,0.852234,0.049835,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"61","m.10603",487,0,1,1,0,1,0,-6.888,-1.8954,0.718751,0.930382,0.397017,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"62","m.10605",698,4,6,1,1,1,2,-4.1,-0.6246,0.974644,0.911477,0.777985,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"63","m.10621",420,4,4,4,2,3,3,-8.925,-1.4837,0.920794,0.955518,0.573956,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"64","m.10669",322,0,1,0,0,0,0,-7.042,-1.4148,0.944605,0.956706,0.600152,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"65","m.1069",424,3,4,4,3,1,1,-5.718,-1.4436,0.935036,0.956339,0.58937,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"66","m.10693",451,1,4,1,2,0,1,-8.605,-2.8484,0.196182,0.854736,0.057752,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"67","m.107",99,9,9,5,6,5,7,-3.091,-0.9745,0.994974,0.94032,0.727989,NA,NA
"68","m.10713",218,10,11,9,8,7,9,-0.945,-0.3964,1,0.870264,0.796615,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"69","m.10714",429,8,10,5,3,3,5,-8.15,-1.6102,0.869512,0.950741,0.522584,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"70","m.10723",443,3,2,1,1,0,1,-3.116,-0.4908,0.990306,0.891735,0.789702,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"71","m.10726",1630,3,3,6,7,4,5,-6.187,-2.3965,0.441389,0.884162,0.185198,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"72","m.1073",371,4,5,3,2,2,3,-2.137,-0.4421,0.998193,0.881522,0.793406,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"73","m.1074",292,1,1,0,1,1,0,-0.221,-0.0495,0.977326,0.730864,0.812431,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"74","m.10744",282,6,9,4,4,2,3,-2.296,-0.5731,0.979021,0.905074,0.782794,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"75","m.10763",330,0,0,1,0,0,0,-2.946,-0.5702,0.979339,0.904675,0.783053,NA,NA
"76","m.10765",227,2,2,2,2,3,1,-1.584,-0.4696,0.993715,0.887525,0.791348,NA,NA
"77","m.10767",590,0,1,1,0,1,1,-8.071,-1.5027,0.913697,0.955006,0.566497,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"78","m.10807",572,29,28,28,27,17,32,1.307,0.9433,0.269105,0.133032,0.811999,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"79","m.10812",189,6,5,2,3,3,2,-10.355,-1.0224,0.99823,0.943588,0.71783,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"80","m.10817",422,1,2,0,1,0,0,-6.479,-1.0004,0.996905,0.942109,0.722613,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"81","m.10818",372,2,4,1,2,1,1,-6.661,-1.2774,0.981085,0.955768,0.64793,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"82","m.10831",206,4,4,2,2,1,1,-3.741,-1.1294,0.999131,0.950028,0.691708,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"83","m.10852",208,1,1,2,0,1,2,-9.138,-2.7408,0.255212,0.860787,0.07961,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"84","m.10862",241,0,1,0,1,0,0,-5.418,-1.0761,0.999962,0.947001,0.705315,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"85","m.10883",471,10,13,7,6,2,7,-6.681,-0.8938,0.987265,0.934506,0.74304,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"86","m.10886",397,0,0,0,1,1,0,-8.106,-2.0926,0.601658,0.911715,0.309553,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"87","m.1089",117,6,7,6,6,5,6,-3.919,-0.7232,0.973404,0.921135,0.767411,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"88","m.10893",298,21,22,21,19,20,15,-3.4,-1.6216,0.864423,0.950161,0.517773,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"89","m.10905",398,5,5,5,4,3,6,-4.488,-1.571,0.886415,0.952554,0.538913,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"90","m.10914",217,5,7,4,4,4,4,-6.463,-1.5753,0.884605,0.952369,0.537138,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"91","m.10920",962,0,1,0,0,0,0,-9.022,-1.9155,0.706733,0.928577,0.387998,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"92","m.10928",723,15,5,4,7,4,5,-4.941,-2.0976,0.598797,0.911229,0.30738,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"93","m.10938",346,4,5,2,3,2,5,-4.354,-0.9442,0.992302,0.938173,0.733937,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"94","m.10944",532,1,3,0,0,0,1,-10.443,-2.1856,0.549859,0.902761,0.26968,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"95","m.10974",566,8,12,4,3,1,5,-9.561,-1.8028,0.772562,0.938177,0.438547,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"96","m.10998",251,1,1,0,1,0,0,-6.728,-1.0907,1,0.94787,0.701705,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"97","m.110",1165,44,56,35,35,27,33,0.457,0.1411,0.905713,0.616162,0.815693,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"98","m.1100",513,2,3,3,2,3,1,-6.733,-1.7982,0.775139,0.938539,0.440603,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"99","m.1103",1107,1,3,1,1,1,2,-9.195,-2.1422,0.573657,0.906911,0.288138,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"100","m.11035",299,0,1,4,3,2,3,0.145,0.0332,0.949451,0.683695,0.814245,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"101","m.11045",121,2,1,1,1,1,2,-4.847,-1.1955,0.99402,0.953136,0.673216,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"102","m.11093",943,0,0,1,0,1,0,-5.946,-1.3677,0.95894,0.956889,0.617235,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"103","m.11100",1144,6,7,6,4,5,5,-8.073,-4.7829,2.1e-05,0.813519,2e-06,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"104","m.11107",150,8,10,5,6,7,8,-1.008,-0.2862,0.999999,0.8372,0.803145,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"105","m.11115",300,3,4,1,2,2,1,-8.543,-1.8671,0.735521,0.93286,0.409723,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"106","m.11137",540,1,1,0,0,0,0,-12.522,-3.1865,0.075436,0.839014,0.017894,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"107","m.11149",227,9,11,7,9,5,9,-5.017,-1.6259,0.862482,0.949937,0.515952,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"108","m.11152",593,1,1,0,0,0,0,-6.002,-1.6493,0.851721,0.94866,0.505979,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"109","m.11167",387,1,0,1,0,0,1,-2.751,-0.654,0.97329,0.914644,0.775039,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"110","m.11180",213,0,1,1,1,0,1,-7.774,-2.4571,0.410976,0.879446,0.163116,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"111","m.11210",170,1,2,0,1,1,2,-3.264,-0.7138,0.973133,0.920314,0.768511,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"112","m.11237",275,0,0,0,0,1,0,-5.092,-0.9528,0.993099,0.938788,0.732286,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"113","m.1126",148,3,3,4,4,4,5,-8.753,-3.0482,0.112554,0.844738,0.029838,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"114","m.11265",213,3,3,2,2,2,2,-6.958,-1.2962,0.977116,0.95616,0.641773,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"115","m.11277",156,0,1,0,0,0,0,-9.355,-2.0687,0.615448,0.91404,0.319978,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"116","m.11289",232,1,3,1,1,1,1,-3.685,-0.916,0.989546,0.936135,0.739149,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"117","m.11298",283,2,2,1,2,0,1,-1.09,-0.1979,0.999996,0.803541,0.807303,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"118","m.113",378,57,60,41,45,40,46,-1.563,-0.853,0.983052,0.931465,0.749721,NA,NA
"119","m.11307",740,0,1,1,1,1,1,-9.799,-1.5976,0.875044,0.951354,0.527869,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"120","m.11313",319,0,1,0,0,0,0,-6.233,-1.1671,0.996795,0.951898,0.681377,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"121","m.11319",252,1,1,0,0,0,0,-7.656,-1.3386,0.966898,0.956739,0.627431,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"122","m.1133",280,4,4,0,0,0,0,-3.401,-0.5757,0.978741,0.905428,0.782561,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"123","m.11340",155,2,3,4,3,2,3,1.218,0.1363,0.907851,0.619296,0.815648,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"124","m.1135",538,15,16,10,9,9,10,-5.681,-1.8826,0.726361,0.931512,0.402763,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"125","m.11354",351,4,7,2,4,3,4,-3.524,-0.7838,0.976776,0.926133,0.759772,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"126","m.11369",202,4,5,3,3,1,3,-7.72,-1.7999,0.774187,0.938406,0.439843,NA,NA
"127","m.11382",877,1,2,0,0,0,1,-7.084,-1.3983,0.949822,0.95683,0.606216,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"128","m.1141",910,1,1,0,0,1,2,-2.725,-0.6099,0.975638,0.909771,0.779401,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"129","m.11430",456,7,4,1,1,2,0,-8.155,-1.5105,0.910719,0.954774,0.563406,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"130","m.1145",390,0,1,0,1,0,0,-11.414,-2.1053,0.594407,0.910482,0.30404,NA,NA
"131","m.11458",213,4,4,3,5,3,2,-3.5,-0.7229,0.973396,0.921109,0.767446,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"132","m.11472",334,2,3,2,2,1,2,-4.594,-0.937,0.991622,0.937656,0.735297,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"133","m.11482",410,1,0,0,1,0,0,-0.476,-0.1215,0.996747,0.768348,0.810248,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"134","m.1149",736,1,1,1,1,1,1,-0.394,-0.069,0.9831,0.741357,0.811898,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"135","m.115",216,10,11,6,8,6,8,-10.814,-3.2246,0.067383,0.837631,0.015406,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"136","m.1152",2284,1,0,0,0,0,1,-5.417,-1.3418,0.96606,0.956766,0.626324,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"137","m.11543",385,12,10,9,10,9,12,-5.065,-1.6041,0.872204,0.951041,0.525147,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"138","m.11553",214,9,7,7,5,7,8,-4.481,-1.11,0.999753,0.948974,0.696797,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"139","m.11555",111,2,3,1,0,0,0,-4.077,-1.274,0.981764,0.955688,0.64903,NA,NA
