"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"11","m.10080",526,17,14,15,15,17,16,-3.373,-0.9983,0.989815,0.946379,0.726256,"Q14247","Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2                    "
"12","m.10093",673,1,1,1,1,1,1,-8.252,-1.2843,0.914841,0.949358,0.557697,"B0FYY4","Integrin beta-1 OS=Ovis aries GN=ITGB1 PE=2 SV=1                     "
"13","m.10110",697,0,1,0,0,0,0,-3.409,-0.4826,1,0.888409,0.861667,"O11780","Transforming growth factor-beta-induced protein ig-h3 OS=Sus scrofa GN=TGFBI PE=1 SV=1                  "
"14","m.10111",222,0,2,0,2,2,0,-4.758,-0.8775,0.99796,0.93994,0.774832,"3660641","Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85349 PE=4 SV=1                     "
"15","m.1013",969,1,3,0,1,0,0,-4.204,-0.6122,1,0.912357,0.842373,"A7RU46","Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1                   "
"16","m.10132",182,1,2,2,2,1,1,-5.755,-0.8137,0.999301,0.935193,0.795462,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,4,4,3,4,4,2,-1.879,-0.2093,1,0.793349,0.885302,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,2,1,2,2,3,1,-8.491,-1.4133,0.843439,0.945716,0.461623,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,1,0,0,0,-6.125,-0.8472,0.998758,0.937808,0.785033,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,2,1,1,3,2,1,-5.456,-0.9689,0.99271,0.945107,0.739294,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10164",157,0,0,0,0,1,0,-7.637,-1.1582,0.959888,0.950076,0.641048,NA,NA
"22","m.10183",616,1,0,0,0,1,0,-9.661,-1.7085,0.583409,0.929699,0.241316,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,16,19,20,19,9,-4.538,-2.2133,0.136768,0.900239,0.03501,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,9,7,8,7,6,-1.512,-0.266,1,0.819899,0.881808,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.1020",1917,0,0,1,1,1,0,-6.298,-1.1564,0.960379,0.950064,0.64214,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,1,1,0,0,1,-3.453,-0.4662,1,0.88465,0.863657,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,2,1,2,0,-2.709,-0.4764,1,0.88701,0.86243,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,2,2,0,0,0,0,-2.52,-0.456,1,0.882216,0.86485,NA,NA
"29","m.10260",232,0,1,1,1,0,0,-5.535,-0.9505,0.994185,0.944215,0.747047,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,1,0,1,0,1,-3.233,-0.4931,1,0.890719,0.860345,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,2,2,2,1,-7.315,-1.2812,0.91622,0.949411,0.559893,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,0,0,1,0,-3.482,-0.6515,1,0.917953,0.835061,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,4,3,4,3,5,0.022,0.0035,0.942845,0.656894,0.892801,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,3,4,2,0,-9.157,-1.1694,0.956742,0.950137,0.634185,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,2,2,2,1,-5.992,-1.2531,0.928064,0.949815,0.579492,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,1,1,0,0,-3.552,-0.4205,1,0.873128,0.868749,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,1,3,0,1,-2.337,-0.3262,1,0.843626,0.877396,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,2,2,2,1,-4.847,-0.7281,0.999992,0.927144,0.818422,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,2,2,1,1,-5.94,-0.8066,0.999389,0.934603,0.797563,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,3,3,2,0,-6.201,-1.0786,0.978062,0.948907,0.686489,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,5,5,5,3,-3.349,-0.6739,1,0.920861,0.830538,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,7,6,7,3,-2.066,-0.5021,1,0.892641,0.859181,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,62,64,64,24,-0.395,-0.1833,0.999999,0.77965,0.886715,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,5,3,3,1,-5.976,-1.0177,0.987514,0.947116,0.717209,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,4,4,4,2,0.906,0.1157,0.882949,0.566399,0.89342,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,0,0,0,0,-4.667,-0.8725,0.998115,0.939603,0.776567,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,1,1,0,-4.667,-0.5401,1,0.9002,0.853937,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,1,1,0,1,-3.855,-0.6593,1,0.918988,0.833517,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,8,9,11,3,0.866,0.138,0.869183,0.547279,0.893343,NA,NA
"50","m.10469",238,0,0,0,1,1,0,-7.942,-1.366,0.872899,0.947361,0.497733,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,8,5,4,6,-9.107,-1.9579,0.333528,0.913917,0.10631,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,1,0,1,0,-8.85,-1.4465,0.820414,0.944367,0.435934,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,9,7,10,3,-3.029,-0.6387,1,0.916203,0.837527,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,2,2,2,0,-0.093,-0.0154,0.951246,0.671035,0.892501,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,0,1,1,0,-6.173,-1.0923,0.975428,0.949202,0.679092,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,10,7,7,5,3.62,0.8475,0.225772,0.052902,0.88134,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,1,3,3,0,-2.582,-0.3904,1,0.864613,0.871764,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,7,10,7,7,-4.917,-0.7616,0.99976,0.930546,0.810031,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,0,0,-6.044,-0.9307,0.995519,0.943173,0.755047,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,1,2,1,-5.124,-0.7721,0.999682,0.931543,0.807248,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,1,1,1,0,-9.378,-1.4761,0.798269,0.94304,0.412929,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,0,1,0,-5.091,-0.7001,1,0.924024,0.824897,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,3,4,2,1,-2.022,-0.3444,1,0.849996,0.875903,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,1,0,0,-5.491,-0.7945,0.99951,0.933566,0.801057,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,2,3,3,2,2.732,0.3949,0.668872,0.318037,0.889744,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,2,3,4,3,-0.945,-0.1848,1,0.780468,0.886636,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10669",322,0,1,0,0,0,0,-4.807,-0.5396,1,0.900106,0.854009,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"68","m.1069",424,3,4,3,5,5,3,-9.213,-1.9981,0.296294,0.91155,0.090863,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"69","m.10693",451,1,4,2,1,1,1,-6.392,-0.9424,0.99476,0.943799,0.750363,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"70","m.107",99,9,9,8,8,7,2,-13.772,-2.3629,0.07345,0.894052,0.016069,NA,NA
"71","m.10713",218,10,11,8,6,7,6,-2.672,-0.6041,1,0.911119,0.843787,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"72","m.10714",429,8,10,7,8,9,3,1.478,0.2725,0.774097,0.427254,0.891915,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"73","m.10723",443,3,2,2,3,3,0,-1.062,-0.1573,0.996541,0.764976,0.888007,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"74","m.10726",1630,3,3,4,4,4,1,0.38,0.0453,0.922455,0.624418,0.89325,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"75","m.1073",371,4,5,4,3,3,1,-6.051,-1.2862,0.913987,0.949325,0.556347,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"76","m.1074",292,1,1,0,1,1,0,-5.233,-0.6214,1,0.913727,0.840729,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"77","m.10744",282,6,9,4,7,5,2,-2.321,-0.3083,1,0.837012,0.87879,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"78","m.10763",330,0,0,1,1,0,0,-5.209,-0.7545,0.999803,0.929853,0.81187,NA,NA
"79","m.10765",227,2,2,2,2,2,2,-7.773,-1.3109,0.902381,0.948832,0.538593,NA,NA
"80","m.10767",590,0,1,1,1,1,1,-4.324,-0.6452,1,0.9171,0.836285,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"81","m.10807",572,29,28,32,31,32,15,-2.666,-1.3235,0.896085,0.94854,0.529391,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"82","m.10812",189,6,5,3,3,4,4,-6.598,-1.674,0.61831,0.931895,0.264804,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"83","m.10817",422,1,2,1,1,1,1,-12.523,-2.7593,0.010415,0.884655,0.001175,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"84","m.10818",372,2,4,2,5,1,0,-7.794,-0.9771,0.99197,0.94548,0.735738,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"85","m.10831",206,4,4,4,4,4,3,3.614,0.7498,0.312109,0.085955,0.882876,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"86","m.10852",208,1,1,1,3,2,1,-2.522,-0.3935,1,0.865526,0.871465,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"87","m.10862",241,0,1,0,1,1,0,-5.87,-0.901,0.997062,0.941447,0.766394,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"88","m.10883",471,10,13,9,11,8,4,-0.539,-0.1742,0.999708,0.774614,0.887183,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"89","m.10886",397,0,0,1,0,0,0,-4.016,-0.6546,1,0.918367,0.834451,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"90","m.1089",117,6,7,6,6,8,4,2.81,0.511,0.554273,0.223946,0.887406,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"91","m.10893",298,21,22,14,17,20,13,-0.169,-0.0533,0.966469,0.698301,0.891701,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"92","m.10905",398,5,5,6,3,5,3,-7.503,-1.2341,0.935415,0.950005,0.59241,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"93","m.10914",217,5,7,5,6,5,4,-1.051,-0.1442,0.993705,0.757269,0.888601,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"94","m.10919",208,0,0,0,0,1,1,-1.248,-0.1495,0.994884,0.760411,0.888365,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"95","m.10920",962,0,1,0,0,1,0,-0.367,-0.0357,0.959677,0.685825,0.892106,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"96","m.10928",723,15,5,10,8,7,4,7.287,1.8586,0.00019,4.5e-05,0.871956,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"97","m.10938",346,4,5,5,5,5,2,-4.992,-0.7774,0.999649,0.932034,0.805815,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"98","m.10944",532,1,3,1,1,1,1,-2.79,-0.3568,1,0.854139,0.87484,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"99","m.10974",566,8,12,8,9,8,1,0.899,0.177,0.84375,0.513153,0.893082,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"100","m.10998",251,1,1,0,0,1,0,-7.694,-1.4993,0.77988,0.941923,0.394907,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"101","m.110",1165,44,56,37,45,41,31,-4.937,-3.3722,4.8e-05,0.878093,5e-06,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"102","m.1100",513,2,3,2,1,2,1,-3.194,-0.3401,1,0.848522,0.876263,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"103","m.1103",1107,1,3,1,1,1,0,-7.033,-1.4368,0.82734,0.944777,0.443458,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"104","m.11035",299,0,1,0,2,3,1,-9.409,-1.3058,0.904857,0.948942,0.54229,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"105","m.11045",121,2,1,3,2,3,1,-0.399,-0.0475,0.96429,0.694226,0.891841,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"106","m.11093",943,0,0,1,0,0,0,-1.323,-0.2323,1,0.804649,0.883956,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"107","m.11100",1144,6,7,8,8,6,4,-7.63,-0.7767,0.999652,0.93197,0.806005,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"108","m.11107",150,8,10,10,11,10,0,-10.88,-2.343,0.079952,0.894783,0.01793,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"109","m.11115",300,3,4,3,3,2,3,-0.833,-0.1368,0.991982,0.752825,0.88892,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"110","m.11137",540,1,1,0,0,0,0,-7.434,-1.4708,0.802346,0.943285,0.41705,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"111","m.11149",227,9,11,9,7,9,4,-1.413,-0.2377,1,0.807194,0.883626,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"112","m.11152",593,1,1,0,1,1,0,-5.472,-0.7633,0.999742,0.930709,0.809585,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"113","m.11167",387,1,0,0,1,1,1,-8.773,-1.2606,0.925018,0.949721,0.574317,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"114","m.11180",213,0,1,0,0,1,0,-7.809,-1.2358,0.934778,0.949991,0.591266,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"115","m.11210",170,1,2,2,2,2,0,-2.998,-0.5343,1,0.899102,0.854773,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"116","m.1126",148,3,3,5,3,5,3,0.254,0.0396,0.925381,0.62894,0.893206,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"117","m.11265",213,3,3,2,3,2,1,-1.192,-0.144,0.99366,0.757149,0.88861,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"118","m.11277",156,0,1,1,1,1,0,-4.16,-0.71,1,0.925157,0.822662,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"119","m.11289",232,1,3,1,2,0,1,-2.559,-0.3886,1,0.864078,0.871936,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"120","m.11298",283,2,2,2,2,1,0,-2.281,-0.5055,1,0.893353,0.858733,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"121","m.113",378,57,60,49,45,42,28,-5.342,-2.9846,0.00206,0.881955,0.000187,NA,NA
"122","m.11307",740,0,1,0,1,1,0,-8.008,-1.7652,0.525464,0.926039,0.204979,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"123","m.11313",319,0,1,0,0,0,0,-8.19,-1.7312,0.56025,0.928238,0.226413,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"124","m.11319",252,1,1,1,1,1,0,-7.297,-1.4571,0.812655,0.943905,0.4277,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"125","m.1133",280,4,4,2,1,0,1,-3.687,-0.5852,1,0.908111,0.846968,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"126","m.11340",155,2,3,2,2,2,1,-5.849,-0.9454,0.994557,0.943955,0.749142,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"127","m.1135",538,15,16,9,7,9,4,-3.825,-0.4286,1,0.875289,0.867893,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"128","m.11354",351,4,7,5,3,3,2,-5.048,-0.5544,1,0.902826,0.851819,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"129","m.11369",202,4,5,2,2,3,2,-8.631,-1.0762,0.978503,0.948851,0.687767,NA,NA
"130","m.11382",877,1,2,1,1,1,0,-4.402,-0.7326,0.999958,0.927621,0.817336,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"131","m.1141",910,1,1,1,3,2,0,-2.561,-0.4149,1,0.871602,0.869329,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"132","m.11430",456,7,4,1,1,1,1,-4.498,-1.0466,0.983468,0.948064,0.703071,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"133","m.1145",390,0,1,1,0,0,0,-4.277,-0.7568,0.999792,0.930079,0.811278,NA,NA
"134","m.11458",213,4,4,3,2,3,3,-2.201,-0.4074,1,0.869518,0.870092,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"135","m.11472",334,2,3,3,2,3,0,-5.333,-0.8891,0.99755,0.940699,0.770725,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"136","m.11482",410,1,0,0,0,0,0,-4.946,-0.7532,0.999816,0.929725,0.812203,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"137","m.1149",736,1,1,2,1,1,1,-6.178,-0.9636,0.993158,0.944857,0.741559,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"138","m.115",216,10,11,8,9,9,3,-7.295,-1.0925,0.975388,0.949206,0.678983,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"139","m.1152",2284,1,0,0,1,1,0,-5.708,-0.9226,0.995992,0.942722,0.758219,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"140","m.11543",385,12,10,7,7,9,6,-1.594,-0.3035,1,0.835176,0.879151,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
