"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"20","Pocillopora_acuta_HIv1_PredGene_12073_t",597,9,3,6,1,-3.723,-0.3404,0.999957,0.819235,0.854649,"apoptosis-inducing factor 3 isoform X2 ","K22747","F2Z4R3"
"21","Pocillopora_acuta_HIv1_PredGene_12117_t",212,3,1,2,3,-2.957,-0.1858,0.999578,0.796189,0.870779,"60S ribosomal protein L13 ","K02873","Q90Z10"
"22","Pocillopora_acuta_HIv1_PredGene_12155_t",556,27,37,24,14,3.638,0.6776,0.753094,0.61674,0.881806,"glucose-6-phosphate isomerase ","K01810","Q8C675"
"23","Pocillopora_acuta_HIv1_PredGene_12270_t",559,9,9,12,10,8.16,2.0126,0.33847,0.187017,0.84693,"asparagine synthetase ","K01953","Q8BPC8"
"24","Pocillopora_acuta_HIv1_PredGene_12357_t",437,0,0,0,2,17.183,1.2495,0.664082,0.455559,0.862975,"deoxyribonuclease gamma isoform 1 precursor ","K11995","B7Z707"
"25","Pocillopora_acuta_HIv1_PredGene_12368_t",112,4,2,4,10,2.984,0.3882,0.842729,0.676081,0.892303,"anoctamin-4 isoform X1 ","K19499","Q8CA37"
"26","Pocillopora_acuta_HIv1_PredGene_12927_t",2780,611,756,660,581,0.206,0.1797,0.934327,0.722019,0.892578,"COP1-interactive protein 1 ","K20478","Q38843"
"27","Pocillopora_acuta_HIv1_PredGene_13050_t",160,3,3,0,0,-4.765,-0.3155,1,0.815873,0.857521,"no_annotation","K21995","-"
"28","Pocillopora_acuta_HIv1_PredGene_13208_t",521,0,0,0,1,-10.663,-0.9476,0.991936,0.871388,0.736567,"uncharacterized protein LOC641500 ","","B8JL34"
"29","Pocillopora_acuta_HIv1_PredGene_13313_t",613,5,3,7,6,-4.262,-0.5106,1,0.839111,0.831694,"carnitine O-acetyltransferase ","K00624","Q642H6"
"30","Pocillopora_acuta_HIv1_PredGene_1356_t",196,0,0,0,1,12.161,0.9976,0.707286,0.537829,0.869993,"ADP-ribosylation factor-like protein 6 isoform X1 ","K07951","Q5M9P8"
"31","Pocillopora_acuta_HIv1_PredGene_13979_t",524,0,3,2,2,3.095,0.3174,0.874384,0.691313,0.893422,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform 11 ","K00627","P10515"
"32","Pocillopora_acuta_HIv1_PredGene_14125_t",1821,0,0,0,1,-5.446,-0.4707,1,0.834904,0.837638,"E3 SUMO-protein ligase RanBP2 isoform X1 ","K12172","B8JMJ5"
"33","Pocillopora_acuta_HIv1_PredGene_14319_t",155,17,18,14,18,5.355,0.8802,0.723847,0.569837,0.873929,"superoxide dismutase ","K04565","P08228"
"34","Pocillopora_acuta_HIv1_PredGene_14388_t",264,0,0,0,1,-11.048,-1.473,0.907813,0.883558,0.541016,"WP_021368890.1 collagen-like exosporium glycoprotein BclA1 ","K19721",""
"35","Pocillopora_acuta_HIv1_PredGene_14565_t",687,3,5,4,8,13.761,1.5226,0.567573,0.351359,0.856801,"serine/threonine-protein kinase PAK 3 isoform c ","K05733","Q5JWX1"
"36","Pocillopora_acuta_HIv1_PredGene_14568_t",589,7,4,8,12,-8.422,-1.4337,0.916628,0.883325,0.558715,"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform ","K03456","Q76MZ3"
"37","Pocillopora_acuta_HIv1_PredGene_153_t",229,7,4,2,7,4.465,0.257,0.901742,0.704662,0.893578,"hypothetical protein DDB_G0280019 ","","Q54W12"
"38","Pocillopora_acuta_HIv1_PredGene_15455_t",192,4,1,4,10,-0.771,-0.1593,0.998961,0.791692,0.873157,"40S ribosomal protein S9 ","K02997","Q6P5M3"
"39","Pocillopora_acuta_HIv1_PredGene_15557_t",153,3,1,4,5,-6.296,-0.993,0.984799,0.873447,0.723183,"40S ribosomal protein S14 ","K02955","P62263"
"40","Pocillopora_acuta_HIv1_PredGene_15637_t",404,1,2,0,0,-9.323,-1.3157,0.939345,0.882066,0.609183,"WP_003426955.1 NAD(P)H-dependent glycerol-3-phosphate dehydrogenase ","K04940",""
"41","Pocillopora_acuta_HIv1_PredGene_15641_t",1129,0,0,0,1,-15.485,-1.2932,0.942866,0.881726,0.618301,"MBT domain-containing protein 1 isoform X1 ","","E7F7F5"
"42","Pocillopora_acuta_HIv1_PredGene_15924_t",657,16,23,26,21,1.505,0.4395,0.821381,0.665352,0.890967,"far upstream element-binding protein 3 ","K13210","Q5RKQ3"
"43","Pocillopora_acuta_HIv1_PredGene_16133_t",341,0,0,0,0,-7.885,-1.0779,0.971669,0.876628,0.696552,"45 kDa calcium-binding protein precursor ","K19934","Q7ZUC2"
"44","Pocillopora_acuta_HIv1_PredGene_16231_t",159,2,1,1,1,-0.451,-0.0408,0.990771,0.769611,0.882408,"centrin-3 isoform 2 ","K16466","O15182"
"45","Pocillopora_acuta_HIv1_PredGene_16311_t",373,12,9,14,25,13.414,1.7602,0.444687,0.265687,0.851659,"isocitrate dehydrogenase ","K00031","Q802Y2"
"46","Pocillopora_acuta_HIv1_PredGene_16462_t",195,0,2,0,1,-10.678,-1.1619,0.960272,0.879052,0.667954,"dynein light chain roadblock-type 2 ","K10419","Q9DAJ5"
"47","Pocillopora_acuta_HIv1_PredGene_16615_t",270,2,2,1,1,5.237,0.6184,0.7652,0.629019,0.884274,"eukaryotic translation initiation factor 3 subunit G ","K03248","Q7ZUH3"
"48","Pocillopora_acuta_HIv1_PredGene_16812_t",129,1,1,1,0,5.52,0.6063,0.768032,0.631487,0.884777,"ATP-dependent DNA helicase ","K01537","Q54LY5"
"49","Pocillopora_acuta_HIv1_PredGene_16815_t",557,4,0,0,0,-12.784,-0.7786,1,0.861522,0.780726,"hypothetical protein DDB_G0283655 ","","Q54QS9"
"50","Pocillopora_acuta_HIv1_PredGene_17078_t",440,3,1,1,3,-4.607,-0.5109,1,0.839142,0.831648,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"51","Pocillopora_acuta_HIv1_PredGene_17385_t",230,0,0,1,0,-9.862,-1.0325,0.978546,0.875029,0.71106,"oligoribonuclease, mitochondrial precursor ","K13288","Q9Y3B8"
"52","Pocillopora_acuta_HIv1_PredGene_17474_t",728,0,0,0,1,-10.709,-1.1641,0.959993,0.879107,0.667173,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial isoform 5 ","K03934","E7ENF3"
"53","Pocillopora_acuta_HIv1_PredGene_17567_t",638,0,1,1,1,4.581,0.4829,0.804938,0.656451,0.889568,"Aldo_ket_red domain-containing protein ","","Q18483"
"54","Pocillopora_acuta_HIv1_PredGene_17583_t",554,30,34,33,16,-3.822,-0.5869,1,0.846472,0.819248,"pyruvate kinase M1/2b ","K00873","Q6DG54"
"55","Pocillopora_acuta_HIv1_PredGene_17795_t",235,0,0,1,1,6.375,0.9657,0.711983,0.546913,0.871018,"pyridoxine-5'-phosphate oxidase ","K00275","Q3U445"
"56","Pocillopora_acuta_HIv1_PredGene_17906_t",138,2,3,3,2,7.267,0.4227,0.828165,0.668839,0.891446,"60S ribosomal protein L28 isoform 2 ","K02903","Q9BWQ0"
"57","Pocillopora_acuta_HIv1_PredGene_18036_t",424,0,0,0,0,-3.635,-0.3974,1,0.826472,0.847635,"WP_004454949.1 Xaa-Pro peptidase family protein ","K08688","C9YPK2"
"58","Pocillopora_acuta_HIv1_PredGene_18229_t",1023,1,1,0,0,0.045,0.0048,0.984137,0.76032,0.885325,"alpha-mannosidase 2C1 isoform X2 ","K01191","X1WCE5"
"59","Pocillopora_acuta_HIv1_PredGene_18292_t",1419,2,2,0,3,-10.488,-1.2162,0.95342,0.880306,0.648167,"host cell factor 1b ","K14966","A8WIP5"
"60","Pocillopora_acuta_HIv1_PredGene_1830_t",350,1,0,0,0,3.735,0.4437,0.819717,0.664485,0.890841,"TAR DNA-binding protein 43 ","K23600","A4GUK4"
"61","Pocillopora_acuta_HIv1_PredGene_18375_t",1965,1,1,0,0,-4.211,-0.3885,1,0.825382,0.848772,"cilia- and flagella-associated protein 54 isoform 2 ","","Q96N23"
"62","Pocillopora_acuta_HIv1_PredGene_184_t",123,0,0,0,1,-0.547,-0.0375,0.990368,0.768952,0.882632,"elongin C paralog b ","K03872","Q502M9"
"63","Pocillopora_acuta_HIv1_PredGene_18496_t",426,1,1,2,1,-2.911,-0.1676,0.999185,0.793118,0.872424,"homer protein homolog 2 isoform X1 ","K15010","Q9UNT7"
"64","Pocillopora_acuta_HIv1_PredGene_18532_t",1026,0,1,1,0,11.643,1.3658,0.633157,0.411958,0.860257,"ubiquitin-associated protein 2 isoform 7 ","","B4DH66"
"65","Pocillopora_acuta_HIv1_PredGene_18533_t",353,15,13,14,12,-8.677,-2.0154,0.669213,0.88026,0.278852,"Heterogeneous nuclear ribonucleoprotein K homolog ","K12886","Q8I7G8"
"66","Pocillopora_acuta_HIv1_PredGene_18551_t",243,46,42,55,74,-0.894,-0.6291,1,0.850184,0.811707,"tropomyosin alpha-3 chain isoform Tpm3.2cy ","","Q969Q2"
"67","Pocillopora_acuta_HIv1_PredGene_18740_t",513,39,48,49,52,-5.406,-2.9654,0.131394,0.854899,0.039435,"ATP synthase subunit beta, mitochondrial precursor ","K02133","A8K4X0"
"68","Pocillopora_acuta_HIv1_PredGene_19154_t",492,16,7,4,8,-12.856,-1.8941,0.768879,0.882098,0.335172,"catalase ","K03781","P17336"
"69","Pocillopora_acuta_HIv1_PredGene_19179_t",341,2,1,0,1,-0.572,-0.0649,0.993371,0.774354,0.880717,"dickkopf-related protein 3 isoform c precursor ","K25493","Q9QUN9"
"70","Pocillopora_acuta_HIv1_PredGene_19560_t",121,0,0,1,1,-20.962,-1.3375,0.935686,0.882365,0.600186,"V-type proton ATPase subunit F ","K02151","Q6DRK0"
"71","Pocillopora_acuta_HIv1_PredGene_196_t",205,0,1,2,1,5.226,0.4257,0.826939,0.668214,0.891364,"uncharacterized protein Dmel_CG18815, isoform A ","K06130","Q9I7R0"
"72","Pocillopora_acuta_HIv1_PredGene_19625_t",1160,0,3,1,1,3.111,0.2296,0.913762,0.710795,0.893382,"plasma membrane calcium-transporting ATPase 3 isoform 3b ","K05850","B7WNY5"
"73","Pocillopora_acuta_HIv1_PredGene_19703_t",1028,0,0,1,1,-2.755,-0.3243,0.999987,0.817076,0.856519,"EGF-like domain-containing protein ","K17307","B0G154"
"74","Pocillopora_acuta_HIv1_PredGene_19704_t",1094,12,7,11,8,0.607,0.1284,0.952935,0.733529,0.891148,"EGF-like domain-containing protein ","K06825","B0G154"
"75","Pocillopora_acuta_HIv1_PredGene_19706_t",2350,6,4,8,2,-21.302,-1.4148,0.920704,0.883181,0.567078,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor ","K24469","Q9H284"
"76","Pocillopora_acuta_HIv1_PredGene_19745_t",495,1,1,0,0,-15.091,-1.4865,0.904717,0.883619,0.534843,"Calcium/calmodulin-dependent protein kinase II, isoform H ","K04515","Q9V495"
"77","Pocillopora_acuta_HIv1_PredGene_20289_t",211,6,0,7,6,4.386,0.8278,0.730751,0.582897,0.875838,"40S ribosomal protein S5 ","K02989","Q96BN0"
"78","Pocillopora_acuta_HIv1_PredGene_2067_t",134,0,1,1,0,-9.291,-1.4057,0.922619,0.883104,0.571069,"charged multivesicular body protein 1, isoform B ","K12197","Q9VVR8"
"79","Pocillopora_acuta_HIv1_PredGene_20807_t",2563,2,0,0,0,2.173,0.1771,0.935338,0.722605,0.89252,"hemicentin-1 isoform X1 ","K06825","A6NGE3"
"80","Pocillopora_acuta_HIv1_PredGene_21441_t",165,16,11,7,9,-0.268,-0.0335,0.989866,0.768151,0.882901,"ribosomal protein S10b, isoform D ","K02947","A4V4S6"
"81","Pocillopora_acuta_HIv1_PredGene_21462_t",151,1,0,0,2,0.899,0.1227,0.954812,0.7348,0.890952,"calcium-regulated heat-stable protein 1 ","","Q9BQ53"
"82","Pocillopora_acuta_HIv1_PredGene_21536_t",224,4,3,4,1,-7.601,-0.7862,1,0.862029,0.778957,"GTP:AMP phosphotransferase AK3, mitochondrial isoform a ","K00944","Q9NPB4"
"83","Pocillopora_acuta_HIv1_PredGene_21541_t",507,0,2,1,2,7.065,0.6873,0.751356,0.614686,0.881403,"ran-binding protein 3 isoform X1 ","K15304","O75759"
"84","Pocillopora_acuta_HIv1_PredGene_21568_t",890,0,0,0,1,-2.04,-0.3047,1,0.814375,0.858733,"transportin-1 isoform 2 ","K18752","B4DVC6"
"85","Pocillopora_acuta_HIv1_PredGene_2177_t",567,69,40,55,69,3.798,1.668,0.491361,0.297559,0.853625,"radixin isoform a ","K05762","Q9QW27"
"86","Pocillopora_acuta_HIv1_PredGene_21861_t",452,11,5,11,14,6.669,1.1328,0.685906,0.496004,0.866001,"flavin-containing monooxygenase FMO GS-OX-like 1 ","K18277","E7F2R0"
"87","Pocillopora_acuta_HIv1_PredGene_22166_t",537,11,9,12,12,-3.097,-0.6025,1,0.847872,0.816517,"glucose-6-phosphate 1-dehydrogenase X ","K00036","Q790Y8"
"88","Pocillopora_acuta_HIv1_PredGene_2231_t",570,28,123,39,71,1.46,0.5457,0.784283,0.643743,0.887234,"uncharacterized protein Dmel_CG17068 ","","Q9VR80"
"89","Pocillopora_acuta_HIv1_PredGene_22317_t",386,3,0,3,2,8.646,0.9034,0.720724,0.563818,0.873114,"regulator of chromosome condensation isoform c ","K11493","Q5T081"
"90","Pocillopora_acuta_HIv1_PredGene_22420_t",327,4,1,2,3,-1.571,-0.2227,0.999999,0.802177,0.867283,"40S ribosomal protein SA ","K02998","B2GNT1"
"91","Pocillopora_acuta_HIv1_PredGene_22496_t",261,4,0,2,3,-7.497,-0.6034,1,0.847952,0.816357,"ribosomal protein L8, isoform A ","K02938","A4V1C0"
"92","Pocillopora_acuta_HIv1_PredGene_22695_t",402,20,22,23,31,-10.855,-1.6704,0.862156,0.883644,0.446679,"sorting nexin-6 ","K17920","F8W5C6"
"93","Pocillopora_acuta_HIv1_PredGene_22876_t",265,3,4,5,4,-13.899,-1.2847,0.944135,0.881589,0.621701,"DUF4773 domain-containing protein ","","O01734"
"94","Pocillopora_acuta_HIv1_PredGene_22952_t",858,0,1,0,0,-1.134,-0.1207,0.997422,0.784849,0.876423,"guanidine nucleotide exchange factor ","K15297","Q8I418"
"95","Pocillopora_acuta_HIv1_PredGene_23188_t",278,36,26,12,6,-15.992,-3.193,0.083215,0.851065,0.020298,"3-mercaptopyruvate sulfurtransferase isoform 2 ","K01011","A8MZ34"
"96","Pocillopora_acuta_HIv1_PredGene_23331_t",198,3,4,1,3,2.014,0.2108,0.921744,0.71502,0.893147,"muscle protein 20, isoform A ","K20526","Q9V6M7"
"97","Pocillopora_acuta_HIv1_PredGene_23360_t",1226,2,1,2,1,-16.649,-1.4176,0.920109,0.883203,0.565846,"unconventional myosin-VI isoform 3 ","K10358","Q5TEM6"
"98","Pocillopora_acuta_HIv1_PredGene_23373_t",292,1,0,0,0,-1.056,-0.1242,0.997596,0.785484,0.876136,"uncharacterized protein Dmel_CG31548 ","K14729","Q8IPP8"
"99","Pocillopora_acuta_HIv1_PredGene_23523_t",467,4,8,8,3,3.752,0.6546,0.757476,0.621559,0.882764,"hexokinase A, isoform C ","K00844","Q9GNH8"
"100","Pocillopora_acuta_HIv1_PredGene_23524_t",468,1,2,2,1,-19.084,-1.9699,0.710067,0.881053,0.299327,"hexokinase HKDC1 isoform X2 ","K00844","Q3UKJ9"
"101","Pocillopora_acuta_HIv1_PredGene_23743_t",167,1,0,1,0,-5.671,-0.7962,1,0.862688,0.776599,"dynactin subunit 3 ","K10425","Q6GQL6"
"102","Pocillopora_acuta_HIv1_PredGene_23746_t",270,3,0,4,1,-12.006,-1.0159,0.981158,0.874387,0.71621,"60S ribosomal protein L7a ","K02936","Q6PBZ1"
"103","Pocillopora_acuta_HIv1_PredGene_23819_t",448,1,1,0,4,3.443,0.6528,0.757833,0.621933,0.882839,"pre-mRNA-splicing factor RBM22 ","K12872","A6NDM5"
"104","Pocillopora_acuta_HIv1_PredGene_23830_t",749,1,0,1,0,-0.266,-0.0503,0.991864,0.771495,0.881754,"catenin beta-1 isoform 1 ","K02105","Q8NI94"
"105","Pocillopora_acuta_HIv1_PredGene_24172_t",531,17,17,18,14,0.519,0.126,0.95373,0.734064,0.891067,"mRNA cap guanine-N7 methyltransferase isoform 2 ","K00565","Q9UIJ9"
"106","Pocillopora_acuta_HIv1_PredGene_24188_t",429,1,0,0,1,-8.86,-0.6839,1,0.854653,0.801156,"septin-7 isoform X7 ","K16944","Q16181"
"107","Pocillopora_acuta_HIv1_PredGene_24189_t",336,2,1,0,1,-12.672,-1.8635,0.788397,0.882429,0.350125,"N-terminal EF-hand calcium-binding protein 1 ","K23854","Q80W91"
"108","Pocillopora_acuta_HIv1_PredGene_24205_t",367,0,0,3,4,-8.288,-0.8342,1,0.865098,0.767316,"melanotransferrin precursor ","K06569","Q9R0R1"
"109","Pocillopora_acuta_HIv1_PredGene_24225_t",139,2,0,1,0,-4.741,-0.4138,1,0.828441,0.845497,"60S ribosomal protein L9 ","K02940","Q53Z07"
"110","Pocillopora_acuta_HIv1_PredGene_24551_t",289,0,0,1,0,-5.179,-0.5623,1,0.844193,0.823423,"adhesion G protein-coupled receptor E1 ","K00763","-"
"111","Pocillopora_acuta_HIv1_PredGene_24687_t",267,2,0,1,0,-7.778,-0.8531,1,0.866242,0.762503,"Pop2, isoform B ","K12581","Q8I0I5"
"112","Pocillopora_acuta_HIv1_PredGene_25019_t",159,2,0,1,2,-18.443,-2.2478,0.459246,0.874376,0.18923,"tsunagi ","K12876","Q9V535"
"113","Pocillopora_acuta_HIv1_PredGene_25033_t",371,3,2,2,1,1.313,0.168,0.938825,0.724652,0.892306,"COUP transcription factor 2 isoform 1 ","K08547","Q3UST6"
"114","Pocillopora_acuta_HIv1_PredGene_25066_t",229,13,13,10,14,-9.982,-2.2482,0.458937,0.874364,0.189097,"calumenin-A precursor ","K23901","Z4YIA7"
"115","Pocillopora_acuta_HIv1_PredGene_25132_t",518,2,2,5,1,-1.899,-0.276,1,0.810275,0.861852,"uncharacterized protein Dmel_CG8646 ","K01135","A1Z937"
"116","Pocillopora_acuta_HIv1_PredGene_25279_t",171,3,7,1,3,0.65,0.0792,0.967768,0.744412,0.889217,"neudesin precursor ","K17278","A1KYQ8"
"117","Pocillopora_acuta_HIv1_PredGene_25314_t",168,0,0,0,2,-13.921,-1.3267,0.937532,0.882221,0.604663,"glutamic acid-rich protein isoform X2 ","K23450","R4GEJ6"
"118","Pocillopora_acuta_HIv1_PredGene_25354_t",189,28,27,29,23,3.957,0.7618,0.739671,0.59836,0.878379,"calcyphosine-like b ","K23909","Q568D4"
"119","Pocillopora_acuta_HIv1_PredGene_2544_t",156,11,2,8,12,-33.723,-2.6016,0.261892,0.863649,0.095169,"metalloproteinase inhibitor 2a precursor ","K22583","Q7SZM6"
"120","Pocillopora_acuta_HIv1_PredGene_25524_t",1007,1,0,1,1,-13.917,-1.0286,0.979156,0.874881,0.712278,"transcription elongation regulator 1a ","K12824","A0A0R4IV33"
"121","Pocillopora_acuta_HIv1_PredGene_25802_t",341,1,0,0,0,5.023,0.5252,0.790599,0.647879,0.888028,"WP_027479499.1 VOC family protein ","","-"
"122","Pocillopora_acuta_HIv1_PredGene_25807_t",266,3,2,3,4,-2.883,-0.3125,1,0.815459,0.85786,"protein NipSnap homolog 1 isoform X1 ","","Q5SVF7"
"123","Pocillopora_acuta_HIv1_PredGene_25977_t",821,0,1,0,1,-3.371,-0.3361,0.999967,0.818663,0.855154,"SR-related CTD associated factor 6, isoform A ","K12841","Q59E33"
"124","Pocillopora_acuta_HIv1_PredGene_26070_t",184,1,1,1,0,5.56,0.8298,0.730489,0.582412,0.875763,"COMM domain-containing protein 8 isoform 1 ","K22564","Q8WUR4"
"125","Pocillopora_acuta_HIv1_PredGene_26248_t",920,4,0,5,0,11.411,0.8447,0.728533,0.578764,0.875212,"cytoplasmic aconitate hydratase ","K01681","Q9HBB2"
"126","Pocillopora_acuta_HIv1_PredGene_26568_t",1032,2,1,0,0,-1.683,-0.1778,0.999425,0.794849,0.871508,"uncharacterized protein LOC724056 isoform X1 ","K00461","X1WD38"
"127","Pocillopora_acuta_HIv1_PredGene_26639_t",436,3,3,1,1,-8.732,-0.3336,0.999967,0.818329,0.855445,"aspartyl aminopeptidase ","K01267","Q803B5"
"128","Pocillopora_acuta_HIv1_PredGene_27042_t",400,2,1,6,4,6.709,0.6451,0.759397,0.623529,0.883161,"enoyl-CoA delta isomerase 2, mitochondrial isoform X1 ","K13239","A0A0R4IG25"
"129","Pocillopora_acuta_HIv1_PredGene_27335_t",1696,0,1,0,0,-0.642,-0.0935,0.995757,0.77982,0.87858,"NFX1-type zinc finger-containing protein 1 isoform a ","","A2A5R3"
"130","Pocillopora_acuta_HIv1_PredGene_2737_t",150,1,0,1,2,-6.139,-0.5927,1,0.846996,0.81824,"UMP-CMP kinase isoform c ","K13800","Q96C07"
"131","Pocillopora_acuta_HIv1_PredGene_27706_t",248,3,1,7,6,-5.924,-1.0333,0.978421,0.875059,0.71081,"probable methyltransferase PMT20 isoform X2 ","K03802","K7MFQ7"
"132","Pocillopora_acuta_HIv1_PredGene_27812_t",828,1,0,0,0,-11.636,-2.0285,0.656965,0.880007,0.273124,"nuclear pore complex protein Nup93 isoform X1 ","K14309","Q1LV08"
"133","Pocillopora_acuta_HIv1_PredGene_27924_t",331,0,0,0,0,-3.872,-0.4525,1,0.832897,0.840228,"protein kinase, cAMP-dependent, catalytic subunit 3, isoform A ","K19584","Q9VUV5"
"134","Pocillopora_acuta_HIv1_PredGene_2805_t",1169,2,3,2,1,-4.024,-0.4808,1,0.835993,0.836168,"reticulocyte binding protein 2 homologue a ","","Q8IDX6"
"135","Pocillopora_acuta_HIv1_PredGene_28238_t",876,5,1,7,2,-1.361,-0.2707,1,0.809498,0.862413,"uncharacterized protein LOC100000278 ","K06491","-"
"136","Pocillopora_acuta_HIv1_PredGene_2824_t",205,2,0,0,1,-6.718,-0.4964,1,0.837643,0.833852,"60S ribosomal protein L15 isoform 1 ","K02877","P39030"
"137","Pocillopora_acuta_HIv1_PredGene_28341_t",432,4,4,4,5,-8.651,-0.9107,0.997341,0.869512,0.747021,"regulatory particle triple-A ATPase 6 ","K03066","O45023"
"138","Pocillopora_acuta_HIv1_PredGene_28538_t",183,1,1,0,1,-0.799,-0.0564,0.992519,0.772695,0.881325,"MORN repeat-containing protein 1 isoform 1 ","K25458","Q5T089"
"139","Pocillopora_acuta_HIv1_PredGene_28552_t",119,1,0,0,3,6.548,0.9917,0.708165,0.539532,0.87018,"uncharacterized protein Dmel_CG31715, isoform A ","","Q8MYY7"
"140","Pocillopora_acuta_HIv1_PredGene_28681_t",374,4,5,6,4,-4.193,-0.5821,1,0.846034,0.820075,"alcohol dehydrogenase class-3 ","K00121","Q6NXA6"
"141","Pocillopora_acuta_HIv1_PredGene_29014_t",131,0,0,2,1,-1.008,-0.0992,0.996151,0.780888,0.878138,"40S ribosomal protein S15a ","K02957","Q6Q420"
"142","Pocillopora_acuta_HIv1_PredGene_29259_t",119,1,2,2,5,-6.723,-0.6053,1,0.84812,0.81602,"uncharacterized protein LOC100793124 isoform X2 ","K09636","K7L7V6"
"143","Pocillopora_acuta_HIv1_PredGene_29482_t",180,0,2,0,0,-4.451,-0.5254,1,0.840608,0.829394,"pecanex-like protein 2 isoform X1 ","",""
"144","Pocillopora_acuta_HIv1_PredGene_29483_t",161,2,1,0,0,3.84,0.6565,0.757098,0.621163,0.882685,"myb family transcription factor PHL5 isoform X1 ","","K7LD83"
"145","Pocillopora_acuta_HIv1_PredGene_29650_t",204,1,0,0,3,22.083,2.2412,0.254762,0.126479,0.843755,"DEgenerin Like ","K24185","Q8MPW0"
