"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"21","m.10164",157,0,0,0,0,5.348,0.8699,0.989368,0.726498,0.817919,NA,NA
"22","m.10183",616,0,0,1,0,-3.15,-0.3046,0.950438,0.912599,0.62615,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,15,14,16,10.58,2.284,0.304486,0.1113,0.817228,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,8,4,5,2.472,0.5534,1,0.81804,0.794157,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.10205",893,0,0,0,0,14.997,1.8882,0.489697,0.241414,0.825838,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"26","m.10239",279,1,2,0,1,-1.584,-0.1306,0.987941,0.905443,0.676062,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"27","m.10254",141,1,2,0,0,-1.327,-0.2185,0.972596,0.909839,0.651758,NA,NA
"28","m.10260",232,0,0,0,0,-3.247,-0.4935,0.878984,0.913087,0.565306,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"29","m.10264",203,0,0,0,0,3.656,0.6195,1,0.802591,0.800268,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"30","m.1027",157,1,2,2,3,2.465,0.3978,1,0.848134,0.776872,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"31","m.10289",705,0,0,0,0,-7.385,-0.9875,0.626912,0.88559,0.398023,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"32","m.10304",278,4,3,3,3,6.816,1.2569,0.915704,0.554976,0.83062,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"33","m.10324",680,4,4,2,4,-1.099,-0.2819,0.956964,0.912025,0.633058,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"34","m.10327",1122,2,2,0,3,6.029,0.6269,1,0.80075,0.800911,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"35","m.10342",512,1,0,0,0,-6.689,-1.4455,0.425787,0.851214,0.252046,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"36","m.10346",250,2,2,1,2,-1.857,-0.2351,0.968876,0.910493,0.646951,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"37","m.1036",1192,1,1,1,1,0.948,0.1211,0.999992,0.884979,0.733531,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"38","m.10360",636,1,2,1,0,5.822,0.7344,1,0.771266,0.809394,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"39","m.10378",725,2,2,1,1,13.899,1.2489,0.918256,0.559095,0.830499,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"40","m.1038",113,4,4,2,4,-8.633,-1.1052,0.573491,0.876274,0.359323,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"41","m.10387",484,6,5,3,5,-0.825,-0.1145,0.989982,0.904473,0.68029,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"42","m.104",1674,66,65,52,66,4.25,1.7892,0.566869,0.282534,0.828079,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"43","m.1041",396,5,5,2,4,-1.971,-0.3286,0.943016,0.913086,0.618735,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"44","m.1042",331,3,3,1,2,5.847,0.8355,0.993286,0.738614,0.815992,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"45","m.1044",836,0,0,0,0,10.423,1.2313,0.923648,0.568093,0.830215,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"46","m.10463",220,0,0,0,0,5.136,0.8025,0.996871,0.749761,0.813993,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"47","m.10468",320,8,9,4,9,4.967,1.3076,0.897978,0.528502,0.831262,NA,NA
"48","m.10469",238,0,0,0,1,5.013,0.582,1,0.811569,0.796884,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"49","m.10472",547,5,7,3,4,-4.518,-1.1404,0.558201,0.87351,0.347851,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"50","m.10484",222,1,1,0,0,-0.399,-0.0409,0.996574,0.899426,0.69868,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"51","m.10496",298,9,11,7,11,7.088,1.3038,0.899405,0.530506,0.831221,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"52","m.10499",214,1,3,1,0,5.945,0.5772,1,0.812678,0.796435,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"53","m.10517",796,1,0,0,0,1.335,0.2824,1,0.865709,0.760991,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"54","m.1054",285,8,9,3,6,-8.838,-0.7034,0.77437,0.905346,0.493906,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"55","m.10558",176,1,3,1,2,-6.63,-0.6074,0.824394,0.909853,0.526764,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"56","m.10560",427,9,10,6,9,1.715,0.3449,1,0.856635,0.769946,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"57","m.10567",295,1,1,0,0,-10.549,-1.6109,0.357903,0.84087,0.204744,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"58","m.10575",652,1,1,0,2,3.795,0.5206,1,0.825079,0.790868,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"59","m.10586",414,0,1,0,0,-0.414,-0.0536,0.995735,0.900367,0.695619,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"60","m.1060",147,2,3,1,4,7.821,1.8859,0.49135,0.242322,0.825892,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"61","m.10603",487,0,1,0,0,5.77,0.6349,1,0.798734,0.801597,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"62","m.10605",698,4,5,1,2,9.582,1.96,0.442126,0.214107,0.824101,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"63","m.10621",420,3,3,3,3,4.542,1.0272,0.968481,0.664403,0.824909,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"64","m.10669",322,0,0,0,0,-4.721,-0.5773,0.839433,0.910945,0.537022,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"65","m.1069",424,2,3,1,1,-0.831,-0.1114,0.990349,0.904281,0.681096,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"66","m.10693",451,1,3,0,1,-0.925,-0.1443,0.986021,0.906229,0.672408,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"67","m.107",99,8,9,5,7,-11.429,-2.1204,0.172987,0.818359,0.090783,NA,NA
"68","m.10713",218,10,10,7,9,2.043,0.4443,1,0.83998,0.782499,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"69","m.10714",429,7,10,2,5,-1.787,-0.37,0.928996,0.913633,0.605698,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"70","m.10723",443,2,2,0,1,0.279,0.039,0.999549,0.892863,0.716838,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"71","m.10726",1630,2,2,4,5,4.674,0.7241,1,0.774324,0.808648,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"72","m.1073",371,3,4,1,3,-4.866,-1.2324,0.518573,0.866435,0.318145,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"73","m.1074",292,0,1,0,0,-12.717,-1.6755,0.332859,0.837251,0.187396,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"74","m.10744",282,6,9,1,3,-13.096,-2.9771,0.030838,0.803921,0.012284,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"75","m.10765",227,1,2,2,1,1.731,0.2481,1,0.870279,0.755697,NA,NA
"76","m.10767",590,0,0,0,1,-5.724,-0.8591,0.691214,0.895357,0.440918,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"77","m.10807",572,28,27,17,32,3.643,0.7919,0.997981,0.753244,0.813319,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"78","m.10812",189,5,4,2,2,2.167,0.2343,1,0.872041,0.753488,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"79","m.10817",422,1,1,0,0,7.116,1.4319,0.840842,0.461874,0.831988,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"80","m.10818",372,1,4,0,1,-0.115,-0.0133,0.998016,0.897283,0.705168,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"81","m.10831",206,4,4,0,1,1.727,0.3759,1,0.85175,0.774075,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"82","m.10852",208,1,1,0,2,3.932,0.7291,1,0.772846,0.809012,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"83","m.10862",241,0,0,0,0,5.046,1.0795,0.959584,0.641313,0.826642,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"84","m.10883",471,10,13,2,7,1.604,0.2705,1,0.867326,0.759186,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"85","m.10886",397,0,0,1,0,-2.75,-0.4634,0.892189,0.913516,0.575322,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"86","m.1089",117,5,7,4,6,-8.284,-1.4945,0.405026,0.847997,0.237623,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"87","m.10893",298,21,21,20,15,7.036,1.8229,0.539363,0.268059,0.827348,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"88","m.10905",398,5,5,3,6,3.548,0.5199,1,0.825225,0.790795,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"89","m.10914",217,4,6,4,4,3.968,0.8924,0.986713,0.718294,0.819097,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"90","m.10920",962,0,0,0,0,0.714,0.107,1,0.886417,0.730803,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"91","m.10928",723,14,4,4,5,-2.608,-0.452,0.897032,0.913629,0.57909,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"92","m.10938",346,3,5,1,5,3.208,0.3092,1,0.86194,0.764937,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"93","m.10944",532,0,2,0,1,3.953,0.62,1,0.802467,0.800312,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"94","m.10974",566,7,11,1,5,-8.771,-1.5306,0.390078,0.845706,0.227213,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"95","m.10998",251,0,1,0,0,4.596,0.7271,1,0.773439,0.808867,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"96","m.110",1165,43,56,26,33,8.041,2.6407,0.13752,0.041888,0.812087,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"97","m.1100",513,2,3,2,1,0.688,0.1065,1,0.886467,0.730705,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"98","m.1103",1107,0,3,0,2,-5.03,-0.709,0.771385,0.905039,0.491988,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"99","m.11035",299,0,0,1,3,-7.122,-0.8983,0.670923,0.89247,0.427738,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"100","m.11045",121,2,1,1,2,-4.146,-0.8668,0.687191,0.894799,0.438324,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"101","m.11093",943,0,0,0,0,-0.668,-0.0683,0.994618,0.90142,0.692017,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"102","m.11100",1144,6,6,4,5,1.924,0.4781,1,0.833623,0.786334,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"103","m.11107",150,7,10,6,8,4.451,1.1772,0.938485,0.595151,0.829179,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"104","m.11115",300,3,3,2,1,-8.549,-1.185,0.538991,0.870049,0.333394,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"105","m.11137",540,1,0,0,0,1.948,0.2363,1,0.871788,0.753811,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"106","m.11149",227,9,11,4,9,4.753,0.763,1,0.762501,0.811399,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"107","m.11152",593,1,0,0,0,-10.912,-1.7187,0.316349,0.834967,0.176186,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"108","m.11167",387,0,0,0,1,-1.422,-0.1817,0.979903,0.908187,0.662176,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"109","m.11180",213,0,1,0,1,1.746,0.271,1,0.867259,0.759262,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"110","m.11210",170,0,1,0,2,-6.316,-0.9547,0.642716,0.888157,0.408907,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"111","m.11237",275,0,0,0,0,-6.02,-0.7337,0.758164,0.903632,0.483536,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"112","m.1126",148,2,3,4,5,0.95,0.2183,1,0.874031,0.750868,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"113","m.11265",213,3,3,2,2,-5.034,-0.8097,0.71737,0.898816,0.457633,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"114","m.11277",156,0,0,0,0,-3.101,-0.4664,0.8909,0.913481,0.574328,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"115","m.11289",232,1,2,0,1,6.617,0.933,0.981709,0.702923,0.821065,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"116","m.11298",283,1,2,0,1,-6.206,-0.793,0.726308,0.899932,0.463307,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"117","m.113",378,56,59,40,46,2.093,1.3783,0.86813,0.490782,0.831819,NA,NA
"118","m.11307",740,0,1,1,1,-2.986,-0.37,0.928996,0.913633,0.605698,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"119","m.11313",319,0,0,0,0,1.998,0.1645,0.999948,0.880323,0.741582,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"120","m.11319",252,0,1,0,0,-7.556,-0.6278,0.813997,0.909021,0.519793,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"121","m.1133",280,3,3,0,0,-6.193,-0.9603,0.639986,0.887721,0.407045,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"122","m.11340",155,2,3,2,3,-0.412,-0.0938,0.992278,0.903154,0.68562,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"123","m.1135",538,15,15,9,10,12.811,0.8366,0.993163,0.738234,0.816056,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"124","m.11354",351,4,6,2,4,-2.427,-0.5196,0.867076,0.912567,0.556552,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"125","m.11369",202,4,4,1,3,8.037,1.2476,0.918663,0.559762,0.830479,NA,NA
"126","m.11382",877,1,1,0,1,-0.697,-0.0944,0.992216,0.903193,0.685467,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"127","m.1141",910,0,0,0,2,-4.313,-1.1021,0.574847,0.876519,0.360335,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"128","m.11430",456,6,3,1,0,-11.288,-1.9199,0.240942,0.825673,0.128823,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"129","m.1145",390,0,0,0,0,1.717,0.2425,1,0.870999,0.754806,NA,NA
"130","m.11458",213,3,4,2,2,-1.427,-0.1684,0.982228,0.907523,0.665857,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"131","m.11472",334,2,2,1,2,-7.871,-0.9454,0.647279,0.888878,0.412002,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"132","m.11482",410,1,0,0,0,-5.866,-0.642,0.806675,0.908401,0.514935,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"133","m.1149",736,1,1,1,1,-0.584,-0.0628,0.995055,0.901031,0.693372,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"134","m.115",216,10,11,6,8,7.517,1.241,0.920714,0.563145,0.830375,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"135","m.1152",2284,0,0,0,1,7.266,0.6404,1,0.797332,0.802064,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"136","m.11543",385,12,10,9,12,-6.527,-1.7031,0.322296,0.83578,0.180196,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"137","m.11553",214,8,7,6,8,15.758,1.8984,0.482459,0.237412,0.825594,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"138","m.11555",111,1,3,0,0,-5.663,-0.9345,0.652673,0.889719,0.415634,NA,NA
"139","m.1157",147,2,2,1,3,-5.212,-1.0936,0.578576,0.87719,0.363114,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"140","m.1159",503,0,1,0,0,-6.041,-0.8201,0.711822,0.898107,0.454105,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"141","m.11603",537,2,2,1,2,6.449,0.7354,1,0.770966,0.809466,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"142","m.1163",121,2,2,2,2,-4.866,-0.4629,0.892404,0.913521,0.575488,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"143","m.11636",357,2,3,0,0,3.829,0.5191,1,0.825391,0.790713,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"144","m.1168",430,0,0,0,0,-2.881,-0.2397,0.967798,0.910664,0.645607,"Q98943","Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2                      "
"145","m.11700",147,1,3,0,0,1.54,0.2758,1,0.86661,0.759994,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"146","m.11721",335,1,1,0,0,9.484,1.0632,0.962509,0.648636,0.826131,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"147","m.11724",829,7,6,2,5,7.136,1.005,0.97187,0.673841,0.82409,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
