"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"28","m.10260",232,0,1,1,1,-0.131,-0.0089,1,0.945315,0.854943,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"29","m.10264",203,0,1,0,1,-19.14,-1.3469,0.828637,0.95171,0.55851,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"30","m.1027",157,1,2,2,2,-10.416,-0.8217,0.931412,0.962493,0.724155,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"31","m.10304",278,4,4,3,4,9.208,1.797,0.667782,0.378635,0.897584,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"32","m.10324",680,4,4,3,4,-11.375,-0.5014,0.983259,0.963957,0.789489,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"33","m.10327",1122,2,2,2,2,-4.745,-0.4601,0.989086,0.963273,0.796731,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"34","m.10342",512,1,0,1,1,16.209,1.1164,0.916414,0.727879,0.898885,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"35","m.10346",250,2,3,1,3,-15.59,-0.9977,0.920609,0.959588,0.67767,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"36","m.1036",1192,1,1,2,2,9.304,0.8178,0.999999,0.824234,0.8956,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"37","m.10360",636,1,2,2,2,16.519,1.3116,0.901371,0.648654,0.899026,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"38","m.10378",725,2,3,3,3,4.25,0.4708,1,0.898485,0.884947,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"39","m.1038",113,5,4,5,5,-11.864,-1.4116,0.80371,0.949484,0.534353,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"40","m.10387",484,6,6,7,6,4.228,0.4751,1,0.897839,0.885123,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"41","m.104",1674,66,65,62,64,-4.074,-0.8223,0.931357,0.962483,0.724013,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"42","m.1041",396,5,6,5,3,11.783,1.1882,0.905161,0.701364,0.898986,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"43","m.1042",331,3,4,4,4,-3.642,-0.2889,0.999867,0.958408,0.823423,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"44","m.1044",836,0,1,0,0,-8.001,-0.7461,0.940209,0.963628,0.741267,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"45","m.10457",752,0,0,1,1,-2.805,-0.1761,0.999611,0.95391,0.837792,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"46","m.10463",220,0,1,1,1,7.813,0.4189,1,0.905877,0.882722,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"47","m.10468",320,8,10,8,9,-2.395,-0.3383,0.998791,0.960094,0.816316,NA,NA
"48","m.10469",238,0,0,0,1,-17.933,-1.2335,0.872229,0.95503,0.599768,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"49","m.10472",547,5,8,8,5,-8.842,-0.9125,0.925291,0.960984,0.701485,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"50","m.10484",222,1,1,1,0,-19.677,-2.4668,0.292526,0.910662,0.148069,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"51","m.10496",298,9,12,9,7,-4.044,-0.3154,0.999449,0.959336,0.819673,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"52","m.10499",214,2,4,2,2,17.631,1.1511,0.910005,0.715356,0.898949,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"53","m.10517",796,1,1,0,1,12.072,0.639,1,0.868653,0.890931,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"54","m.1054",285,8,10,10,7,-6.017,-0.4215,0.993394,0.96244,0.803238,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"55","m.10558",176,1,3,1,3,-1.523,-0.1323,0.99957,0.951915,0.84272,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"56","m.10560",427,9,11,7,10,-1.488,-0.1822,0.999642,0.954176,0.837078,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"57","m.10567",295,1,1,0,0,1.464,0.1292,1,0.935885,0.866078,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"58","m.10575",652,1,2,2,1,-11.178,-0.8599,0.928369,0.961863,0.714931,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"59","m.10586",414,0,2,1,1,-2.929,-0.3524,0.998226,0.960538,0.814195,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"60","m.1060",147,2,4,3,4,-8.958,-1.3383,0.832039,0.951991,0.561688,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"61","m.10603",487,0,1,1,1,-26.81,-2.0581,0.519203,0.925754,0.273611,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"62","m.10605",698,4,6,2,3,0.652,0.0663,1,0.940483,0.861308,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"63","m.10621",420,4,4,2,3,-2.086,-0.2846,0.999905,0.958253,0.824017,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"64","m.10669",322,0,1,0,0,-19.256,-1.7196,0.703069,0.93812,0.411262,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"65","m.1069",424,3,4,3,5,-25.276,-2.1209,0.478593,0.923342,0.250928,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"66","m.10693",451,1,4,2,1,8.919,0.5387,1,0.887609,0.887575,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"67","m.107",99,9,9,8,8,0.155,0.0349,1,0.942583,0.858742,NA,NA
"68","m.10713",218,10,11,8,6,2.64,0.5246,1,0.889988,0.887054,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"69","m.10714",429,8,10,7,8,25.038,1.999,0.531489,0.280202,0.895798,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"70","m.10723",443,3,2,2,3,-5.994,-0.7744,0.936463,0.96323,0.735022,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"71","m.10726",1630,3,3,4,4,-0.01,-9e-04,1,0.944833,0.855656,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"72","m.1073",371,4,5,4,3,-16.395,-1.3321,0.834496,0.95219,0.563974,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"73","m.1074",292,1,1,0,1,4.312,0.2807,1,0.922277,0.875761,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"74","m.10744",282,6,9,4,7,7.267,0.7876,0.999999,0.832837,0.894915,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"75","m.10763",330,0,0,1,1,-1.786,-0.085,0.999989,0.949567,0.847683,NA,NA
"76","m.10765",227,2,2,2,2,-14.701,-1.7471,0.692539,0.937134,0.399685,NA,NA
"77","m.10767",590,0,1,1,1,11.271,1.1436,0.911239,0.718105,0.898938,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"78","m.10807",572,29,28,32,31,-8.41,-2.3614,0.341779,0.914282,0.175602,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"79","m.10812",189,6,5,3,3,-17.488,-1.4598,0.786432,0.947727,0.516035,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"80","m.10817",422,1,2,1,1,-15.159,-1.4538,0.788512,0.947949,0.518332,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"81","m.10818",372,2,4,2,5,-22.445,-2.4434,0.302954,0.911439,0.153909,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"82","m.10831",206,4,4,4,4,8.822,0.7476,0.999999,0.843502,0.893947,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"83","m.10852",208,1,1,1,3,-14.308,-1.0325,0.91771,0.959021,0.667197,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"84","m.10862",241,0,1,0,1,1.637,0.1505,1,0.934201,0.867587,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"85","m.10883",471,10,13,9,11,1.003,0.0665,1,0.940469,0.861324,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"86","m.10886",397,0,0,1,0,-0.452,-0.0472,1,0.947529,0.851397,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"87","m.1089",117,6,7,6,6,-14.407,-1.4916,0.775745,0.946543,0.503774,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"88","m.10893",298,21,22,14,17,-6.562,-1.1796,0.889702,0.956301,0.618771,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"89","m.10905",398,5,5,6,3,10.163,1.1928,0.904704,0.699578,0.89899,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"90","m.10914",217,5,7,5,6,-12.194,-0.4785,0.986635,0.963605,0.793539,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"91","m.10920",962,0,1,0,0,-6.518,-0.6816,0.950548,0.96434,0.754898,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"92","m.10928",723,15,5,10,8,-3.554,-0.393,0.995826,0.961715,0.807869,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"93","m.10938",346,4,5,5,5,-8.727,-0.5886,0.967951,0.964654,0.773342,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"94","m.10944",532,1,3,1,1,-1.613,-0.1101,0.999705,0.950841,0.845094,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"95","m.10974",566,8,12,8,9,-14.469,-1.0753,0.91252,0.958304,0.653752,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"96","m.10998",251,1,1,0,0,-0.676,-0.0384,1,0.947034,0.852231,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"97","m.110",1165,44,56,37,45,7.121,1.6129,0.817721,0.481129,0.89873,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"98","m.1100",513,2,3,2,1,-6.49,-0.5742,0.970658,0.964609,0.776084,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"99","m.1103",1107,1,3,1,1,-11.095,-0.9305,0.924391,0.960685,0.696669,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"100","m.11035",299,0,1,0,2,-20.149,-2.7847,0.188503,0.901961,0.082208,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"101","m.11045",121,2,1,3,2,-14.63,-1.4307,0.796709,0.948795,0.52713,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"102","m.11093",943,0,0,1,0,-7.519,-0.9634,0.922712,0.960145,0.68757,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"103","m.11100",1144,6,7,8,8,6.452,0.6002,1,0.876429,0.889702,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"104","m.11107",150,8,10,10,11,2.454,0.248,1,0.925556,0.873868,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"105","m.11115",300,3,4,3,3,-14.205,-1.3692,0.819882,0.950965,0.550235,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"106","m.11137",540,1,1,0,0,1.548,0.1592,1,0.933493,0.868188,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"107","m.11149",227,9,11,9,7,-17.43,-1.723,0.701808,0.937997,0.409833,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"108","m.11152",593,1,1,0,1,5.283,0.6135,1,0.873829,0.890133,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"109","m.11167",387,1,0,0,1,8.524,0.8153,0.999999,0.824965,0.895545,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"110","m.11180",213,0,1,0,0,-11.781,-0.9837,0.921535,0.959815,0.681762,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"111","m.11210",170,1,2,2,2,-7.036,-1.451,0.789489,0.948052,0.519403,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"112","m.1126",148,3,3,5,3,-15.201,-1.5482,0.757894,0.944418,0.48156,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"113","m.11265",213,3,3,2,3,-6.637,-0.5335,0.977995,0.964332,0.783675,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"114","m.11277",156,0,1,1,1,-15.094,-1.1528,0.897034,0.956866,0.628016,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"115","m.11289",232,1,3,1,2,-1.036,-0.1244,0.999604,0.951538,0.843574,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"116","m.11298",283,2,2,2,2,2.836,0.1951,1,0.930445,0.870584,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"117","m.113",378,57,60,49,45,-8.223,-2.3048,0.370749,0.91634,0.191723,NA,NA
"118","m.11307",740,0,1,0,1,2.344,0.168,1,0.932765,0.868788,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"119","m.11313",319,0,1,0,0,0.248,0.0185,1,0.943632,0.85735,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"120","m.11319",252,1,1,1,1,-1.112,-0.0825,1,0.949437,0.847935,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"121","m.1133",280,4,4,2,1,-14.835,-1.6169,0.737092,0.941857,0.453886,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"122","m.11340",155,2,3,2,2,3.228,0.2906,1,0.921242,0.876315,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"123","m.1135",538,15,16,9,7,-1.051,-0.1441,0.999545,0.952468,0.841425,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"124","m.11354",351,4,7,5,3,-9.527,-1.5075,0.770598,0.945947,0.497586,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"125","m.11369",202,4,5,2,2,-5.254,-0.4365,0.991858,0.962785,0.800741,NA,NA
"126","m.11382",877,1,2,1,1,-12.751,-1.0591,0.914731,0.95858,0.658911,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"127","m.1141",910,1,1,1,3,-17.588,-1.3492,0.82773,0.951634,0.557659,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"128","m.11430",456,7,4,1,1,14.023,0.8708,0.988357,0.808301,0.896661,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"129","m.1145",390,0,1,1,0,-7.727,-0.5274,0.979038,0.964272,0.784792,NA,NA
"130","m.11458",213,4,4,3,2,-14.416,-1.5637,0.75318,0.943837,0.475384,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"131","m.11472",334,2,3,3,2,-23.004,-1.6254,0.734485,0.941544,0.45041,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"132","m.11482",410,1,0,0,0,-6.818,-0.6185,0.962251,0.964662,0.767552,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"133","m.1149",736,1,1,2,1,9.089,0.7066,0.999999,0.853621,0.892877,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"134","m.115",216,10,11,8,9,2.258,0.2974,1,0.92052,0.87669,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"135","m.1152",2284,1,0,0,1,8.931,0.6856,1,0.858503,0.892298,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"136","m.11543",385,12,10,7,7,9.192,1.2948,0.901196,0.656476,0.899022,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"137","m.11553",214,9,7,7,7,-15.215,-1.1891,0.886872,0.956091,0.615459,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"138","m.11555",111,2,3,1,1,-10.991,-0.9117,0.925333,0.960997,0.701696,NA,NA
"139","m.1157",147,2,3,3,3,15.963,0.985,0.95335,0.77218,0.898188,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"140","m.1159",503,0,1,1,0,5.524,0.5428,1,0.886905,0.887724,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"141","m.11603",537,3,2,1,1,-11.815,-1.5416,0.759917,0.944666,0.484177,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"142","m.1163",121,2,3,3,3,-2.398,-0.1328,0.999569,0.951939,0.842666,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"143","m.11636",357,3,3,0,2,9.854,0.5845,1,0.879412,0.889181,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"144","m.11687",197,0,0,1,1,-4.721,-0.5419,0.976532,0.964408,0.782128,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"145","m.11700",147,1,3,4,7,-13.137,-1.2386,0.870418,0.954899,0.597946,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"146","m.11721",335,1,2,0,2,-4.335,-0.3892,0.996102,0.961612,0.808475,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"147","m.11724",829,7,7,8,6,-22.688,-1.3251,0.837271,0.952413,0.566551,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
