"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"15","Pocillopora_acuta_HIv1_PredGene_11098_t",568,1,1,3,3,2.488,0.3604,0.72462,0.410146,0.831117,"shootin-1 isoform 1 ","","Q8C4F6"
"16","Pocillopora_acuta_HIv1_PredGene_11107_t",360,1,0,1,0,-8.525,-0.916,1,0.747532,0.71958,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial precursor ","K18123","Q6NY77"
"17","Pocillopora_acuta_HIv1_PredGene_1120_t",246,2,1,0,1,-7.017,-1.2089,1,0.779052,0.636947,"splicing factor 1 isoform X10 ","K02823","D3YZD0"
"18","Pocillopora_acuta_HIv1_PredGene_1126_t",379,1,0,3,3,-4.972,-0.7979,1,0.730589,0.74515,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial ","K00658","Q8CIE8"
"19","Pocillopora_acuta_HIv1_PredGene_11648_t",803,1,1,0,2,-9.145,-1.0657,1,0.765322,0.680996,"striatin-3 isoform 1 ","K17608","Q3TNV4"
"20","Pocillopora_acuta_HIv1_PredGene_11681_t",589,3,1,2,2,-16.274,-1.5722,0.941258,0.80049,0.49811,"RNA-binding motif, single-stranded-interacting protein 3 ","K24990","Q08C34"
"21","Pocillopora_acuta_HIv1_PredGene_11803_t",639,0,0,0,0,-10.58,-1.5829,0.938977,0.80087,0.493541,"hypothetical protein DDB_G0283095 ","","Q54RK9"
"22","Pocillopora_acuta_HIv1_PredGene_12017_t",122,2,3,2,4,-10.335,-2.7755,0.28079,0.779623,0.084861,"elongin-B ","K03873","F1QF30"
"23","Pocillopora_acuta_HIv1_PredGene_12069_t",543,3,4,2,1,-5.626,-0.8902,1,0.744064,0.725514,"WP_010889536.1 malate synthase A ","K01638","Q9RYN3"
"24","Pocillopora_acuta_HIv1_PredGene_12073_t",597,9,3,6,1,-10.121,-1.6715,0.913977,0.803536,0.455043,"apoptosis-inducing factor 3 isoform X2 ","K22747","F2Z4R3"
"25","Pocillopora_acuta_HIv1_PredGene_12117_t",212,3,1,2,3,-14.709,-2.2824,0.518134,0.797171,0.211955,"60S ribosomal protein L13 ","K02873","Q90Z10"
"26","Pocillopora_acuta_HIv1_PredGene_12155_t",556,27,37,24,14,-6.164,-2.1904,0.573378,0.800187,0.243136,"glucose-6-phosphate isomerase ","K01810","Q8C675"
"27","Pocillopora_acuta_HIv1_PredGene_12270_t",559,9,9,12,10,0.044,0.0055,0.896817,0.530731,0.832505,"asparagine synthetase ","K01953","Q8BPC8"
"28","Pocillopora_acuta_HIv1_PredGene_12357_t",437,0,0,0,2,-12.365,-1.8206,0.837244,0.80589,0.389496,"deoxyribonuclease gamma isoform 1 precursor ","K11995","B7Z707"
"29","Pocillopora_acuta_HIv1_PredGene_12368_t",112,4,2,4,10,6.74,1.1307,0.347203,0.184629,0.786861,"anoctamin-4 isoform X1 ","K19499","Q8CA37"
"30","Pocillopora_acuta_HIv1_PredGene_12927_t",2780,611,756,660,581,-3.061,-7.1703,0,0.737444,0,"COP1-interactive protein 1 ","K20478","Q38843"
"31","Pocillopora_acuta_HIv1_PredGene_130_t",685,0,0,0,0,6.083,0.9285,0.430376,0.23602,0.799362,"coiled-coil domain-containing protein 62 isoform X6 ","","E9PVD1"
"32","Pocillopora_acuta_HIv1_PredGene_13050_t",160,3,3,0,0,-8.356,-1.5867,0.938141,0.801002,0.491914,"no_annotation","K21995","-"
"33","Pocillopora_acuta_HIv1_PredGene_13208_t",521,0,0,0,1,3.165,0.2985,0.76052,0.431142,0.832872,"uncharacterized protein LOC641500 ","","B8JL34"
"34","Pocillopora_acuta_HIv1_PredGene_13279_t",220,0,0,0,0,9.941,0.7715,0.504178,0.280181,0.809417,"transmembrane emp24 domain-containing protein 4 precursor ","K20346","Q6IQH9"
"35","Pocillopora_acuta_HIv1_PredGene_13313_t",613,5,3,7,6,2.493,0.5861,0.597186,0.336515,0.820664,"carnitine O-acetyltransferase ","K00624","Q642H6"
"36","Pocillopora_acuta_HIv1_PredGene_1356_t",196,0,0,0,1,-9.201,-1.2149,1,0.779565,0.634941,"ADP-ribosylation factor-like protein 6 isoform X1 ","K07951","Q5M9P8"
"37","Pocillopora_acuta_HIv1_PredGene_13979_t",524,0,3,2,2,-5.424,-1.213,1,0.779403,0.635578,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform 11 ","K00627","P10515"
"38","Pocillopora_acuta_HIv1_PredGene_14125_t",1821,0,0,0,1,3.04,0.364,0.72251,0.408933,0.830998,"E3 SUMO-protein ligase RanBP2 isoform X1 ","K12172","B8JMJ5"
"39","Pocillopora_acuta_HIv1_PredGene_14247_t",313,0,0,0,0,-9.494,-0.8433,1,0.737431,0.735795,"glycerol-3-phosphate phosphatase ","K19269","F1QGU0"
"40","Pocillopora_acuta_HIv1_PredGene_14258_t",318,1,0,0,0,4.877,0.4503,0.672137,0.380204,0.827609,"lysosome-associated membrane glycoprotein 1a precursor ","K06528","Q6P299"
"41","Pocillopora_acuta_HIv1_PredGene_14283_t",460,0,0,0,0,-3.077,-0.4112,0.990468,0.652824,0.804454,"protein TFG isoform 1 ","K09292","Q9Z1A1"
"42","Pocillopora_acuta_HIv1_PredGene_1431_t",408,0,0,0,0,-11.775,-1.7856,0.85929,0.805596,0.40478,"acetyl-CoA acetyltransferase, mitochondrial isoform b precursor ","K00626","B2R6H1"
"43","Pocillopora_acuta_HIv1_PredGene_14319_t",155,17,18,14,18,3.536,0.7388,0.520096,0.289814,0.81148,"superoxide dismutase ","K04565","P08228"
"44","Pocillopora_acuta_HIv1_PredGene_14388_t",264,0,0,0,1,-3.557,-0.8925,1,0.744378,0.724993,"WP_021368890.1 collagen-like exosporium glycoprotein BclA1 ","K19721",""
"45","Pocillopora_acuta_HIv1_PredGene_14565_t",687,3,5,4,8,2.195,0.4491,0.672829,0.380599,0.827663,"serine/threonine-protein kinase PAK 3 isoform c ","K05733","Q5JWX1"
"46","Pocillopora_acuta_HIv1_PredGene_14568_t",589,7,4,8,12,-0.987,-0.1858,0.95151,0.590966,0.823964,"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform ","K03456","Q76MZ3"
"47","Pocillopora_acuta_HIv1_PredGene_14587_t",174,0,0,0,0,-3.679,-0.4516,0.994166,0.662686,0.799808,"hypothetical protein Rv1486c ","K09966","L0T6T0"
"48","Pocillopora_acuta_HIv1_PredGene_153_t",229,7,4,2,7,-8.897,-0.6592,1,0.706898,0.770371,"hypothetical protein DDB_G0280019 ","","Q54W12"
"49","Pocillopora_acuta_HIv1_PredGene_15455_t",192,4,1,4,10,-1.139,-0.1054,0.931058,0.566395,0.828398,"40S ribosomal protein S9 ","K02997","Q6P5M3"
"50","Pocillopora_acuta_HIv1_PredGene_15557_t",153,3,1,4,5,-3.146,-0.498,0.997155,0.673514,0.79404,"40S ribosomal protein S14 ","K02955","P62263"
"51","Pocillopora_acuta_HIv1_PredGene_15637_t",404,1,2,0,0,4.364,0.3693,0.719402,0.40715,0.830818,"WP_003426955.1 NAD(P)H-dependent glycerol-3-phosphate dehydrogenase ","K04940",""
"52","Pocillopora_acuta_HIv1_PredGene_15640_t",627,0,0,0,0,-7.354,-0.9755,1,0.755063,0.705113,"myotubularin-related protein 2 isoform 1 ","K18081","Q13614"
"53","Pocillopora_acuta_HIv1_PredGene_15641_t",1129,0,0,0,1,-2.184,-0.3342,0.980495,0.632952,0.812333,"MBT domain-containing protein 1 isoform X1 ","","E7F7F5"
"54","Pocillopora_acuta_HIv1_PredGene_1575_t",732,0,0,0,0,-3.372,-0.3928,0.988431,0.648202,0.806453,"kinesin-like protein KIF3B ","K20196","B2RMP4"
"55","Pocillopora_acuta_HIv1_PredGene_15924_t",657,16,23,26,21,-11.851,-6.6105,0,0.738017,0,"far upstream element-binding protein 3 ","K13210","Q5RKQ3"
"56","Pocillopora_acuta_HIv1_PredGene_16085_t",472,0,0,0,0,0.75,0.102,0.859787,0.498412,0.834273,"tyrosine-protein kinase CSK ","K05728","P41241"
"57","Pocillopora_acuta_HIv1_PredGene_16133_t",341,0,0,0,0,-2.549,-0.3442,0.982001,0.63561,0.811382,"45 kDa calcium-binding protein precursor ","K19934","Q7ZUC2"
"58","Pocillopora_acuta_HIv1_PredGene_16231_t",159,2,1,1,1,-9.461,-0.7003,1,0.714378,0.763398,"centrin-3 isoform 2 ","K16466","O15182"
"59","Pocillopora_acuta_HIv1_PredGene_16311_t",373,12,9,14,25,-7.252,-2.8361,0.260863,0.777768,0.073891,"isocitrate dehydrogenase ","K00031","Q802Y2"
"60","Pocillopora_acuta_HIv1_PredGene_16462_t",195,0,2,0,1,0.278,0.0325,0.887213,0.521788,0.833166,"dynein light chain roadblock-type 2 ","K10419","Q9DAJ5"
"61","Pocillopora_acuta_HIv1_PredGene_16522_t",201,0,0,0,0,14.168,1.3725,0.260906,0.131491,0.77392,"ribonuclease activity regulator protein RraA ","K02553","Q9I2W7"
"62","Pocillopora_acuta_HIv1_PredGene_16615_t",270,2,2,1,1,6.329,1.0904,0.36254,0.194381,0.789256,"eukaryotic translation initiation factor 3 subunit G ","K03248","Q7ZUH3"
"63","Pocillopora_acuta_HIv1_PredGene_16812_t",129,1,1,1,0,-4.712,-0.4099,0.99033,0.652501,0.804598,"ATP-dependent DNA helicase ","K01537","Q54LY5"
"64","Pocillopora_acuta_HIv1_PredGene_16815_t",557,4,0,0,0,-15.155,-1.4395,0.964195,0.794716,0.552701,"hypothetical protein DDB_G0283655 ","","Q54QS9"
"65","Pocillopora_acuta_HIv1_PredGene_17078_t",440,3,1,1,3,1.654,0.1501,0.838361,0.482015,0.834542,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"66","Pocillopora_acuta_HIv1_PredGene_17385_t",230,0,0,1,0,0.848,0.1179,0.852931,0.493007,0.834407,"oligoribonuclease, mitochondrial precursor ","K13288","Q9Y3B8"
"67","Pocillopora_acuta_HIv1_PredGene_17474_t",728,0,0,0,1,0.392,0.0339,0.886699,0.521321,0.833197,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial isoform 5 ","K03934","E7ENF3"
"68","Pocillopora_acuta_HIv1_PredGene_17567_t",638,0,1,1,1,-1.383,-0.1822,0.950664,0.589891,0.82419,"Aldo_ket_red domain-containing protein ","","Q18483"
"69","Pocillopora_acuta_HIv1_PredGene_17583_t",554,30,34,33,16,9.917,1.5278,0.210328,0.102848,0.766903,"pyruvate kinase M1/2b ","K00873","Q6DG54"
"70","Pocillopora_acuta_HIv1_PredGene_17795_t",235,0,0,1,1,-6.716,-0.9925,1,0.7571,0.700773,"pyridoxine-5'-phosphate oxidase ","K00275","Q3U445"
"71","Pocillopora_acuta_HIv1_PredGene_17906_t",138,2,3,3,2,-0.976,-0.0881,0.926211,0.560958,0.829189,"60S ribosomal protein L28 isoform 2 ","K02903","Q9BWQ0"
"72","Pocillopora_acuta_HIv1_PredGene_18036_t",424,0,0,0,0,-0.441,-0.0896,0.926638,0.561432,0.829123,"WP_004454949.1 Xaa-Pro peptidase family protein ","K08688","C9YPK2"
"73","Pocillopora_acuta_HIv1_PredGene_18115_t",396,0,0,0,0,-13.723,-2.3547,0.476813,0.79463,0.189014,"histone acetyltransferase type B catalytic subunit ","K11303","Q66HU5"
"74","Pocillopora_acuta_HIv1_PredGene_18150_t",1989,0,0,0,0,-9.797,-0.6351,0.999993,0.702322,0.774275,"multiple PDZ domain protein isoform X6 ","K06095","-"
"75","Pocillopora_acuta_HIv1_PredGene_18229_t",1023,1,1,0,0,-6.961,-1.4401,0.964098,0.794747,0.552464,"alpha-mannosidase 2C1 isoform X2 ","K01191","X1WCE5"
"76","Pocillopora_acuta_HIv1_PredGene_18292_t",1419,2,2,0,3,-8.516,-1.4494,0.962587,0.795218,0.548774,"host cell factor 1b ","K14966","A8WIP5"
"77","Pocillopora_acuta_HIv1_PredGene_1830_t",350,1,0,0,0,8.687,1.1642,0.334804,0.176708,0.78492,"TAR DNA-binding protein 43 ","K23600","A4GUK4"
"78","Pocillopora_acuta_HIv1_PredGene_1834_t",750,0,0,0,0,-5.578,-0.6787,0.999997,0.710497,0.767112,"endothelin-converting enzyme 1 isoform c ","K01415","B1AXF9"
"79","Pocillopora_acuta_HIv1_PredGene_18375_t",1965,1,1,0,0,-5.351,-0.996,1,0.757514,0.699868,"cilia- and flagella-associated protein 54 isoform 2 ","","Q96N23"
"80","Pocillopora_acuta_HIv1_PredGene_184_t",123,0,0,0,1,-4.481,-0.5206,0.998158,0.678592,0.791062,"elongin C paralog b ","K03872","Q502M9"
"81","Pocillopora_acuta_HIv1_PredGene_18496_t",426,1,1,2,1,5.462,1.375,0.260041,0.130995,0.773799,"homer protein homolog 2 isoform X1 ","K15010","Q9UNT7"
"82","Pocillopora_acuta_HIv1_PredGene_18504_t",766,0,0,0,0,10.061,1.1727,0.331698,0.174725,0.784434,"kinesin light chain 4 ","","Q3TCC5"
"83","Pocillopora_acuta_HIv1_PredGene_18532_t",1026,0,1,1,0,-0.483,-0.0531,0.915875,0.549809,0.830617,"ubiquitin-associated protein 2 isoform 7 ","","B4DH66"
"84","Pocillopora_acuta_HIv1_PredGene_18533_t",353,15,13,14,12,-5.398,-0.9619,1,0.753397,0.708518,"Heterogeneous nuclear ribonucleoprotein K homolog ","K12886","Q8I7G8"
"85","Pocillopora_acuta_HIv1_PredGene_18551_t",243,46,42,55,74,4.19,1.5797,0.195338,0.094261,0.76479,"tropomyosin alpha-3 chain isoform Tpm3.2cy ","","Q969Q2"
"86","Pocillopora_acuta_HIv1_PredGene_18740_t",513,39,48,49,52,2.446,1.9384,0.110033,0.047354,0.753405,"ATP synthase subunit beta, mitochondrial precursor ","K02133","A8K4X0"
"87","Pocillopora_acuta_HIv1_PredGene_19154_t",492,16,7,4,8,-7.117,-0.9083,1,0.74651,0.721372,"catalase ","K03781","P17336"
"88","Pocillopora_acuta_HIv1_PredGene_19179_t",341,2,1,0,1,-2.238,-0.2281,0.960959,0.603399,0.821115,"dickkopf-related protein 3 isoform c precursor ","K25493","Q9QUN9"
"89","Pocillopora_acuta_HIv1_PredGene_19560_t",121,0,0,1,1,2.599,0.557,0.612656,0.345712,0.822281,"V-type proton ATPase subunit F ","K02151","Q6DRK0"
"90","Pocillopora_acuta_HIv1_PredGene_196_t",205,0,1,2,1,-9.337,-1.1271,1,0.77157,0.662998,"uncharacterized protein Dmel_CG18815, isoform A ","K06130","Q9I7R0"
"91","Pocillopora_acuta_HIv1_PredGene_19618_t",655,0,0,0,0,-14.126,-2.0567,0.6631,0.803788,0.292277,"uncharacterized protein Dmel_CG10804, isoform D ","K05048","Q9W4S0"
"92","Pocillopora_acuta_HIv1_PredGene_19625_t",1160,0,3,1,1,-4.959,-0.6162,0.999949,0.698633,0.777245,"plasma membrane calcium-transporting ATPase 3 isoform 3b ","K05850","B7WNY5"
"93","Pocillopora_acuta_HIv1_PredGene_19703_t",1028,0,0,1,1,-15.577,-2.8025,0.271792,0.778781,0.079852,"EGF-like domain-containing protein ","K17307","B0G154"
"94","Pocillopora_acuta_HIv1_PredGene_19704_t",1094,12,7,11,8,8.652,1.6424,0.178567,0.08451,0.762401,"EGF-like domain-containing protein ","K06825","B0G154"
"95","Pocillopora_acuta_HIv1_PredGene_19706_t",2350,6,4,8,2,5.309,1.1094,0.355244,0.189753,0.788119,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor ","K24469","Q9H284"
"96","Pocillopora_acuta_HIv1_PredGene_19745_t",495,1,1,0,0,-12.493,-1.9838,0.717186,0.805134,0.320956,"Calcium/calmodulin-dependent protein kinase II, isoform H ","K04515","Q9V495"
"97","Pocillopora_acuta_HIv1_PredGene_20289_t",211,6,0,7,6,10.831,1.6918,0.166188,0.077293,0.760647,"40S ribosomal protein S5 ","K02989","Q96BN0"
"98","Pocillopora_acuta_HIv1_PredGene_20354_t",131,0,0,0,0,5.553,0.7111,0.533705,0.298082,0.813209,"SNARE-associated protein Snapin ","K20002","O95295"
"99","Pocillopora_acuta_HIv1_PredGene_2067_t",134,0,1,1,0,-14.99,-2.6479,0.328396,0.783913,0.111175,"charged multivesicular body protein 1, isoform B ","K12197","Q9VVR8"
"100","Pocillopora_acuta_HIv1_PredGene_20789_t",607,0,0,0,0,-23.783,-1.8794,0.796097,0.806015,0.3642,"leucine-rich repeat protein SHOC-2 isoform 1 ","K19613","Q5VZS9"
"101","Pocillopora_acuta_HIv1_PredGene_20807_t",2563,2,0,0,0,0.729,0.0977,0.861604,0.49987,0.834229,"hemicentin-1 isoform X1 ","K06825","A6NGE3"
"102","Pocillopora_acuta_HIv1_PredGene_21346_t",109,0,0,0,0,2.439,0.4357,0.680574,0.385015,0.828248,"DNA-directed RNA polymerase II subunit RPB4 isoform 3 ","K03012","Q9D7M8"
"103","Pocillopora_acuta_HIv1_PredGene_21441_t",165,16,11,7,9,-2.801,-0.4972,0.997115,0.673332,0.794143,"ribosomal protein S10b, isoform D ","K02947","A4V4S6"
"104","Pocillopora_acuta_HIv1_PredGene_21462_t",151,1,0,0,2,0.985,0.157,0.835119,0.479653,0.834548,"calcium-regulated heat-stable protein 1 ","","Q9BQ53"
"105","Pocillopora_acuta_HIv1_PredGene_21536_t",224,4,3,4,1,-4.833,-0.5766,0.999597,0.690613,0.78321,"GTP:AMP phosphotransferase AK3, mitochondrial isoform a ","K00944","Q9NPB4"
"106","Pocillopora_acuta_HIv1_PredGene_21541_t",507,0,2,1,2,5.862,0.7229,0.527893,0.294548,0.812475,"ran-binding protein 3 isoform X1 ","K15304","O75759"
"107","Pocillopora_acuta_HIv1_PredGene_21568_t",890,0,0,0,1,6.614,0.8095,0.485871,0.269166,0.806997,"transportin-1 isoform 2 ","K18752","B4DVC6"
"108","Pocillopora_acuta_HIv1_PredGene_2177_t",567,69,40,55,69,-5.979,-3.4781,0.059414,0.762886,0.011833,"radixin isoform a ","K05762","Q9QW27"
"109","Pocillopora_acuta_HIv1_PredGene_21861_t",452,11,5,11,14,4.282,0.8121,0.484626,0.26842,0.80683,"flavin-containing monooxygenase FMO GS-OX-like 1 ","K18277","E7F2R0"
"110","Pocillopora_acuta_HIv1_PredGene_22166_t",537,11,9,12,12,-3.096,-0.7574,1,0.724119,0.753021,"glucose-6-phosphate 1-dehydrogenase X ","K00036","Q790Y8"
"111","Pocillopora_acuta_HIv1_PredGene_22203_t",183,0,0,0,0,-2.666,-0.3777,0.986595,0.644349,0.808039,"mucin-5AC precursor ","","O60460"
"112","Pocillopora_acuta_HIv1_PredGene_2231_t",570,28,123,39,71,0.356,0.2827,0.769481,0.436538,0.833224,"uncharacterized protein Dmel_CG17068 ","","Q9VR80"
"113","Pocillopora_acuta_HIv1_PredGene_22317_t",386,3,0,3,2,-7.033,-1.3075,0.986646,0.786754,0.602653,"regulator of chromosome condensation isoform c ","K11493","Q5T081"
"114","Pocillopora_acuta_HIv1_PredGene_22420_t",327,4,1,2,3,10.621,1.814,0.137453,0.061182,0.756768,"40S ribosomal protein SA ","K02998","B2GNT1"
"115","Pocillopora_acuta_HIv1_PredGene_22496_t",261,4,0,2,3,5.664,0.5664,0.607625,0.342731,0.821765,"ribosomal protein L8, isoform A ","K02938","A4V1C0"
"116","Pocillopora_acuta_HIv1_PredGene_22695_t",402,20,22,23,31,-2.834,-0.9587,1,0.753001,0.709311,"sorting nexin-6 ","K17920","F8W5C6"
"117","Pocillopora_acuta_HIv1_PredGene_22824_t",288,0,0,0,0,-11.622,-1.3902,0.972392,0.792031,0.571884,"Leucine-rich repeat protein kinase family protein ","K06969",""
"118","Pocillopora_acuta_HIv1_PredGene_22876_t",265,3,4,5,4,-13.384,-3.0614,0.185601,0.771864,0.041609,"DUF4773 domain-containing protein ","","O01734"
"119","Pocillopora_acuta_HIv1_PredGene_22952_t",858,0,1,0,0,-6.639,-1.0439,1,0.762965,0.687074,"guanidine nucleotide exchange factor ","K15297","Q8I418"
"120","Pocillopora_acuta_HIv1_PredGene_23120_t",694,0,0,0,0,5.351,0.9595,0.416589,0.227738,0.797384,"no_annotation","K18024","-"
"121","Pocillopora_acuta_HIv1_PredGene_23188_t",278,36,26,12,6,3.959,0.8412,0.470776,0.260132,0.804966,"3-mercaptopyruvate sulfurtransferase isoform 2 ","K01011","A8MZ34"
"122","Pocillopora_acuta_HIv1_PredGene_23291_t",806,0,0,1,0,-9.52,-1.1339,1,0.772228,0.660923,"dipeptidyl peptidase 4 ","","B5DDZ4"
"123","Pocillopora_acuta_HIv1_PredGene_23331_t",198,3,4,1,3,6.299,0.6175,0.58083,0.326694,0.81886,"muscle protein 20, isoform A ","K20526","Q9V6M7"
"124","Pocillopora_acuta_HIv1_PredGene_23360_t",1226,2,1,2,1,0.172,0.023,0.890655,0.524944,0.832948,"unconventional myosin-VI isoform 3 ","K10358","Q5TEM6"
"125","Pocillopora_acuta_HIv1_PredGene_23373_t",292,1,0,0,0,0.643,0.1168,0.853412,0.493381,0.834399,"uncharacterized protein Dmel_CG31548 ","K14729","Q8IPP8"
"126","Pocillopora_acuta_HIv1_PredGene_2348_t",297,0,0,0,0,-9.258,-1.9204,0.765471,0.805831,0.346933,"Zinc metalloproteinase nas-14 ","K08076","Q19269"
"127","Pocillopora_acuta_HIv1_PredGene_23523_t",467,4,8,8,3,-9.494,-1.977,0.72235,0.805232,0.323697,"hexokinase A, isoform C ","K00844","Q9GNH8"
"128","Pocillopora_acuta_HIv1_PredGene_23524_t",468,1,2,2,1,5.076,0.7784,0.500838,0.278166,0.808979,"hexokinase HKDC1 isoform X2 ","K00844","Q3UKJ9"
"129","Pocillopora_acuta_HIv1_PredGene_23743_t",167,1,0,1,0,3.932,0.4975,0.645307,0.364799,0.825384,"dynactin subunit 3 ","K10425","Q6GQL6"
"130","Pocillopora_acuta_HIv1_PredGene_23746_t",270,3,0,4,1,-1.047,-0.189,0.952256,0.591919,0.823761,"60S ribosomal protein L7a ","K02936","Q6PBZ1"
"131","Pocillopora_acuta_HIv1_PredGene_23819_t",448,1,1,0,4,-11.803,-2.8015,0.27212,0.778812,0.080034,"pre-mRNA-splicing factor RBM22 ","K12872","A6NDM5"
"132","Pocillopora_acuta_HIv1_PredGene_23830_t",749,1,0,1,0,-1.323,-0.3494,0.982761,0.636984,0.810879,"catenin beta-1 isoform 1 ","K02105","Q8NI94"
"133","Pocillopora_acuta_HIv1_PredGene_24172_t",531,17,17,18,14,-15.314,-4.6133,0.000747,0.747606,0.000128,"mRNA cap guanine-N7 methyltransferase isoform 2 ","K00565","Q9UIJ9"
"134","Pocillopora_acuta_HIv1_PredGene_24188_t",429,1,0,0,1,-12.794,-2.6043,0.347251,0.785473,0.121189,"septin-7 isoform X7 ","K16944","Q16181"
"135","Pocillopora_acuta_HIv1_PredGene_24189_t",336,2,1,0,1,-7.948,-1.305,0.987069,0.786578,0.603555,"N-terminal EF-hand calcium-binding protein 1 ","K23854","Q80W91"
"136","Pocillopora_acuta_HIv1_PredGene_24205_t",367,0,0,3,4,-7.112,-0.675,0.999998,0.709821,0.767738,"melanotransferrin precursor ","K06569","Q9R0R1"
"137","Pocillopora_acuta_HIv1_PredGene_24225_t",139,2,0,1,0,-4.602,-0.8373,1,0.736551,0.737065,"60S ribosomal protein L9 ","K02940","Q53Z07"
"138","Pocillopora_acuta_HIv1_PredGene_24508_t",780,0,0,0,0,-15.815,-1.8847,0.792201,0.806003,0.361949,"RING finger protein unkempt homolog ","","Q9C0B0"
"139","Pocillopora_acuta_HIv1_PredGene_24551_t",289,0,0,1,0,11.517,1.0604,0.374322,0.201797,0.791076,"adhesion G protein-coupled receptor E1 ","K00763","-"
"140","Pocillopora_acuta_HIv1_PredGene_24687_t",267,2,0,1,0,-2.735,-0.3144,0.977333,0.627622,0.814153,"Pop2, isoform B ","K12581","Q8I0I5"
"141","Pocillopora_acuta_HIv1_PredGene_24968_t",869,0,0,0,0,-16.24,-2.2594,0.531596,0.797953,0.219545,"cat eye syndrome critical region protein 2 isoform 2 ","","Q658Z4"
"142","Pocillopora_acuta_HIv1_PredGene_25019_t",159,2,0,1,2,8.059,0.9707,0.411695,0.224782,0.796673,"tsunagi ","K12876","Q9V535"
"143","Pocillopora_acuta_HIv1_PredGene_25033_t",371,3,2,2,1,2.05,0.218,0.804717,0.458721,0.83424,"COUP transcription factor 2 isoform 1 ","K08547","Q3UST6"
"144","Pocillopora_acuta_HIv1_PredGene_25066_t",229,13,13,10,14,-10.018,-1.632,0.926684,0.802456,0.472331,"calumenin-A precursor ","K23901","Z4YIA7"
"145","Pocillopora_acuta_HIv1_PredGene_25132_t",518,2,2,5,1,-1.796,-0.3248,0.979019,0.630433,0.813207,"uncharacterized protein Dmel_CG8646 ","K01135","A1Z937"
