"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"34","Pocillopora_acuta_HIv1_PredGene_13979_t",524,0,3,3,6,-11.912,-3.0457,0.298312,0.844468,0.096581,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform 11 ","K00627","P10515"
"35","Pocillopora_acuta_HIv1_PredGene_14125_t",1821,0,0,0,0,-8.521,-1.1623,0.976097,0.840453,0.756033,"E3 SUMO-protein ligase RanBP2 isoform X1 ","K12172","B8JMJ5"
"36","Pocillopora_acuta_HIv1_PredGene_14247_t",313,0,0,0,0,-10.598,-1.8251,0.965198,0.868829,0.525844,"glycerol-3-phosphate phosphatase ","K19269","F1QGU0"
"37","Pocillopora_acuta_HIv1_PredGene_14258_t",318,1,0,0,0,-12.145,-2.4328,0.562508,0.862459,0.271201,"lysosome-associated membrane glycoprotein 1a precursor ","K06528","Q6P299"
"38","Pocillopora_acuta_HIv1_PredGene_14319_t",155,17,18,19,16,0.01,0.003,0.903477,0.659577,0.876546,"superoxide dismutase ","K04565","P08228"
"39","Pocillopora_acuta_HIv1_PredGene_14388_t",264,0,0,1,1,-16.165,-1.7859,0.977095,0.868016,0.543419,"WP_021368890.1 collagen-like exosporium glycoprotein BclA1 ","K19721",""
"40","Pocillopora_acuta_HIv1_PredGene_14565_t",687,3,5,5,5,0.893,0.1363,0.883082,0.624034,0.877375,"serine/threonine-protein kinase PAK 3 isoform c ","K05733","Q5JWX1"
"41","Pocillopora_acuta_HIv1_PredGene_14568_t",589,7,4,8,5,-0.191,-0.052,0.914392,0.673211,0.875766,"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform ","K03456","Q76MZ3"
"42","Pocillopora_acuta_HIv1_PredGene_14587_t",174,0,0,0,2,1.376,0.2229,0.872195,0.598639,0.877386,"hypothetical protein Rv1486c ","K09966","L0T6T0"
"43","Pocillopora_acuta_HIv1_PredGene_153_t",229,7,4,4,1,10.71,1.0638,0.530411,0.328297,0.853344,"hypothetical protein DDB_G0280019 ","","Q54W12"
"44","Pocillopora_acuta_HIv1_PredGene_15455_t",192,4,1,7,1,8.394,1.0705,0.528187,0.32624,0.853076,"40S ribosomal protein S9 ","K02997","Q6P5M3"
"45","Pocillopora_acuta_HIv1_PredGene_15557_t",153,3,1,3,3,-19.677,-3.2308,0.224978,0.840359,0.063501,"40S ribosomal protein S14 ","K02955","P62263"
"46","Pocillopora_acuta_HIv1_PredGene_15637_t",404,1,2,1,1,-10.555,-2.1419,0.773577,0.869794,0.383683,"WP_003426955.1 NAD(P)H-dependent glycerol-3-phosphate dehydrogenase ","K04940",""
"47","Pocillopora_acuta_HIv1_PredGene_15640_t",627,0,0,0,0,-6.193,-0.7732,0.995967,0.807108,0.821845,"myotubularin-related protein 2 isoform 1 ","K18081","Q13614"
"48","Pocillopora_acuta_HIv1_PredGene_15641_t",1129,0,0,1,1,-7.529,-1.1192,0.973288,0.837726,0.765043,"MBT domain-containing protein 1 isoform X1 ","","E7F7F5"
"49","Pocillopora_acuta_HIv1_PredGene_1575_t",732,0,0,0,0,7.238,1.08,0.524991,0.323324,0.852698,"kinesin-like protein KIF3B ","K20196","B2RMP4"
"50","Pocillopora_acuta_HIv1_PredGene_15924_t",657,16,23,14,31,-2.256,-0.9305,0.980365,0.823506,0.798617,"far upstream element-binding protein 3 ","K13210","Q5RKQ3"
"51","Pocillopora_acuta_HIv1_PredGene_16085_t",472,0,0,0,0,-3.728,-0.5142,0.992902,0.769366,0.851593,"tyrosine-protein kinase CSK ","K05728","P41241"
"52","Pocillopora_acuta_HIv1_PredGene_16133_t",341,0,0,0,1,-1.015,-0.1367,0.932884,0.693272,0.873852,"45 kDa calcium-binding protein precursor ","K19934","Q7ZUC2"
"53","Pocillopora_acuta_HIv1_PredGene_16231_t",159,2,1,1,1,-11.555,-2.0385,0.853864,0.870642,0.428879,"centrin-3 isoform 2 ","K16466","O15182"
"54","Pocillopora_acuta_HIv1_PredGene_16311_t",373,12,9,16,18,-3.462,-0.9745,0.976359,0.827261,0.791456,"isocitrate dehydrogenase ","K00031","Q802Y2"
"55","Pocillopora_acuta_HIv1_PredGene_16462_t",195,0,2,2,0,1.553,0.3639,0.844034,0.553409,0.87667,"dynein light chain roadblock-type 2 ","K10419","Q9DAJ5"
"56","Pocillopora_acuta_HIv1_PredGene_16522_t",201,0,0,0,0,-7.49,-0.8659,0.987223,0.817365,0.808583,"ribonuclease activity regulator protein RraA ","K02553","Q9I2W7"
"57","Pocillopora_acuta_HIv1_PredGene_16615_t",270,2,2,1,1,-18.894,-2.7196,0.434037,0.853245,0.178601,"eukaryotic translation initiation factor 3 subunit G ","K03248","Q7ZUH3"
"58","Pocillopora_acuta_HIv1_PredGene_16812_t",129,1,1,1,0,-6.588,-0.603,0.998686,0.783741,0.842725,"ATP-dependent DNA helicase ","K01537","Q54LY5"
"59","Pocillopora_acuta_HIv1_PredGene_16815_t",557,4,0,0,1,-1.036,-0.1528,0.936447,0.696967,0.873377,"hypothetical protein DDB_G0283655 ","","Q54QS9"
"60","Pocillopora_acuta_HIv1_PredGene_17050_t",312,0,0,0,1,-8.566,-0.8082,0.993061,0.811187,0.816982,"matrix metalloproteinase-19 isoform X2 ","K07998","O15278"
"61","Pocillopora_acuta_HIv1_PredGene_17078_t",440,3,1,2,1,-12.473,-1.596,1,0.862272,0.623595,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"62","Pocillopora_acuta_HIv1_PredGene_17389_t",235,0,0,0,0,1.347,0.2168,0.873012,0.600491,0.877396,"uncharacterized protein LOC100126128 ","K00522","A7YYB6"
"63","Pocillopora_acuta_HIv1_PredGene_17567_t",638,0,1,2,0,1.872,0.2097,0.873945,0.602636,0.877405,"Aldo_ket_red domain-containing protein ","","Q18483"
"64","Pocillopora_acuta_HIv1_PredGene_17572_t",921,0,0,1,0,-12.759,-1.132,0.973937,0.838549,0.762433,"hypothetical protein DDB_G0283979 ","","Q54QA1"
"65","Pocillopora_acuta_HIv1_PredGene_17583_t",554,30,34,28,40,-9.526,-5.5938,7.9e-05,0.81787,7e-06,"pyruvate kinase M1/2b ","K00873","Q6DG54"
"66","Pocillopora_acuta_HIv1_PredGene_17795_t",235,0,0,1,0,-19.479,-2.6114,0.478005,0.856608,0.211669,"pyridoxine-5'-phosphate oxidase ","K00275","Q3U445"
"67","Pocillopora_acuta_HIv1_PredGene_17906_t",138,2,3,2,2,-9.227,-1.4657,1,0.856979,0.671232,"60S ribosomal protein L28 isoform 2 ","K02903","Q9BWQ0"
"68","Pocillopora_acuta_HIv1_PredGene_18036_t",424,0,0,1,2,-5.332,-1.0832,0.972266,0.835337,0.772113,"WP_004454949.1 Xaa-Pro peptidase family protein ","K08688","C9YPK2"
"69","Pocillopora_acuta_HIv1_PredGene_18150_t",1989,0,0,0,1,2.908,0.2542,0.867666,0.588985,0.877312,"multiple PDZ domain protein isoform X6 ","K06095","-"
"70","Pocillopora_acuta_HIv1_PredGene_18229_t",1023,1,1,1,0,-7.752,-1.5239,1,0.85948,0.650765,"alpha-mannosidase 2C1 isoform X2 ","K01191","X1WCE5"
"71","Pocillopora_acuta_HIv1_PredGene_18292_t",1419,2,2,2,2,12.419,1.231,0.466969,0.277576,0.846948,"host cell factor 1b ","K14966","A8WIP5"
"72","Pocillopora_acuta_HIv1_PredGene_1830_t",350,1,0,0,0,-0.787,-0.0872,0.921944,0.681678,0.875085,"TAR DNA-binding protein 43 ","K23600","A4GUK4"
"73","Pocillopora_acuta_HIv1_PredGene_1834_t",750,0,0,0,1,-5.337,-0.6416,0.999819,0.789537,0.838422,"endothelin-converting enzyme 1 isoform c ","K01415","B1AXF9"
"74","Pocillopora_acuta_HIv1_PredGene_18375_t",1965,1,1,1,0,-4.614,-0.6511,0.999948,0.79092,0.837322,"cilia- and flagella-associated protein 54 isoform 2 ","","Q96N23"
"75","Pocillopora_acuta_HIv1_PredGene_184_t",123,0,0,0,0,-3.17,-0.4935,0.991033,0.765812,0.853452,"elongin C paralog b ","K03872","Q502M9"
"76","Pocillopora_acuta_HIv1_PredGene_18496_t",426,1,1,2,4,3.281,0.5248,0.776501,0.49861,0.874159,"homer protein homolog 2 isoform X1 ","K15010","Q9UNT7"
"77","Pocillopora_acuta_HIv1_PredGene_18504_t",766,0,0,0,0,5.864,0.8511,0.603302,0.393366,0.862365,"kinesin light chain 4 ","","Q3TCC5"
"78","Pocillopora_acuta_HIv1_PredGene_18532_t",1026,0,1,0,2,2.227,0.4794,0.799513,0.514137,0.875102,"ubiquitin-associated protein 2 isoform 7 ","","B4DH66"
"79","Pocillopora_acuta_HIv1_PredGene_18533_t",353,15,13,18,12,-15.157,-3.7966,0.060584,0.83082,0.013163,"Heterogeneous nuclear ribonucleoprotein K homolog ","K12886","Q8I7G8"
"80","Pocillopora_acuta_HIv1_PredGene_18551_t",243,46,42,52,45,-2.466,-1.2584,0.987393,0.84617,0.733407,"tropomyosin alpha-3 chain isoform Tpm3.2cy ","","Q969Q2"
"81","Pocillopora_acuta_HIv1_PredGene_18740_t",513,39,48,69,41,-3.904,-1.2757,0.989896,0.847158,0.728918,"ATP synthase subunit beta, mitochondrial precursor ","K02133","A8K4X0"
"82","Pocillopora_acuta_HIv1_PredGene_18962_t",641,0,0,0,1,-1.782,-0.1984,0.946283,0.707232,0.871818,"hephaestin isoform i precursor ","K14735","Q9BQS7"
"83","Pocillopora_acuta_HIv1_PredGene_19154_t",492,16,7,26,6,7.867,1.7629,0.272786,0.143183,0.830255,"catalase ","K03781","P17336"
"84","Pocillopora_acuta_HIv1_PredGene_19179_t",341,2,1,0,0,4.54,0.8022,0.624366,0.408397,0.86449,"dickkopf-related protein 3 isoform c precursor ","K25493","Q9QUN9"
"85","Pocillopora_acuta_HIv1_PredGene_19560_t",121,0,0,0,1,-8.203,-1.0102,0.973962,0.830083,0.785389,"V-type proton ATPase subunit F ","K02151","Q6DRK0"
"86","Pocillopora_acuta_HIv1_PredGene_196_t",205,0,1,2,0,-11.716,-1.568,1,0.861226,0.634384,"uncharacterized protein Dmel_CG18815, isoform A ","K06130","Q9I7R0"
"87","Pocillopora_acuta_HIv1_PredGene_19618_t",655,0,0,0,2,-5.365,-0.5079,0.992343,0.768293,0.852167,"uncharacterized protein Dmel_CG10804, isoform D ","K05048","Q9W4S0"
"88","Pocillopora_acuta_HIv1_PredGene_19625_t",1160,0,3,0,5,-3.758,-0.7255,0.998757,0.801141,0.828178,"plasma membrane calcium-transporting ATPase 3 isoform 3b ","K05850","B7WNY5"
"89","Pocillopora_acuta_HIv1_PredGene_19703_t",1028,0,0,0,3,-6.444,-1.2128,0.981343,0.84351,0.744613,"EGF-like domain-containing protein ","K17307","B0G154"
"90","Pocillopora_acuta_HIv1_PredGene_19704_t",1094,12,7,9,12,0.96,0.1053,0.88712,0.632659,0.877285,"EGF-like domain-containing protein ","K06825","B0G154"
"91","Pocillopora_acuta_HIv1_PredGene_19706_t",2350,6,4,3,8,-8.393,-1.5531,1,0.86065,0.640003,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor ","K24469","Q9H284"
"92","Pocillopora_acuta_HIv1_PredGene_19745_t",495,1,1,2,1,-8.648,-1.5201,1,0.859323,0.652141,"Calcium/calmodulin-dependent protein kinase II, isoform H ","K04515","Q9V495"
"93","Pocillopora_acuta_HIv1_PredGene_20155_t",274,0,0,0,0,-8.546,-1.1745,0.977194,0.841204,0.753364,"pre-mRNA-splicing factor ISY1 homolog ","K12870","A4FUN5"
"94","Pocillopora_acuta_HIv1_PredGene_20289_t",211,6,0,4,4,13.642,1.3839,0.398829,0.234235,0.841475,"40S ribosomal protein S5 ","K02989","Q96BN0"
"95","Pocillopora_acuta_HIv1_PredGene_20354_t",131,0,0,1,0,-0.15,-0.0135,0.906609,0.663722,0.876345,"SNARE-associated protein Snapin ","K20002","O95295"
"96","Pocillopora_acuta_HIv1_PredGene_2067_t",134,0,1,0,0,-14.038,-2.3241,0.631034,0.86581,0.310663,"charged multivesicular body protein 1, isoform B ","K12197","Q9VVR8"
"97","Pocillopora_acuta_HIv1_PredGene_20807_t",2563,2,0,0,3,-9.752,-2.1302,0.783088,0.869947,0.388676,"hemicentin-1 isoform X1 ","K06825","A6NGE3"
"98","Pocillopora_acuta_HIv1_PredGene_21346_t",109,0,0,0,0,-1.364,-0.3114,0.967612,0.731346,0.866527,"DNA-directed RNA polymerase II subunit RPB4 isoform 3 ","K03012","Q9D7M8"
"99","Pocillopora_acuta_HIv1_PredGene_21441_t",165,16,11,13,11,-1.24,-0.778,0.995608,0.807682,0.821189,"ribosomal protein S10b, isoform D ","K02947","A4V4S6"
"100","Pocillopora_acuta_HIv1_PredGene_21462_t",151,1,0,2,0,-16.46,-1.9029,0.934463,0.870019,0.490471,"calcium-regulated heat-stable protein 1 ","","Q9BQ53"
"101","Pocillopora_acuta_HIv1_PredGene_21536_t",224,4,3,2,4,-14.459,-2.1487,0.768026,0.869698,0.380797,"GTP:AMP phosphotransferase AK3, mitochondrial isoform a ","K00944","Q9NPB4"
"102","Pocillopora_acuta_HIv1_PredGene_21541_t",507,0,2,2,1,-5.891,-0.6473,0.999904,0.790369,0.837764,"ran-binding protein 3 isoform X1 ","K15304","O75759"
"103","Pocillopora_acuta_HIv1_PredGene_21568_t",890,0,0,0,0,-2.8,-0.4748,0.989198,0.762537,0.855065,"transportin-1 isoform 2 ","K18752","B4DVC6"
"104","Pocillopora_acuta_HIv1_PredGene_2177_t",567,69,40,58,68,-9.535,-4.5624,0.004765,0.822072,0.000936,"radixin isoform a ","K05762","Q9QW27"
"105","Pocillopora_acuta_HIv1_PredGene_21861_t",452,11,5,9,10,0.126,0.0227,0.899911,0.654562,0.876753,"flavin-containing monooxygenase FMO GS-OX-like 1 ","K18277","E7F2R0"
"106","Pocillopora_acuta_HIv1_PredGene_22141_t",521,0,0,0,1,4.832,0.9001,0.584541,0.378397,0.860223,"centrosomal protein of 85 kDa-like isoform X4 ","K16072","Q5T323"
"107","Pocillopora_acuta_HIv1_PredGene_22166_t",537,11,9,14,16,-11.163,-3.1997,0.236969,0.841009,0.068377,"glucose-6-phosphate 1-dehydrogenase X ","K00036","Q790Y8"
"108","Pocillopora_acuta_HIv1_PredGene_22203_t",183,0,0,0,0,6.984,0.9012,0.584143,0.378061,0.860175,"mucin-5AC precursor ","","O60460"
"109","Pocillopora_acuta_HIv1_PredGene_2231_t",570,28,123,32,100,-8.194,-4.0318,0.027449,0.827589,0.006219,"uncharacterized protein Dmel_CG17068 ","","Q9VR80"
"110","Pocillopora_acuta_HIv1_PredGene_22317_t",386,3,0,2,1,-0.443,-0.0728,0.91882,0.678237,0.875382,"regulator of chromosome condensation isoform c ","K11493","Q5T081"
"111","Pocillopora_acuta_HIv1_PredGene_22420_t",327,4,1,3,1,-3.943,-0.5001,0.991644,0.766954,0.852868,"40S ribosomal protein SA ","K02998","B2GNT1"
"112","Pocillopora_acuta_HIv1_PredGene_22496_t",261,4,0,6,0,3.871,0.698,0.67749,0.441136,0.868767,"ribosomal protein L8, isoform A ","K02938","A4V1C0"
"113","Pocillopora_acuta_HIv1_PredGene_22695_t",402,20,22,22,19,-2.82,-0.4573,0.987361,0.759416,0.856516,"sorting nexin-6 ","K17920","F8W5C6"
"114","Pocillopora_acuta_HIv1_PredGene_22824_t",288,0,0,0,0,-6.018,-0.6453,0.999874,0.790077,0.837996,"Leucine-rich repeat protein kinase family protein ","K06969",""
"115","Pocillopora_acuta_HIv1_PredGene_22876_t",265,3,4,4,5,-2.272,-0.4706,0.988765,0.761792,0.855418,"DUF4773 domain-containing protein ","","O01734"
"116","Pocillopora_acuta_HIv1_PredGene_22952_t",858,0,1,0,0,-2.965,-0.4348,0.984842,0.755324,0.858303,"guanidine nucleotide exchange factor ","K15297","Q8I418"
"117","Pocillopora_acuta_HIv1_PredGene_23120_t",694,0,0,0,0,-16.604,-1.6506,0.999998,0.864179,0.601697,"no_annotation","K18024","-"
"118","Pocillopora_acuta_HIv1_PredGene_23188_t",278,36,26,38,4,-5.061,-0.9267,0.980732,0.823166,0.79922,"3-mercaptopyruvate sulfurtransferase isoform 2 ","K01011","A8MZ34"
"119","Pocillopora_acuta_HIv1_PredGene_23291_t",806,0,0,1,0,-17.902,-2.753,0.420399,0.852253,0.168908,"dipeptidyl peptidase 4 ","","B5DDZ4"
"120","Pocillopora_acuta_HIv1_PredGene_23331_t",198,3,4,6,2,-3.452,-0.6734,1,0.794098,0.83468,"muscle protein 20, isoform A ","K20526","Q9V6M7"
"121","Pocillopora_acuta_HIv1_PredGene_23360_t",1226,2,1,0,2,-8.753,-1.1174,0.973213,0.837609,0.765406,"unconventional myosin-VI isoform 3 ","K10358","Q5TEM6"
"122","Pocillopora_acuta_HIv1_PredGene_23373_t",292,1,0,0,3,-15.136,-2.6999,0.442022,0.853841,0.184438,"uncharacterized protein Dmel_CG31548 ","K14729","Q8IPP8"
"123","Pocillopora_acuta_HIv1_PredGene_2348_t",297,0,0,0,0,-7.027,-0.6195,0.999288,0.786253,0.840918,"Zinc metalloproteinase nas-14 ","K08076","Q19269"
"124","Pocillopora_acuta_HIv1_PredGene_23523_t",467,4,8,8,9,-11.542,-2.8864,0.364622,0.848505,0.132991,"hexokinase A, isoform C ","K00844","Q9GNH8"
"125","Pocillopora_acuta_HIv1_PredGene_23524_t",468,1,2,2,0,-1.218,-0.1827,0.942951,0.703732,0.87239,"hexokinase HKDC1 isoform X2 ","K00844","Q3UKJ9"
"126","Pocillopora_acuta_HIv1_PredGene_23710_t",463,0,0,0,3,-10.36,-2.1901,0.734152,0.869018,0.363486,"oncoprotein-induced transcript 3 protein precursor ","K24431","P97806"
"127","Pocillopora_acuta_HIv1_PredGene_23743_t",167,1,0,0,1,-2.693,-0.3837,0.978429,0.745707,0.862027,"dynactin subunit 3 ","K10425","Q6GQL6"
"128","Pocillopora_acuta_HIv1_PredGene_23746_t",270,3,0,3,0,-8.345,-1.3599,1,0.851806,0.70513,"60S ribosomal protein L7a ","K02936","Q6PBZ1"
"129","Pocillopora_acuta_HIv1_PredGene_23819_t",448,1,1,1,1,-6.115,-0.9448,0.978961,0.824762,0.796325,"pre-mRNA-splicing factor RBM22 ","K12872","A6NDM5"
"130","Pocillopora_acuta_HIv1_PredGene_23830_t",749,1,0,1,0,-0.037,-0.0069,0.905343,0.66207,0.876429,"catenin beta-1 isoform 1 ","K02105","Q8NI94"
"131","Pocillopora_acuta_HIv1_PredGene_24172_t",531,17,17,16,13,12.3,1.9042,0.237161,0.113743,0.827338,"mRNA cap guanine-N7 methyltransferase isoform 2 ","K00565","Q9UIJ9"
"132","Pocillopora_acuta_HIv1_PredGene_24188_t",429,1,0,0,0,-7.623,-1.573,1,0.861416,0.63248,"septin-7 isoform X7 ","K16944","Q16181"
"133","Pocillopora_acuta_HIv1_PredGene_24189_t",336,2,1,1,0,-4.633,-0.5337,0.994501,0.772645,0.849769,"N-terminal EF-hand calcium-binding protein 1 ","K23854","Q80W91"
"134","Pocillopora_acuta_HIv1_PredGene_24205_t",367,0,0,1,4,2.629,0.4071,0.829967,0.53884,0.876211,"melanotransferrin precursor ","K06569","Q9R0R1"
"135","Pocillopora_acuta_HIv1_PredGene_24225_t",139,2,0,0,0,-10.246,-1.4773,1,0.857496,0.667257,"60S ribosomal protein L9 ","K02940","Q53Z07"
"136","Pocillopora_acuta_HIv1_PredGene_24508_t",780,0,0,0,2,-6.752,-1.1392,0.974381,0.839007,0.760941,"RING finger protein unkempt homolog ","","Q9C0B0"
"137","Pocillopora_acuta_HIv1_PredGene_24551_t",289,0,0,1,0,11.926,1.192,0.483317,0.289211,0.848394,"adhesion G protein-coupled receptor E1 ","K00763","-"
"138","Pocillopora_acuta_HIv1_PredGene_24687_t",267,2,0,0,4,-15.654,-2.4139,0.573318,0.863069,0.277868,"Pop2, isoform B ","K12581","Q8I0I5"
"139","Pocillopora_acuta_HIv1_PredGene_24968_t",869,0,0,1,0,3.36,0.4751,0.801562,0.51561,0.875181,"cat eye syndrome critical region protein 2 isoform 2 ","","Q658Z4"
"140","Pocillopora_acuta_HIv1_PredGene_25019_t",159,2,0,4,1,-11.672,-2.1818,0.740934,0.869168,0.36692,"tsunagi ","K12876","Q9V535"
"141","Pocillopora_acuta_HIv1_PredGene_25033_t",371,3,2,3,5,-18.604,-2.307,0.643201,0.86629,0.317133,"COUP transcription factor 2 isoform 1 ","K08547","Q3UST6"
"142","Pocillopora_acuta_HIv1_PredGene_25066_t",229,13,13,10,9,-10.638,-2.5816,0.490516,0.85757,0.221185,"calumenin-A precursor ","K23901","Z4YIA7"
"143","Pocillopora_acuta_HIv1_PredGene_25132_t",518,2,2,3,4,4.236,0.5237,0.777086,0.498985,0.874184,"uncharacterized protein Dmel_CG8646 ","K01135","A1Z937"
"144","Pocillopora_acuta_HIv1_PredGene_25279_t",171,3,7,4,1,3.836,0.4598,0.808584,0.520851,0.875448,"neudesin precursor ","K17278","A1KYQ8"
"145","Pocillopora_acuta_HIv1_PredGene_25309_t",283,0,0,0,1,-11.075,-0.8828,0.985399,0.819049,0.806035,"titin ","K08626","B0S757"
