"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"81","m.10767",590,0,1,0,0,-8.425,-0.801,0.954527,0.975745,0.764918,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"82","m.10779",234,0,0,0,1,-11.48,-0.6073,1,0.974881,0.812873,"O13066","Ran GTPase-activating protein 1 OS=Xenopus laevis GN=rangap1 PE=2 SV=1                   "
"83","m.10807",572,29,28,19,29,14.01,2.0843,0.40469,0.287828,0.922508,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"84","m.10812",189,6,5,2,5,6.061,0.7298,0.966456,0.895551,0.922325,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"85","m.10817",422,1,2,1,1,-4.166,-0.2708,1,0.967413,0.869806,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"86","m.10818",372,2,4,1,2,5.029,0.3246,0.985842,0.933695,0.914498,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"87","m.10831",206,4,4,2,3,-10.409,-0.6296,1,0.975225,0.80777,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"88","m.10852",208,1,1,1,1,-11.917,-0.7609,0.968164,0.976043,0.775301,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"89","m.10862",241,0,1,0,1,1.094,0.1041,1,0.950553,0.903486,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"90","m.10883",471,10,13,8,10,-8.1,-0.9871,0.887618,0.971352,0.715453,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"91","m.1089",117,6,7,6,5,5.523,0.4912,0.967006,0.920261,0.918928,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"92","m.10893",298,21,22,10,19,3.184,0.3428,0.983502,0.932224,0.915126,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"93","m.10905",398,5,5,2,7,4.549,0.2875,0.990499,0.936699,0.913086,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"94","m.10914",217,5,7,2,6,3.795,0.3125,0.987385,0.934674,0.914057,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"95","m.10920",962,0,1,0,1,-3.87,-0.2046,0.99998,0.965278,0.877514,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"96","m.10928",723,15,5,6,7,-11.802,-1.0479,0.86857,0.969177,0.698762,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"97","m.10938",346,4,5,1,4,15.386,1.5146,0.81984,0.545664,0.927932,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"98","m.10944",532,1,3,0,1,-2.963,-0.2062,0.999984,0.965333,0.877338,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"99","m.10974",566,8,12,2,6,-10.815,-1.3516,0.801426,0.95765,0.602944,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"100","m.10998",251,1,1,0,1,3.583,0.3296,0.985201,0.933291,0.914674,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"101","m.110",1165,44,56,32,43,-8.847,-1.461,0.776669,0.95397,0.560676,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"102","m.1100",513,2,3,1,1,7.778,0.4509,0.970657,0.923539,0.918095,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"103","m.1103",1107,1,3,0,2,-4.75,-0.441,1,0.971789,0.845237,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"104","m.11035",299,0,1,0,1,4.023,0.3005,0.988896,0.935646,0.913601,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"105","m.11045",121,2,1,0,1,-2.293,-0.1804,1,0.964426,0.88011,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"106","m.11100",1144,6,7,1,5,-7.974,-0.4835,1,0.972675,0.837847,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"107","m.11107",150,8,10,8,9,-10.377,-0.7912,0.957956,0.975842,0.767468,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"108","m.11115",300,3,4,1,2,-15.025,-0.8848,0.923899,0.974312,0.742868,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"109","m.11137",540,1,1,0,0,-3.071,-0.2458,1,0.966639,0.872825,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"110","m.11149",227,9,11,4,6,1.727,0.2501,0.994832,0.939721,0.911477,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"111","m.11152",593,1,1,0,1,-4.734,-0.4521,1,0.972028,0.84336,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"112","m.11167",387,1,0,0,0,-29.939,-1.6086,0.733002,0.949403,0.497331,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"113","m.11180",213,0,1,0,0,0.806,0.0391,1,0.954468,0.89915,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"114","m.11210",170,1,2,1,0,-19.725,-1.4913,0.768663,0.952999,0.548218,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"115","m.1126",148,3,3,2,6,-13.864,-0.9549,0.898583,0.972398,0.724151,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"116","m.11265",213,3,3,3,3,-9.707,-0.6778,0.991611,0.975828,0.796211,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"117","m.11277",156,0,1,0,0,-7.845,-0.9131,0.913507,0.973607,0.735342,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"118","m.11289",232,1,3,1,1,-0.598,-0.0326,1,0.958219,0.893738,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"119","m.11298",283,2,2,1,2,-3.488,-0.2669,1,0.967295,0.870286,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"120","m.113",378,57,60,24,35,-5.883,-1.5968,0.736868,0.949754,0.502623,NA,NA
"121","m.11307",740,0,1,0,1,-8.664,-0.922,0.910278,0.973365,0.732968,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"122","m.11313",319,0,1,0,1,-4.19,-0.2104,0.999998,0.965477,0.876874,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"123","m.11319",252,1,1,0,1,-16.204,-1.0767,0.860386,0.968085,0.690688,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"124","m.1133",280,4,4,0,2,7.207,0.5803,0.962321,0.91254,0.920413,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"125","m.11340",155,2,3,3,4,-9.837,-0.8029,0.953855,0.975724,0.764422,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"126","m.1135",538,15,16,6,10,-17.25,-1.7211,0.694656,0.946193,0.445196,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"127","m.11354",351,4,7,4,4,-28.06,-1.6076,0.733331,0.949433,0.497781,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"128","m.11369",202,4,5,2,5,3.887,0.3081,0.987942,0.935031,0.913892,NA,NA
"129","m.11382",877,1,2,0,2,-8.794,-0.666,0.994252,0.97571,0.799088,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"130","m.1141",910,1,1,1,4,4.317,0.3797,0.978803,0.929253,0.916278,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"131","m.11430",456,7,4,0,4,-11.86,-0.7442,0.973473,0.976089,0.779579,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"132","m.1145",390,0,1,1,0,-1.203,-0.0966,1,0.961134,0.888278,NA,NA
"133","m.11458",213,4,4,4,4,-0.539,-0.0366,1,0.958413,0.893415,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"134","m.11472",334,2,3,1,4,-13.848,-0.6939,0.987706,0.975955,0.792243,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"135","m.11482",410,1,0,0,1,2.402,0.1903,1,0.944465,0.908501,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"136","m.1149",736,1,1,0,2,7.955,0.4985,0.966437,0.919659,0.919066,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"137","m.115",216,10,11,5,9,9.399,1.2219,0.999993,0.729009,0.92753,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"138","m.1152",2284,1,0,0,2,-15.032,-0.6387,0.999609,0.975361,0.805631,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"139","m.11543",385,12,10,11,11,-1.684,-0.1658,1,0.963891,0.881623,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"140","m.11553",214,9,7,6,10,0.552,0.0436,1,0.954214,0.899467,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"141","m.11555",111,2,3,2,1,-5.386,-0.444,1,0.971854,0.844733,NA,NA
"142","m.1157",147,2,3,1,3,-6.927,-0.6506,0.997405,0.975526,0.802799,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"143","m.1159",503,0,1,0,0,-4.315,-0.2678,1,0.967322,0.870175,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"144","m.11603",537,3,2,0,1,-5.44,-0.5547,1,0.974007,0.824151,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"145","m.1163",121,2,3,6,6,-22.924,-2.248,0.438408,0.934988,0.191689,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"146","m.11636",357,3,3,0,1,-11.226,-1.2988,0.811773,0.959539,0.621738,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"147","m.11687",197,0,0,1,1,4.928,0.3589,0.981435,0.930926,0.915648,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"148","m.11700",147,1,3,0,0,2.388,0.1631,1,0.946507,0.907003,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
