"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"19","m.10139",271,0,1,0,0,1.009,0.0739,0.997203,0.995557,0.960122,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,2,1,1,0,1.043,0.0733,0.997205,0.995558,0.960104,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10183",616,1,0,0,1,5.918,0.355,0.997404,0.994948,0.966594,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"22","m.10194",572,19,16,16,17,-23.628,-1.5842,0.997402,0.981024,0.884101,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"23","m.10199",219,7,9,5,7,-11.116,-0.6809,0.944036,0.989172,0.936293,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"24","m.10205",893,0,1,0,0,-2.29,-0.2515,0.987276,0.995436,0.948484,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"25","m.10239",279,1,2,0,0,-19.194,-1.3333,0.982427,0.98056,0.92706,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"26","m.10254",141,2,2,0,0,-12.512,-0.8706,0.928698,0.985185,0.936579,NA,NA
"27","m.10260",232,0,1,0,0,3.538,0.2332,0.997404,0.995255,0.964143,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"28","m.10264",203,0,1,0,0,-9.58,-0.4839,0.964198,0.992808,0.940404,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"29","m.1027",157,1,2,2,1,4.249,0.4403,0.997404,0.994688,0.968046,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"30","m.10304",278,4,4,4,4,24.446,1.5799,0.9974,0.977987,0.976166,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"31","m.10324",680,4,4,3,1,-2.956,-0.2036,0.991087,0.99565,0.950367,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"32","m.10327",1122,2,2,1,1,30.346,1.1265,0.997402,0.989705,0.974606,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"33","m.10342",512,1,0,0,1,-8.256,-0.6437,0.947968,0.989922,0.93678,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"34","m.10346",250,2,3,1,2,-0.347,-0.0176,0.997395,0.995696,0.957292,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"35","m.1036",1192,1,1,0,1,-1.908,-0.1854,0.992319,0.995703,0.951084,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"36","m.10360",636,1,2,1,2,19.989,1.2494,0.997402,0.987695,0.975166,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"37","m.10378",725,2,3,0,1,0.676,0.033,0.997333,0.99562,0.958911,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"38","m.1038",113,5,4,4,4,6.137,0.705,0.997404,0.993542,0.971468,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"39","m.10387",484,6,6,7,5,9.465,0.7459,0.997403,0.993304,0.971878,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"40","m.104",1674,66,65,57,55,-3.001,-1.67,0.9974,0.981158,0.86252,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"41","m.1041",396,5,6,2,2,-4.764,-0.4269,0.969907,0.993666,0.942143,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"42","m.1042",331,3,4,2,3,2.477,0.1881,0.997404,0.995353,0.963106,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"43","m.1044",836,0,1,0,0,6.613,0.4265,0.997404,0.994733,0.967824,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"44","m.10457",752,0,0,1,0,-4.75,-0.3467,0.978098,0.99466,0.944887,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"45","m.10463",220,0,1,0,1,1.849,0.1088,0.997221,0.995503,0.96109,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"46","m.10468",320,8,10,8,6,-4.625,-0.3838,0.9743,0.994235,0.943578,NA,NA
"47","m.10469",238,0,0,1,0,5.68,0.3729,0.997404,0.994897,0.966915,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"48","m.10472",547,5,8,2,2,6.854,0.4955,0.997403,0.994496,0.968885,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"49","m.10484",222,1,1,1,1,-3.763,-0.1906,0.99198,0.99569,0.950879,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"50","m.10496",298,9,12,7,5,-0.854,-0.1078,0.996019,0.995784,0.954082,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"51","m.10499",214,2,4,0,0,-7.148,-0.5495,0.957671,0.991697,0.938662,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"52","m.10517",796,1,1,0,0,-13.214,-0.9724,0.929569,0.983275,0.938073,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"53","m.1054",285,8,10,3,3,0.723,0.046,0.997285,0.9956,0.959305,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"54","m.10558",176,1,3,1,2,4.042,0.2074,0.997405,0.995312,0.963559,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"55","m.10560",427,9,11,9,8,-7.323,-0.8856,0.928291,0.984882,0.936776,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"56","m.10567",295,1,1,0,0,5.351,0.4488,0.997404,0.99466,0.96818,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"57","m.10575",652,1,2,1,1,-7.745,-0.4382,0.968765,0.993505,0.941783,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"58","m.10586",414,0,2,0,0,1.04,0.0602,0.997238,0.995578,0.959726,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"59","m.1060",147,2,4,2,2,-7.698,-0.5232,0.960297,0.992156,0.939324,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"60","m.10603",487,0,1,1,0,-19.169,-1.9173,0.997398,0.981433,0.77349,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"61","m.10605",698,4,6,1,1,-0.521,-0.052,0.997173,0.995742,0.956113,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"62","m.10621",420,4,4,4,2,-8.384,-0.6633,0.945897,0.98953,0.936503,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"63","m.10669",322,0,1,0,0,3.333,0.2988,0.997404,0.995098,0.965522,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"64","m.1069",424,3,4,4,3,13.878,1.0462,0.997403,0.990738,0.974168,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"65","m.10693",451,1,4,1,2,9.047,0.309,0.997405,0.995072,0.965724,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"66","m.107",99,9,9,5,6,-11.375,-0.6721,0.944965,0.989351,0.936393,NA,NA
"67","m.10713",218,10,11,9,8,-13.243,-1.1399,0.948616,0.981205,0.93837,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"68","m.10714",429,8,10,5,3,-2.695,-0.1758,0.992915,0.995725,0.951461,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"69","m.10723",443,3,2,1,1,-6.227,-0.3385,0.978933,0.994745,0.945184,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"70","m.10726",1630,3,3,6,7,7.086,0.6525,0.997403,0.99382,0.970901,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"71","m.1073",371,4,5,3,2,-13.149,-0.9163,0.928012,0.984283,0.937222,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"72","m.1074",292,1,1,0,1,-13.116,-0.7475,0.937248,0.98778,0.935859,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"73","m.10744",282,6,9,4,4,1.578,0.1841,0.997404,0.995361,0.96301,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"74","m.10763",330,0,0,1,0,29.715,0.9096,0.997403,0.992114,0.973268,NA,NA
"75","m.10765",227,2,2,2,2,10.506,0.5719,0.997403,0.994193,0.96993,NA,NA
"76","m.10767",590,0,1,1,0,-19.03,-0.829,0.93067,0.986048,0.936135,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"77","m.10807",572,29,28,28,27,-16.493,-1.5531,0.997402,0.980969,0.890973,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"78","m.10812",189,6,5,2,3,2.137,0.1239,0.9973,0.995478,0.961493,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"79","m.10817",422,1,2,0,1,-3.37,-0.2725,0.98539,0.995305,0.947668,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"80","m.10818",372,2,4,1,2,2.492,0.1777,0.997404,0.995374,0.962856,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"81","m.10831",206,4,4,2,2,6.532,0.432,0.997404,0.994715,0.967913,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"82","m.10852",208,1,1,2,0,6.492,0.4257,0.997403,0.994736,0.967811,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"83","m.10862",241,0,1,0,1,-9.334,-0.5428,0.958342,0.991816,0.938825,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"84","m.10883",471,10,13,7,6,-2.645,-0.2551,0.98696,0.995415,0.948344,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"85","m.10886",397,0,0,0,1,-27.314,-1.1985,0.958421,0.980838,0.936665,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"86","m.1089",117,6,7,6,6,25.336,1.2598,0.997401,0.987496,0.975208,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"87","m.10893",298,21,22,21,19,-7.104,-1.8862,0.997399,0.981406,0.787225,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"88","m.10905",398,5,5,5,4,1.301,0.1024,0.997204,0.995513,0.960917,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"89","m.10914",217,5,7,4,4,3.528,0.3851,0.997404,0.994861,0.967129,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"90","m.10920",962,0,1,0,0,-3.58,-0.3163,0.981166,0.994958,0.946003,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"91","m.10928",723,15,5,4,7,-1.512,-0.0978,0.996312,0.995781,0.954455,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"92","m.10938",346,4,5,2,3,5.931,0.4228,0.997404,0.994745,0.967764,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"93","m.10944",532,1,3,0,0,-1.731,-0.1328,0.995108,0.99578,0.953132,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"94","m.10974",566,8,12,4,3,-6.972,-0.6567,0.946595,0.989662,0.936591,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"95","m.10998",251,1,1,0,1,28.704,1.8695,0.997398,0.958815,0.97663,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"96","m.110",1165,44,56,35,35,-12.144,-3.1566,0.236103,0.97766,0.186226,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"97","m.1100",513,2,3,3,2,-10.454,-0.7852,0.933854,0.986977,0.935879,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"98","m.1103",1107,1,3,1,1,-8.659,-0.6545,0.946827,0.989706,0.936622,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"99","m.11035",299,0,1,4,3,-10.439,-0.854,0.929345,0.985526,0.936382,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"100","m.11045",121,2,1,1,1,-3.826,-0.2351,0.988665,0.995522,0.949127,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"101","m.11093",943,0,0,1,0,-8.161,-0.5719,0.955412,0.991293,0.938141,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"102","m.11100",1144,6,7,6,4,-4.356,-0.3982,0.972826,0.994053,0.943088,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"103","m.11107",150,8,10,5,6,-19.945,-1.4871,0.997401,0.98084,0.904079,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"104","m.11115",300,3,4,1,2,3.429,0.3202,0.997404,0.995043,0.965942,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"105","m.11137",540,1,1,0,0,8.75,0.5796,0.997404,0.99416,0.970028,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"106","m.11149",227,9,11,7,9,6.64,0.6064,0.997403,0.994041,0.970361,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"107","m.11152",593,1,1,0,0,0.511,0.0385,0.997313,0.995611,0.959079,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"108","m.11167",387,1,0,1,0,1.079,0.0604,0.997238,0.995578,0.959732,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"109","m.11180",213,0,1,1,1,-41.745,-1.308,0.977824,0.980562,0.929559,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"110","m.11210",170,1,2,0,1,5.39,0.2249,0.997405,0.995274,0.963958,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"111","m.1126",148,3,3,4,4,4.153,0.3838,0.997403,0.994865,0.967106,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"112","m.11265",213,3,3,2,2,-11.107,-1.0058,0.931781,0.982742,0.938512,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"113","m.11277",156,0,1,0,0,-25.808,-1.0663,0.938024,0.981925,0.938944,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"114","m.11289",232,1,3,1,1,5.321,0.2827,0.997403,0.995139,0.965197,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"115","m.11298",283,2,2,1,2,-15.331,-0.9706,0.929477,0.983305,0.938047,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"116","m.113",378,57,60,41,45,2.32,0.7769,0.997403,0.993109,0.972171,NA,NA
"117","m.11307",740,0,1,1,1,17.097,0.9144,0.997403,0.992072,0.973303,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"118","m.11313",319,0,1,0,0,6.224,0.2999,0.997403,0.995096,0.965544,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"119","m.11319",252,1,1,0,0,0.981,0.1162,0.997254,0.995491,0.961289,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"120","m.1133",280,4,4,0,0,-2.634,-0.2356,0.988623,0.99552,0.949107,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"121","m.11340",155,2,3,4,3,-5.183,-0.5195,0.960665,0.992219,0.939421,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"122","m.1135",538,15,16,10,9,5.838,0.5306,0.997404,0.994362,0.969381,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"123","m.11354",351,4,7,2,4,12.9,1.1486,0.997402,0.989386,0.974716,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"124","m.11369",202,4,5,3,3,-5.567,-0.3969,0.972958,0.99407,0.943132,NA,NA
"125","m.11382",877,1,2,0,0,-7.831,-0.365,0.976226,0.994458,0.944234,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"126","m.1141",910,1,1,0,0,-14.312,-0.7541,0.936621,0.98764,0.935849,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"127","m.11430",456,7,4,1,1,-3.37,-0.3125,0.981544,0.994992,0.946145,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"128","m.1145",390,0,1,0,1,-9.532,-0.8585,0.92915,0.985433,0.936433,NA,NA
"129","m.11458",213,4,4,3,5,7.97,0.5422,0.997404,0.994316,0.969539,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"130","m.11472",334,2,3,2,2,-2.046,-0.2612,0.986418,0.995378,0.948106,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"131","m.11482",410,1,0,0,1,-14.594,-0.7893,0.933516,0.98689,0.935893,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"132","m.1149",736,1,1,1,1,-11.409,-0.6712,0.94506,0.98937,0.936404,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"133","m.115",216,10,11,6,8,27.033,1.1271,0.997402,0.989697,0.974609,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"134","m.1152",2284,1,0,0,0,-19.275,-0.6782,0.944321,0.989227,0.936323,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"135","m.11543",385,12,10,9,10,31.293,1.3908,0.997402,0.984504,0.975673,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"136","m.11553",214,9,7,7,5,-13.468,-0.7538,0.936649,0.987647,0.935849,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"137","m.11555",111,2,3,1,0,-6.78,-0.4681,0.965771,0.993056,0.940867,NA,NA
"138","m.1157",147,2,3,2,2,13.068,1.0465,0.997403,0.990734,0.97417,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"139","m.1159",503,0,1,0,0,15.004,1.2399,0.997402,0.987873,0.975127,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"140","m.11603",537,3,2,2,1,2.906,0.2254,0.997405,0.995273,0.963969,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"141","m.1163",121,2,3,2,2,-7.817,-0.4596,0.966618,0.993187,0.941122,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"142","m.11636",357,3,3,0,1,2.818,0.1794,0.997404,0.99537,0.962897,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"143","m.11700",147,1,3,2,1,-11.33,-0.7717,0.935012,0.987265,0.93585,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"144","m.11721",335,1,2,0,1,10.843,0.531,0.997404,0.994361,0.969386,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"145","m.11724",829,7,7,2,2,0.906,0.0589,0.997243,0.99558,0.959688,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"146","m.11725",118,1,1,1,1,3.695,0.2817,0.997404,0.995141,0.965177,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
