"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"28","m.10260",232,0,1,1,1,17.666,0.6435,0.422597,0.135659,0.66263,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"29","m.10264",203,0,1,0,1,-38.205,-1.4404,0.651786,0.577723,0.282136,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"30","m.1027",157,1,2,2,2,-20.724,-1.0748,0.871386,0.556366,0.400854,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"31","m.10304",278,4,4,3,4,25.27,2.4063,0.008131,0.00254,0.52754,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"32","m.10324",680,4,4,3,4,-34.129,-1.6067,0.570068,0.579049,0.231536,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"33","m.10327",1122,2,2,2,2,-0.952,-0.0583,0.986334,0.328001,0.649219,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"34","m.10342",512,1,0,1,1,53.186,2.1178,0.017571,0.005948,0.538678,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"35","m.10346",250,2,3,1,3,-44.02,-1.0832,0.866485,0.557228,0.398072,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"36","m.1036",1192,1,1,2,2,39.718,1.5281,0.074377,0.025793,0.577981,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"37","m.10360",636,1,2,2,2,47.927,1.7188,0.048093,0.016647,0.562524,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"38","m.10378",725,2,3,3,3,49.436,1.697,0.050556,0.017531,0.564153,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"39","m.1038",113,5,4,5,5,-17.947,-1.5039,0.618798,0.578664,0.262499,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"40","m.10387",484,6,6,7,6,1.842,0.2006,0.808036,0.247887,0.672265,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"41","m.104",1674,66,65,62,64,-5.613,-1.4932,0.624174,0.578548,0.265782,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"42","m.1041",396,5,6,5,3,13.868,0.6926,0.390067,0.125726,0.658872,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"43","m.1042",331,3,4,4,4,-23.364,-0.9351,0.94367,0.539151,0.446772,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"44","m.1044",836,0,1,0,0,-1.774,-0.0644,0.988304,0.329916,0.648432,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"45","m.10457",752,0,0,1,1,5.556,0.1962,0.81229,0.249192,0.67206,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"46","m.10463",220,0,1,1,1,30.014,0.6911,0.391037,0.126022,0.658992,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"47","m.10468",320,8,10,8,9,-20.786,-0.8571,0.972549,0.527212,0.47172,NA,NA
"48","m.10469",238,0,0,0,1,-52.814,-2.1742,0.249432,0.563987,0.095217,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"49","m.10472",547,5,8,8,5,-18.972,-1.8442,0.450686,0.576022,0.165449,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"50","m.10484",222,1,1,1,0,-70.767,-4.3031,0.000585,0.510405,0.000172,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"51","m.10496",298,9,12,9,7,-23.505,-2.3435,0.180416,0.555555,0.069902,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"52","m.10499",214,2,4,2,2,41.24,1.3734,0.105972,0.036019,0.592202,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"53","m.10517",796,1,1,0,1,31.674,1.0988,0.187964,0.062377,0.61963,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"54","m.1054",285,8,10,10,7,-0.849,-0.0564,0.9857,0.327404,0.649462,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"55","m.10558",176,1,3,1,3,1.96,0.0838,0.90993,0.283415,0.664535,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"56","m.10560",427,9,11,7,10,-10.45,-1.1297,0.838692,0.561658,0.382666,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"57","m.10567",295,1,1,0,0,4.284,0.1494,0.855929,0.263252,0.669454,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"58","m.10575",652,1,2,2,1,-17.011,-0.598,1,0.476801,0.546427,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"59","m.10586",414,0,2,1,1,-2.641,-0.2745,1,0.393629,0.616155,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"60","m.1060",147,2,4,3,4,-12.59,-0.592,1,0.475456,0.547962,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"61","m.10603",487,0,1,1,1,-71.059,-1.983,0.362897,0.572021,0.132318,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"62","m.10605",698,4,6,2,3,5.212,0.4952,0.531847,0.168746,0.671491,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"63","m.10621",420,4,4,2,3,-15.701,-0.8943,0.960048,0.533109,0.459914,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"64","m.10669",322,0,1,0,0,-48.029,-1.9994,0.352251,0.571438,0.128742,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"65","m.1069",424,3,4,3,5,-51.796,-2.4068,0.161572,0.552423,0.061894,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"66","m.10693",451,1,4,2,1,31.334,0.7791,0.336745,0.109467,0.651488,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"67","m.107",99,9,9,8,8,-14.47,-1.0185,0.902927,0.550079,0.41947,NA,NA
"68","m.10713",218,10,11,8,6,0.242,0.0341,0.943407,0.298938,0.659868,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"69","m.10714",429,8,10,7,8,60.89,2.5515,0.005304,0.001583,0.523551,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"70","m.10723",443,3,2,2,3,15.286,0.6574,0.413224,0.132795,0.661602,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"71","m.10726",1630,3,3,4,4,4.426,0.3403,0.669544,0.208212,0.675287,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"72","m.1073",371,4,5,4,3,-29.75,-1.601,0.572676,0.579059,0.233223,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"73","m.1074",292,1,1,0,1,17.22,0.8663,0.288592,0.094654,0.643278,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"74","m.10744",282,6,9,4,7,6.316,0.5019,0.526485,0.167152,0.671186,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"75","m.10763",330,0,0,1,1,-7.457,-0.2817,1,0.395699,0.614879,NA,NA
"76","m.10765",227,2,2,2,2,-31.998,-1.4078,0.669748,0.576989,0.292359,NA,NA
"77","m.10767",590,0,1,1,1,48.862,1.8803,0.032755,0.011179,0.551581,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"78","m.10807",572,29,28,32,31,-20.691,-2.8056,0.074845,0.535785,0.025735,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"79","m.10812",189,6,5,3,3,-59.888,-2.1707,0.251199,0.564155,0.095809,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"80","m.10817",422,1,2,1,1,-59.233,-2.2656,0.208335,0.559479,0.080785,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"81","m.10818",372,2,4,2,5,-46.303,-3.8555,0.003257,0.51449,0.00094,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"82","m.10831",206,4,4,4,4,5.14,0.3694,0.641716,0.20042,0.675098,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"83","m.10852",208,1,1,1,3,-21.134,-0.9744,0.925547,0.544541,0.433965,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"84","m.10862",241,0,1,0,1,-17.338,-1.1269,0.840392,0.561408,0.383594,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"85","m.10883",471,10,13,9,11,16.546,0.8823,0.280408,0.092104,0.641709,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"86","m.10886",397,0,0,1,0,11.435,0.2416,0.767607,0.235876,0.673852,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"87","m.1089",117,6,7,6,6,-24.161,-1.5164,0.612607,0.578781,0.258677,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"88","m.10893",298,21,22,14,17,-9.791,-1.2345,0.773838,0.56956,0.348118,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"89","m.10905",398,5,5,6,3,19.39,1.9258,0.029201,0.009947,0.548835,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"90","m.10914",217,5,7,5,6,-8.29,-0.3404,1,0.41224,0.60403,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"91","m.10920",962,0,1,0,0,-17.339,-1.4817,0.630032,0.578404,0.269322,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"92","m.10928",723,15,5,10,8,-6.269,-0.2794,1,0.395039,0.615288,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"93","m.10938",346,4,5,5,5,-17.614,-1.2389,0.771097,0.569831,0.346677,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"94","m.10944",532,1,3,1,1,6.236,0.223,0.78609,0.24129,0.673206,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"95","m.10974",566,8,12,8,9,-20.623,-0.9579,0.933414,0.54233,0.439357,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"96","m.10998",251,1,1,0,0,-9.622,-0.4042,1,0.42949,0.591312,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"97","m.110",1165,44,56,37,45,9.776,1.7271,0.047184,0.01632,0.561913,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"98","m.1100",513,2,3,2,1,-15.2,-0.685,0.999905,0.495434,0.523104,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"99","m.1103",1107,1,3,1,1,-9.464,-0.6525,1,0.488665,0.532049,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"100","m.11035",299,0,1,0,2,-58.67,-2.3399,0.181581,0.555736,0.070379,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"101","m.11045",121,2,1,3,2,-38.064,-1.8952,0.419518,0.574746,0.152702,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"102","m.11093",943,0,0,1,0,-9.585,-0.463,1,0.444674,0.578706,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"103","m.11100",1144,6,7,8,8,-1.699,-0.1535,1,0.357614,0.635896,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"104","m.11107",150,8,10,10,11,-5.042,-0.4088,1,0.430703,0.590357,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"105","m.11115",300,3,4,3,3,-39.684,-4.468,0.000299,0.50951,8.6e-05,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"106","m.11137",540,1,1,0,0,19.499,0.6884,0.392786,0.126556,0.659207,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"107","m.11149",227,9,11,9,7,4.494,0.3574,0.653097,0.203613,0.675208,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"108","m.11152",593,1,1,0,1,44.003,2.432,0.007567,0.002342,0.526768,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"109","m.11167",387,1,0,0,1,13.203,0.6405,0.424637,0.136282,0.662848,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"110","m.11180",213,0,1,0,0,-35.326,-2.269,0.206988,0.559308,0.080285,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"111","m.11210",170,1,2,2,2,-7.177,-0.7606,0.993576,0.510267,0.501292,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"112","m.1126",148,3,3,5,3,-11.027,-0.7179,0.998051,0.50205,0.513776,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"113","m.11265",213,3,3,2,3,-8.496,-0.4106,1,0.431177,0.589982,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"114","m.11277",156,0,1,1,1,-19.326,-1.2174,0.784496,0.56846,0.353726,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"115","m.11289",232,1,3,1,2,-3.053,-0.1772,1,0.364835,0.632276,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"116","m.11298",283,2,2,2,2,45.593,3.4906,0.000126,4.1e-05,0.510598,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"117","m.113",378,57,60,49,45,-11.375,-2.683,0.098342,0.540331,0.034396,NA,NA
"118","m.11307",740,0,1,0,1,21.422,0.968,0.239966,0.079298,0.63309,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"119","m.11313",319,0,1,0,0,6.772,0.3068,0.70242,0.217392,0.675168,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"120","m.11319",252,1,1,1,1,-6.477,-0.2018,1,0.37225,0.628394,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"121","m.1133",280,4,4,2,1,-30.92,-2.0312,0.331843,0.570246,0.122022,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"122","m.11340",155,2,3,2,2,0.302,0.0105,0.956772,0.306352,0.657383,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"123","m.1135",538,15,16,9,7,-15.827,-1.6315,0.55875,0.578967,0.224237,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"124","m.11354",351,4,7,5,3,1.481,0.084,0.909781,0.283353,0.664552,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"125","m.11369",202,4,5,2,2,-1.712,-0.0966,0.997074,0.34,0.644116,NA,NA
"126","m.11382",877,1,2,1,1,-21.501,-1.1922,0.80019,0.566707,0.362015,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"127","m.1141",910,1,1,1,3,-53.728,-1.5549,0.594072,0.579012,0.247003,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"128","m.11430",456,7,4,1,1,53.484,1.8892,0.032035,0.010929,0.551033,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"129","m.1145",390,0,1,1,0,-28.885,-1.4119,0.667452,0.577092,0.291068,NA,NA
"130","m.11458",213,4,4,3,2,-38.895,-1.3944,0.677324,0.576633,0.296587,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"131","m.11472",334,2,3,3,2,-72.242,-2.6693,0.101147,0.540866,0.035493,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"132","m.11482",410,1,0,0,0,3.747,0.2699,0.739269,0.227756,0.674603,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"133","m.1149",736,1,1,2,1,34.954,2.0141,0.023186,0.007886,0.543884,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"134","m.115",216,10,11,8,9,-15.224,-0.7821,0.99028,0.514241,0.494856,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"135","m.1152",2284,1,0,0,1,28.123,1.2555,0.137179,0.045924,0.603724,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"136","m.11543",385,12,10,7,7,16.658,1.3054,0.123231,0.041488,0.59879,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"137","m.11553",214,9,7,7,7,-23.964,-1.4964,0.622559,0.578584,0.264799,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"138","m.11555",111,2,3,1,1,-26.987,-1.6281,0.560301,0.578982,0.225233,NA,NA
"139","m.1157",147,2,3,3,3,34.286,1.3898,0.102119,0.034794,0.59064,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"140","m.1159",503,0,1,1,0,24.133,1.3922,0.101565,0.034618,0.590413,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"141","m.11603",537,3,2,1,1,-17.27,-1.336,0.711495,0.574681,0.31519,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"142","m.1163",121,2,3,3,3,-5.602,-0.3259,1,0.408212,0.606784,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"143","m.11636",357,3,3,0,2,48.517,3.1282,0.000701,0.000184,0.51389,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"144","m.11687",197,0,0,1,1,-3.616,-0.2736,1,0.393369,0.616314,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"145","m.11700",147,1,3,4,7,-45.869,-2.6425,0.10671,0.541931,0.037717,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"146","m.11721",335,1,2,0,2,-3.078,-0.2023,1,0.372399,0.628313,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
