"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"13","Pocillopora_acuta_HIv1_PredGene_1120_t",246,2,1,22,2,-0.935,-0.1746,1,0.838115,0.818917,"splicing factor 1 isoform X10 ","K02823","D3YZD0"
"14","Pocillopora_acuta_HIv1_PredGene_1126_t",379,1,0,3,2,10.598,0.5122,0.884383,0.685972,0.862637,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial ","K00658","Q8CIE8"
"15","Pocillopora_acuta_HIv1_PredGene_11648_t",803,1,1,2,2,-15.081,-1.4347,0.809493,0.889763,0.526233,"striatin-3 isoform 1 ","K17608","Q3TNV4"
"16","Pocillopora_acuta_HIv1_PredGene_11681_t",589,3,1,3,1,-4.516,-0.459,0.997675,0.870548,0.779022,"RNA-binding motif, single-stranded-interacting protein 3 ","K24990","Q08C34"
"17","Pocillopora_acuta_HIv1_PredGene_11803_t",639,0,0,1,1,-13.982,-0.9649,0.908693,0.892731,0.672255,"hypothetical protein DDB_G0283095 ","","Q54RK9"
"18","Pocillopora_acuta_HIv1_PredGene_12017_t",122,2,3,4,3,-5.361,-0.8039,0.937871,0.890269,0.710482,"elongin-B ","K03873","F1QF30"
"19","Pocillopora_acuta_HIv1_PredGene_12069_t",543,3,4,7,4,-1.93,-0.1612,1,0.836207,0.820424,"WP_010889536.1 malate synthase A ","K01638","Q9RYN3"
"20","Pocillopora_acuta_HIv1_PredGene_12073_t",597,9,3,5,7,-4.886,-0.9386,0.912531,0.892512,0.678849,"apoptosis-inducing factor 3 isoform X2 ","K22747","F2Z4R3"
"21","Pocillopora_acuta_HIv1_PredGene_12117_t",212,3,1,3,3,3.362,0.2028,0.99852,0.766537,0.851659,"60S ribosomal protein L13 ","K02873","Q90Z10"
"22","Pocillopora_acuta_HIv1_PredGene_12155_t",556,27,37,58,40,-1.413,-0.5129,0.993648,0.875121,0.7696,"glucose-6-phosphate isomerase ","K01810","Q8C675"
"23","Pocillopora_acuta_HIv1_PredGene_12270_t",559,9,9,37,18,2.3,0.578,0.853832,0.66911,0.862772,"asparagine synthetase ","K01953","Q8BPC8"
"24","Pocillopora_acuta_HIv1_PredGene_12368_t",112,4,2,7,7,-1.388,-0.2033,1,0.842074,0.81559,"anoctamin-4 isoform X1 ","K19499","Q8CA37"
"25","Pocillopora_acuta_HIv1_PredGene_12927_t",2780,611,756,650,568,-3.292,-8.975,0,0.827387,0,"COP1-interactive protein 1 ","K20478","Q38843"
"26","Pocillopora_acuta_HIv1_PredGene_13050_t",160,3,3,0,0,0.071,0.0096,1,0.808157,0.837218,"no_annotation","K21995","-"
"27","Pocillopora_acuta_HIv1_PredGene_13313_t",613,5,3,13,6,-10.899,-2.3966,0.424511,0.860993,0.174556,"carnitine O-acetyltransferase ","K00624","Q642H6"
"28","Pocillopora_acuta_HIv1_PredGene_1356_t",196,0,0,0,1,-13.61,-1.4381,0.808248,0.889691,0.525028,"ADP-ribosylation factor-like protein 6 isoform X1 ","K07951","Q5M9P8"
"29","Pocillopora_acuta_HIv1_PredGene_13979_t",524,0,3,2,2,-6.735,-0.6438,0.973617,0.883958,0.744533,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform 11 ","K00627","P10515"
"30","Pocillopora_acuta_HIv1_PredGene_14258_t",318,1,0,1,0,-8.82,-1.4505,0.803669,0.889424,0.520624,"lysosome-associated membrane glycoprotein 1a precursor ","K06528","Q6P299"
"31","Pocillopora_acuta_HIv1_PredGene_1431_t",408,0,0,2,0,-3.684,-0.2186,1,0.844114,0.813758,"acetyl-CoA acetyltransferase, mitochondrial isoform b precursor ","K00626","B2R6H1"
"32","Pocillopora_acuta_HIv1_PredGene_14319_t",155,17,18,20,18,0.991,0.1593,1,0.77695,0.848773,"superoxide dismutase ","K04565","P08228"
"33","Pocillopora_acuta_HIv1_PredGene_14388_t",264,0,0,0,1,-5.33,-0.3048,0.9999,0.854751,0.802642,"WP_021368890.1 collagen-like exosporium glycoprotein BclA1 ","K19721",""
"34","Pocillopora_acuta_HIv1_PredGene_14565_t",687,3,5,9,3,9.066,1.0512,0.716001,0.547086,0.85393,"serine/threonine-protein kinase PAK 3 isoform c ","K05733","Q5JWX1"
"35","Pocillopora_acuta_HIv1_PredGene_14568_t",589,7,4,20,11,-5.104,-1.2583,0.864021,0.892413,0.586682,"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform ","K03456","Q76MZ3"
"36","Pocillopora_acuta_HIv1_PredGene_14587_t",174,0,0,0,1,14.644,1.202,0.685085,0.500661,0.850607,"hypothetical protein Rv1486c ","K09966","L0T6T0"
"37","Pocillopora_acuta_HIv1_PredGene_153_t",229,7,4,11,3,-2.995,-0.4257,0.999052,0.867471,0.784548,"hypothetical protein DDB_G0280019 ","","Q54W12"
"38","Pocillopora_acuta_HIv1_PredGene_15455_t",192,4,1,3,4,13.557,2.2147,0.318723,0.223535,0.831424,"40S ribosomal protein S9 ","K02997","Q6P5M3"
"39","Pocillopora_acuta_HIv1_PredGene_15557_t",153,3,1,3,4,-6.124,-0.8538,0.927405,0.891358,0.699135,"40S ribosomal protein S14 ","K02955","P62263"
"40","Pocillopora_acuta_HIv1_PredGene_15637_t",404,1,2,7,1,-6.283,-1.1557,0.883989,0.893041,0.619145,"WP_003426955.1 NAD(P)H-dependent glycerol-3-phosphate dehydrogenase ","K04940",""
"41","Pocillopora_acuta_HIv1_PredGene_15640_t",627,0,0,1,0,-13.359,-1.9431,0.626373,0.874425,0.337131,"myotubularin-related protein 2 isoform 1 ","K18081","Q13614"
"42","Pocillopora_acuta_HIv1_PredGene_15641_t",1129,0,0,0,0,-3.747,-0.3956,0.999716,0.86453,0.789341,"MBT domain-containing protein 1 isoform X1 ","","E7F7F5"
"43","Pocillopora_acuta_HIv1_PredGene_15924_t",657,16,23,27,18,-6.459,-1.4184,0.815389,0.890096,0.531994,"far upstream element-binding protein 3 ","K13210","Q5RKQ3"
"44","Pocillopora_acuta_HIv1_PredGene_16085_t",472,0,0,1,0,-19.373,-1.7614,0.687052,0.880374,0.406524,"tyrosine-protein kinase CSK ","K05728","P41241"
"45","Pocillopora_acuta_HIv1_PredGene_16133_t",341,0,0,1,1,-4.623,-0.2018,1,0.841871,0.815767,"45 kDa calcium-binding protein precursor ","K19934","Q7ZUC2"
"46","Pocillopora_acuta_HIv1_PredGene_16231_t",159,2,1,0,3,8.879,0.4735,0.90266,0.696058,0.862232,"centrin-3 isoform 2 ","K16466","O15182"
"47","Pocillopora_acuta_HIv1_PredGene_16311_t",373,12,9,19,14,4.109,0.7261,0.794859,0.632293,0.861127,"isocitrate dehydrogenase ","K00031","Q802Y2"
"48","Pocillopora_acuta_HIv1_PredGene_16462_t",195,0,2,3,0,-3.027,-0.2403,1,0.846927,0.811088,"dynein light chain roadblock-type 2 ","K10419","Q9DAJ5"
"49","Pocillopora_acuta_HIv1_PredGene_16522_t",201,0,0,1,0,6.668,0.2919,0.976743,0.743942,0.856644,"ribonuclease activity regulator protein RraA ","K02553","Q9I2W7"
"50","Pocillopora_acuta_HIv1_PredGene_16615_t",270,2,2,3,2,-2.219,-0.1936,1,0.840755,0.81673,"eukaryotic translation initiation factor 3 subunit G ","K03248","Q7ZUH3"
"51","Pocillopora_acuta_HIv1_PredGene_16812_t",129,1,1,0,0,-4.743,-0.7427,0.951753,0.888408,0.723903,"ATP-dependent DNA helicase ","K01537","Q54LY5"
"52","Pocillopora_acuta_HIv1_PredGene_16815_t",557,4,0,2,1,11.34,1.001,0.725965,0.56138,0.855087,"hypothetical protein DDB_G0283655 ","","Q54QS9"
"53","Pocillopora_acuta_HIv1_PredGene_17050_t",312,0,0,1,1,2.082,0.263,0.985084,0.751404,0.855181,"matrix metalloproteinase-19 isoform X2 ","K07998","O15278"
"54","Pocillopora_acuta_HIv1_PredGene_17078_t",440,3,1,0,2,0.183,0.0169,1,0.80679,0.837844,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"55","Pocillopora_acuta_HIv1_PredGene_17567_t",638,0,1,1,3,-0.988,-0.1146,1,0.829258,0.825436,"Aldo_ket_red domain-containing protein ","","Q18483"
"56","Pocillopora_acuta_HIv1_PredGene_17583_t",554,30,34,33,28,6.808,1.5722,0.537634,0.374399,0.843012,"pyruvate kinase M1/2b ","K00873","Q6DG54"
"57","Pocillopora_acuta_HIv1_PredGene_17795_t",235,0,0,1,1,-9.613,-0.5808,0.984993,0.880121,0.756952,"pyridoxine-5'-phosphate oxidase ","K00275","Q3U445"
"58","Pocillopora_acuta_HIv1_PredGene_17906_t",138,2,3,3,1,-26.155,-1.4033,0.820734,0.890389,0.537305,"60S ribosomal protein L28 isoform 2 ","K02903","Q9BWQ0"
"59","Pocillopora_acuta_HIv1_PredGene_18036_t",424,0,0,2,1,0.366,0.058,1,0.79881,0.841246,"WP_004454949.1 Xaa-Pro peptidase family protein ","K08688","C9YPK2"
"60","Pocillopora_acuta_HIv1_PredGene_18115_t",396,0,0,1,1,0.039,0.0048,1,0.809048,0.836802,"histone acetyltransferase type B catalytic subunit ","K11303","Q66HU5"
"61","Pocillopora_acuta_HIv1_PredGene_18150_t",1989,0,0,0,1,-7.942,-0.5071,0.994199,0.874654,0.770641,"multiple PDZ domain protein isoform X6 ","K06095","-"
"62","Pocillopora_acuta_HIv1_PredGene_18229_t",1023,1,1,3,1,-4.432,-0.3937,0.999744,0.86434,0.789637,"alpha-mannosidase 2C1 isoform X2 ","K01191","X1WCE5"
"63","Pocillopora_acuta_HIv1_PredGene_18292_t",1419,2,2,0,1,4.061,0.6187,0.835955,0.658865,0.862551,"host cell factor 1b ","K14966","A8WIP5"
"64","Pocillopora_acuta_HIv1_PredGene_1830_t",350,1,0,1,0,3.364,0.3337,0.962648,0.732997,0.858485,"TAR DNA-binding protein 43 ","K23600","A4GUK4"
"65","Pocillopora_acuta_HIv1_PredGene_1834_t",750,0,0,1,0,-7.028,-0.8253,0.933249,0.89078,0.705663,"endothelin-converting enzyme 1 isoform c ","K01415","B1AXF9"
"66","Pocillopora_acuta_HIv1_PredGene_18375_t",1965,1,1,0,0,-9.016,-0.3787,0.999902,0.862814,0.791948,"cilia- and flagella-associated protein 54 isoform 2 ","","Q96N23"
"67","Pocillopora_acuta_HIv1_PredGene_184_t",123,0,0,1,0,-12.679,-1.3443,0.840299,0.891384,0.557788,"elongin C paralog b ","K03872","Q502M9"
"68","Pocillopora_acuta_HIv1_PredGene_18496_t",426,1,1,3,3,4.524,0.4763,0.901344,0.695325,0.86227,"homer protein homolog 2 isoform X1 ","K15010","Q9UNT7"
"69","Pocillopora_acuta_HIv1_PredGene_18532_t",1026,0,1,1,1,-0.935,-0.0762,1,0.823151,0.829315,"ubiquitin-associated protein 2 isoform 7 ","","B4DH66"
"70","Pocillopora_acuta_HIv1_PredGene_18533_t",353,15,13,14,14,-23.52,-2.2201,0.515549,0.866003,0.233235,"Heterogeneous nuclear ribonucleoprotein K homolog ","K12886","Q8I7G8"
"71","Pocillopora_acuta_HIv1_PredGene_18551_t",243,46,42,55,52,-4.571,-2.516,0.355999,0.857679,0.140398,"tropomyosin alpha-3 chain isoform Tpm3.2cy ","","Q969Q2"
"72","Pocillopora_acuta_HIv1_PredGene_18740_t",513,39,48,87,60,-7.488,-6.4451,0,0.828131,0,"ATP synthase subunit beta, mitochondrial precursor ","K02133","A8K4X0"
"73","Pocillopora_acuta_HIv1_PredGene_18962_t",641,0,0,0,2,-1.299,-0.1401,1,0.833122,0.822736,"hephaestin isoform i precursor ","K14735","Q9BQS7"
"74","Pocillopora_acuta_HIv1_PredGene_19154_t",492,16,7,31,9,8.256,1.0102,0.724123,0.558801,0.854873,"catalase ","K03781","P17336"
"75","Pocillopora_acuta_HIv1_PredGene_19179_t",341,2,1,3,1,-16.079,-1.303,0.852477,0.89194,0.571826,"dickkopf-related protein 3 isoform c precursor ","K25493","Q9QUN9"
"76","Pocillopora_acuta_HIv1_PredGene_19560_t",121,0,0,3,0,-0.741,-0.0612,1,0.820668,0.830771,"V-type proton ATPase subunit F ","K02151","Q6DRK0"
"77","Pocillopora_acuta_HIv1_PredGene_196_t",205,0,1,7,2,16.456,1.8145,0.406947,0.306974,0.837766,"uncharacterized protein Dmel_CG18815, isoform A ","K06130","Q9I7R0"
"78","Pocillopora_acuta_HIv1_PredGene_19618_t",655,0,0,1,0,-16.278,-1.5578,0.762466,0.886729,0.481978,"uncharacterized protein Dmel_CG10804, isoform D ","K05048","Q9W4S0"
"79","Pocillopora_acuta_HIv1_PredGene_19625_t",1160,0,3,0,1,2.037,0.2463,0.989347,0.755663,0.854267,"plasma membrane calcium-transporting ATPase 3 isoform 3b ","K05850","B7WNY5"
"80","Pocillopora_acuta_HIv1_PredGene_19703_t",1028,0,0,2,4,3.799,0.4672,0.905617,0.697711,0.862142,"EGF-like domain-containing protein ","K17307","B0G154"
"81","Pocillopora_acuta_HIv1_PredGene_19704_t",1094,12,7,11,21,-16.219,-1.6315,0.73405,0.884557,0.45497,"EGF-like domain-containing protein ","K06825","B0G154"
"82","Pocillopora_acuta_HIv1_PredGene_19706_t",2350,6,4,5,15,-26.592,-2.276,0.488521,0.864394,0.21374,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor ","K24469","Q9H284"
"83","Pocillopora_acuta_HIv1_PredGene_19745_t",495,1,1,4,1,-9.295,-1.0197,0.901575,0.893026,0.657985,"Calcium/calmodulin-dependent protein kinase II, isoform H ","K04515","Q9V495"
"84","Pocillopora_acuta_HIv1_PredGene_20289_t",211,6,0,6,5,-7.099,-1.2917,0.855561,0.892072,0.575617,"40S ribosomal protein S5 ","K02989","Q96BN0"
"85","Pocillopora_acuta_HIv1_PredGene_2067_t",134,0,1,1,0,4.836,0.592,0.847566,0.665571,0.86272,"charged multivesicular body protein 1, isoform B ","K12197","Q9VVR8"
"86","Pocillopora_acuta_HIv1_PredGene_20807_t",2563,2,0,1,5,-16.831,-2.5155,0.356287,0.857693,0.140531,"hemicentin-1 isoform X1 ","K06825","A6NGE3"
"87","Pocillopora_acuta_HIv1_PredGene_21346_t",109,0,0,1,0,-4.823,-0.509,0.99402,0.874808,0.770301,"DNA-directed RNA polymerase II subunit RPB4 isoform 3 ","K03012","Q9D7M8"
"88","Pocillopora_acuta_HIv1_PredGene_21441_t",165,16,11,14,10,-4.268,-0.3534,1,0.860157,0.795737,"ribosomal protein S10b, isoform D ","K02947","A4V4S6"
"89","Pocillopora_acuta_HIv1_PredGene_21462_t",151,1,0,0,0,-14.99,-2.3204,0.465837,0.863133,0.19882,"calcium-regulated heat-stable protein 1 ","","Q9BQ53"
"90","Pocillopora_acuta_HIv1_PredGene_21536_t",224,4,3,4,3,-9.144,-1.2458,0.86693,0.892522,0.590766,"GTP:AMP phosphotransferase AK3, mitochondrial isoform a ","K00944","Q9NPB4"
"91","Pocillopora_acuta_HIv1_PredGene_21541_t",507,0,2,3,0,-1.348,-0.1357,1,0.832466,0.823209,"ran-binding protein 3 isoform X1 ","K15304","O75759"
"92","Pocillopora_acuta_HIv1_PredGene_21568_t",890,0,0,1,1,3.216,0.3656,0.950437,0.724569,0.859667,"transportin-1 isoform 2 ","K18752","B4DVC6"
"93","Pocillopora_acuta_HIv1_PredGene_2177_t",567,69,40,80,57,-4.132,-2.6884,0.264748,0.852998,0.099864,"radixin isoform a ","K05762","Q9QW27"
"94","Pocillopora_acuta_HIv1_PredGene_21861_t",452,11,5,9,11,7.909,0.6669,0.816326,0.646883,0.862041,"flavin-containing monooxygenase FMO GS-OX-like 1 ","K18277","E7F2R0"
"95","Pocillopora_acuta_HIv1_PredGene_22166_t",537,11,9,48,18,-5.963,-2.2358,0.508126,0.865549,0.227686,"glucose-6-phosphate 1-dehydrogenase X ","K00036","Q790Y8"
"96","Pocillopora_acuta_HIv1_PredGene_2231_t",570,28,123,15,49,-6.692,-1.0953,0.89239,0.893149,0.637013,"uncharacterized protein Dmel_CG17068 ","","Q9VR80"
"97","Pocillopora_acuta_HIv1_PredGene_22317_t",386,3,0,1,2,8.258,0.7886,0.775387,0.616863,0.859919,"regulator of chromosome condensation isoform c ","K11493","Q5T081"
"98","Pocillopora_acuta_HIv1_PredGene_22420_t",327,4,1,7,4,9.411,1.0231,0.721557,0.555155,0.854575,"40S ribosomal protein SA ","K02998","B2GNT1"
"99","Pocillopora_acuta_HIv1_PredGene_22496_t",261,4,0,1,4,9.384,1.4113,0.620326,0.429019,0.846339,"ribosomal protein L8, isoform A ","K02938","A4V1C0"
"100","Pocillopora_acuta_HIv1_PredGene_22695_t",402,20,22,23,17,12.893,3.5609,0.01901,0.017421,0.82704,"sorting nexin-6 ","K17920","F8W5C6"
"101","Pocillopora_acuta_HIv1_PredGene_22876_t",265,3,4,4,7,-2.558,-0.1641,1,0.836623,0.8201,"DUF4773 domain-containing protein ","","O01734"
"102","Pocillopora_acuta_HIv1_PredGene_22952_t",858,0,1,1,0,4.05,0.3844,0.942732,0.719588,0.860272,"guanidine nucleotide exchange factor ","K15297","Q8I418"
"103","Pocillopora_acuta_HIv1_PredGene_23120_t",694,0,0,1,0,-23.189,-1.5584,0.762232,0.886712,0.48176,"no_annotation","K18024","-"
"104","Pocillopora_acuta_HIv1_PredGene_23188_t",278,36,26,32,14,4.832,1.192,0.687312,0.503904,0.850819,"3-mercaptopyruvate sulfurtransferase isoform 2 ","K01011","A8MZ34"
"105","Pocillopora_acuta_HIv1_PredGene_23331_t",198,3,4,7,1,3.03,0.4612,0.908424,0.699286,0.862049,"muscle protein 20, isoform A ","K20526","Q9V6M7"
"106","Pocillopora_acuta_HIv1_PredGene_23360_t",1226,2,1,2,1,2.373,0.4956,0.892234,0.690285,0.862495,"unconventional myosin-VI isoform 3 ","K10358","Q5TEM6"
"107","Pocillopora_acuta_HIv1_PredGene_23373_t",292,1,0,2,0,6.974,0.9478,0.736861,0.575956,0.856327,"uncharacterized protein Dmel_CG31548 ","K14729","Q8IPP8"
"108","Pocillopora_acuta_HIv1_PredGene_23523_t",467,4,8,13,12,-1.707,-0.2293,1,0.845513,0.812452,"hexokinase A, isoform C ","K00844","Q9GNH8"
"109","Pocillopora_acuta_HIv1_PredGene_23524_t",468,1,2,2,3,-8.222,-0.8529,0.927581,0.891342,0.699343,"hexokinase HKDC1 isoform X2 ","K00844","Q3UKJ9"
"110","Pocillopora_acuta_HIv1_PredGene_23743_t",167,1,0,1,1,3.182,0.4839,0.897762,0.693337,0.862367,"dynactin subunit 3 ","K10425","Q6GQL6"
"111","Pocillopora_acuta_HIv1_PredGene_23746_t",270,3,0,2,3,2.324,0.271,0.982894,0.749349,0.855601,"60S ribosomal protein L7a ","K02936","Q6PBZ1"
"112","Pocillopora_acuta_HIv1_PredGene_23819_t",448,1,1,2,2,4.896,0.5956,0.845978,0.664663,0.862703,"pre-mRNA-splicing factor RBM22 ","K12872","A6NDM5"
"113","Pocillopora_acuta_HIv1_PredGene_23830_t",749,1,0,2,1,-12.398,-2.0246,0.597431,0.871858,0.305837,"catenin beta-1 isoform 1 ","K02105","Q8NI94"
"114","Pocillopora_acuta_HIv1_PredGene_24172_t",531,17,17,24,20,-7.152,-1.0743,0.894992,0.893145,0.642994,"mRNA cap guanine-N7 methyltransferase isoform 2 ","K00565","Q9UIJ9"
"115","Pocillopora_acuta_HIv1_PredGene_24188_t",429,1,0,2,1,-8.337,-1.1549,0.884112,0.893044,0.619388,"septin-7 isoform X7 ","K16944","Q16181"
"116","Pocillopora_acuta_HIv1_PredGene_24189_t",336,2,1,0,1,-5.485,-0.732,0.954219,0.888016,0.726198,"N-terminal EF-hand calcium-binding protein 1 ","K23854","Q80W91"
"117","Pocillopora_acuta_HIv1_PredGene_24205_t",367,0,0,2,4,-7.122,-0.8864,0.921221,0.891893,0.691498,"melanotransferrin precursor ","K06569","Q9R0R1"
"118","Pocillopora_acuta_HIv1_PredGene_24225_t",139,2,0,0,0,0.88,0.0559,1,0.79923,0.841077,"60S ribosomal protein L9 ","K02940","Q53Z07"
"119","Pocillopora_acuta_HIv1_PredGene_24508_t",780,0,0,1,0,-16.043,-1.0238,0.901071,0.893041,0.656887,"RING finger protein unkempt homolog ","","Q9C0B0"
"120","Pocillopora_acuta_HIv1_PredGene_24551_t",289,0,0,2,1,10.76,0.9428,0.737915,0.577298,0.856444,"adhesion G protein-coupled receptor E1 ","K00763","-"
"121","Pocillopora_acuta_HIv1_PredGene_24687_t",267,2,0,2,1,13.612,0.7732,0.779899,0.620679,0.860234,"Pop2, isoform B ","K12581","Q8I0I5"
"122","Pocillopora_acuta_HIv1_PredGene_25019_t",159,2,0,1,2,5.407,0.3955,0.938028,0.716646,0.860598,"tsunagi ","K12876","Q9V535"
"123","Pocillopora_acuta_HIv1_PredGene_25033_t",371,3,2,3,2,-6.955,-0.5994,0.981938,0.881336,0.753349,"COUP transcription factor 2 isoform 1 ","K08547","Q3UST6"
"124","Pocillopora_acuta_HIv1_PredGene_25066_t",229,13,13,17,8,13.808,1.8513,0.39131,0.29857,0.837005,"calumenin-A precursor ","K23901","Z4YIA7"
"125","Pocillopora_acuta_HIv1_PredGene_25132_t",518,2,2,5,5,14.927,2.2593,0.321832,0.212382,0.831031,"uncharacterized protein Dmel_CG8646 ","K01135","A1Z937"
"126","Pocillopora_acuta_HIv1_PredGene_25279_t",171,3,7,6,1,-7.608,-1.0855,0.893617,0.89315,0.639819,"neudesin precursor ","K17278","A1KYQ8"
"127","Pocillopora_acuta_HIv1_PredGene_25314_t",168,0,0,1,2,-17.453,-1.9727,0.616141,0.873484,0.325746,"glutamic acid-rich protein isoform X2 ","K23450","R4GEJ6"
"128","Pocillopora_acuta_HIv1_PredGene_25354_t",189,28,27,22,23,-4.357,-0.601,0.981661,0.881437,0.753037,"calcyphosine-like b ","K23909","Q568D4"
"129","Pocillopora_acuta_HIv1_PredGene_2544_t",156,11,2,9,13,8.073,1.3934,0.627736,0.43529,0.846699,"metalloproteinase inhibitor 2a precursor ","K22583","Q7SZM6"
"130","Pocillopora_acuta_HIv1_PredGene_25524_t",1007,1,0,1,0,-3.304,-0.1783,1,0.838635,0.818496,"transcription elongation regulator 1a ","K12824","A0A0R4IV33"
"131","Pocillopora_acuta_HIv1_PredGene_25802_t",341,1,0,0,0,1.959,0.2007,0.998891,0.767053,0.851525,"WP_027479499.1 VOC family protein ","","-"
"132","Pocillopora_acuta_HIv1_PredGene_25807_t",266,3,2,4,3,11.585,0.9873,0.728725,0.565188,0.855405,"protein NipSnap homolog 1 isoform X1 ","","Q5SVF7"
"133","Pocillopora_acuta_HIv1_PredGene_25977_t",821,0,1,0,0,13.055,1.2636,0.670186,0.480222,0.849323,"SR-related CTD associated factor 6, isoform A ","K12841","Q59E33"
"134","Pocillopora_acuta_HIv1_PredGene_26070_t",184,1,1,1,0,-3.207,-0.2875,0.999875,0.852729,0.804985,"COMM domain-containing protein 8 isoform 1 ","K22564","Q8WUR4"
"135","Pocillopora_acuta_HIv1_PredGene_26248_t",920,4,0,32,14,-25.147,-3.3514,0.075895,0.840687,0.017732,"cytoplasmic aconitate hydratase ","K01681","Q9HBB2"
"136","Pocillopora_acuta_HIv1_PredGene_26333_t",292,0,0,1,0,-1.136,-0.1491,1,0.83445,0.821758,"IST1 homolog isoform a ","K19476","P53990"
"137","Pocillopora_acuta_HIv1_PredGene_26568_t",1032,2,1,0,0,0.607,0.047,1,0.800994,0.840356,"uncharacterized protein LOC724056 isoform X1 ","K00461","X1WD38"
"138","Pocillopora_acuta_HIv1_PredGene_26639_t",436,3,3,4,1,-25.077,-1.8666,0.651913,0.876903,0.366518,"aspartyl aminopeptidase ","K01267","Q803B5"
"139","Pocillopora_acuta_HIv1_PredGene_27042_t",400,2,1,11,5,7.56,0.7581,0.784496,0.62441,0.860533,"enoyl-CoA delta isomerase 2, mitochondrial isoform X1 ","K13239","A0A0R4IG25"
"140","Pocillopora_acuta_HIv1_PredGene_27335_t",1696,0,1,1,0,2.276,0.2388,0.991129,0.757562,0.853841,"NFX1-type zinc finger-containing protein 1 isoform a ","","A2A5R3"
"141","Pocillopora_acuta_HIv1_PredGene_2737_t",150,1,0,1,0,-5.236,-0.8194,0.934502,0.890646,0.706998,"UMP-CMP kinase isoform c ","K13800","Q96C07"
"142","Pocillopora_acuta_HIv1_PredGene_27706_t",248,3,1,8,5,-3.284,-0.3102,0.99992,0.855372,0.801899,"probable methyltransferase PMT20 isoform X2 ","K03802","K7MFQ7"
"143","Pocillopora_acuta_HIv1_PredGene_27812_t",828,1,0,0,0,-14.581,-1.7069,0.706178,0.882163,0.426983,"nuclear pore complex protein Nup93 isoform X1 ","K14309","Q1LV08"
"144","Pocillopora_acuta_HIv1_PredGene_2805_t",1169,2,3,4,3,-1.633,-0.1028,1,0.827419,0.826652,"reticulocyte binding protein 2 homologue a ","","Q8IDX6"
"145","Pocillopora_acuta_HIv1_PredGene_28238_t",876,5,1,12,10,1.89,0.2589,0.986167,0.752453,0.854961,"uncharacterized protein LOC100000278 ","K06491","-"
"146","Pocillopora_acuta_HIv1_PredGene_2824_t",205,2,0,3,0,-2.33,-0.3057,0.999906,0.854855,0.802519,"60S ribosomal protein L15 isoform 1 ","K02877","P39030"
