"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"12","m.10093",673,1,1,0,1,0,0,0.389,0.0677,0.747506,0.459724,0.742208,"B0FYY4","Integrin beta-1 OS=Ovis aries GN=ITGB1 PE=2 SV=1                     "
"13","m.10110",697,0,0,0,0,0,0,-6.032,-0.9834,0.993614,0.867296,0.564374,"O11780","Transforming growth factor-beta-induced protein ig-h3 OS=Sus scrofa GN=TGFBI PE=1 SV=1                  "
"14","m.10111",222,0,2,0,1,2,0,-3.602,-0.495,1,0.756237,0.698488,"3660641","Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85349 PE=4 SV=1                     "
"15","m.1013",969,1,2,0,0,0,0,-4.212,-0.6603,1,0.807904,0.665496,"A7RU46","Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1                   "
"16","m.10132",182,1,2,1,3,1,1,-0.173,-0.028,0.816726,0.51559,0.741242,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,3,4,2,3,3,1,-8.792,-1.7716,0.506848,0.853241,0.192385,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,1,1,1,2,3,0,1.508,0.264,0.609677,0.346402,0.74005,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,0,0,0,0,-4.458,-0.8383,1,0.846041,0.616449,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,1,0,0,1,1,0,-3.482,-0.5674,1,0.781141,0.685359,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10164",157,0,0,0,0,0,0,-5.665,-1.1828,0.945463,0.8838,0.476124,NA,NA
"22","m.10183",616,0,0,1,0,1,0,-2.92,-0.5466,1,0.774374,0.689331,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,15,14,16,18,9,1.105,0.3189,0.570718,0.315693,0.738876,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,8,4,5,7,6,-14.163,-1.8608,0.432075,0.84232,0.158194,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.1020",1917,0,0,0,0,0,0,-5.264,-1.0599,0.982013,0.875384,0.532554,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,0,0,0,0,0,-6.673,-2.0725,0.277904,0.815789,0.092866,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,0,1,1,0,-5.407,-1.0504,0.983877,0.874497,0.536657,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,1,2,0,0,0,0,-7.057,-1.5807,0.674241,0.873352,0.277131,NA,NA
"29","m.10260",232,0,0,0,0,0,0,1.334,0.2553,0.615794,0.351329,0.74022,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,0,0,0,0,0,-5.314,-1.1436,0.959744,0.881738,0.494738,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,2,3,1,1,-8.135,-1.4054,0.817255,0.884527,0.364356,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,0,0,0,0,-11.494,-2.0371,0.300938,0.82014,0.102228,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,3,3,3,3,4,-13.479,-3.4177,0.001409,0.731887,0.000191,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,2,4,2,0,0.636,0.2044,0.651359,0.380401,0.74111,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,0,3,1,0,-7.507,-1.723,0.549065,0.858892,0.212569,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,0,0,0,0,-6.136,-2.1375,0.238689,0.808016,0.077255,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,2,1,2,0,0,-3.649,-1.0343,0.986748,0.872917,0.543516,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,1,1,2,0,0.096,0.0268,0.776945,0.483603,0.742014,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,1,0,1,1,-0.382,-0.0562,0.837146,0.532015,0.740581,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,2,1,1,1,0,-9.265,-2.4567,0.09956,0.775794,0.026763,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,4,4,2,4,4,3,-4.894,-1.1141,0.968838,0.8798,0.508389,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,5,3,5,6,3,-8.227,-2.4169,0.112613,0.779214,0.031003,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,52,66,63,24,-4.318,-5.0547,0,0.718329,0,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,5,2,4,3,1,-6.89,-1.9058,0.39622,0.836658,0.142423,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,3,1,2,3,1,-5.949,-0.9935,0.992502,0.868487,0.560337,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,0,0,0,0,0,-3.265,-0.5852,1,0.786697,0.681827,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,0,0,1,0,-9.41,-1.0558,0.982834,0.875005,0.53433,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,0,0,0,0,1,-2.977,-0.606,1,0.792923,0.677539,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,9,4,9,10,2,-4.07,-0.8507,0.999921,0.848169,0.612436,NA,NA
"50","m.10469",238,0,0,0,1,1,0,-4.979,-0.8256,1,0.843798,0.620474,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,7,3,4,4,5,-7.995,-2.6437,0.051972,0.761819,0.012664,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,0,0,1,0,-9.285,-1.3584,0.850496,0.885884,0.388344,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,11,7,11,9,3,0.115,0.0409,0.76676,0.475369,0.742115,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,1,3,1,0,1,0,-6.406,-1.0975,0.973347,0.878564,0.515921,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,0,0,0,1,0,-3.508,-0.7441,1,0.82776,0.644329,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,9,3,6,7,4,-0.599,-0.1503,0.902529,0.58634,0.736838,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,1,2,3,0,-12.53,-1.8348,0.453414,0.845557,0.167764,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,10,6,9,6,6,1.738,0.5794,0.378019,0.185474,0.732085,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,0,0,-5.809,-1.6055,0.652573,0.871113,0.265364,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,1,0,2,1,0,-9.798,-1.3969,0.823474,0.884829,0.36869,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,1,0,0,1,0,-6.258,-1.3018,0.886456,0.886472,0.417144,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,0,1,0,-6.173,-0.9506,0.996479,0.863172,0.57712,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,3,1,4,2,1,-8.149,-2.3669,0.13059,0.783751,0.037066,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,0,0,0,0,-1.693,-0.3588,0.99846,0.698103,0.718374,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,5,1,2,3,1,-8.213,-2.1441,0.23493,0.807245,0.075782,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,3,3,3,3,4,3,-5.998,-1.3199,0.875475,0.886411,0.407961,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10645",257,0,0,0,0,0,0,-1.768,-0.3043,0.982731,0.670792,0.724658,NA,NA
"68","m.10669",322,0,0,0,0,0,0,-3.212,-0.9043,0.99886,0.856682,0.59415,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"69","m.1069",424,2,3,1,1,4,3,-10.345,-2.9518,0.014558,0.745098,0.003009,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"70","m.10693",451,1,3,0,1,0,0,-3.842,-0.7132,1,0.820867,0.652515,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"71","m.107",99,8,9,5,7,6,2,0.063,0.0174,0.783753,0.489093,0.741926,NA,NA
"72","m.10713",218,10,10,7,9,7,6,-3.025,-1.3647,0.846208,0.885747,0.385128,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"73","m.10714",429,7,10,2,5,8,3,-6.756,-2.2541,0.178143,0.794997,0.054104,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"74","m.10723",443,2,2,0,1,2,0,-9.194,-1.8547,0.437043,0.843082,0.16041,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"75","m.10726",1630,2,2,4,5,3,0,-5.449,-1.3354,0.865678,0.886263,0.400073,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"76","m.1073",371,3,4,1,3,2,0,-3.451,-1.0221,0.988689,0.871656,0.548631,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"77","m.1074",292,0,1,0,0,0,0,-2.744,-0.6907,1,0.815539,0.658192,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"78","m.10744",282,6,9,1,3,4,1,-2.41,-0.7476,1,0.828511,0.643373,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"79","m.10763",330,0,0,0,0,0,0,-5.264,-0.8719,0.999659,0.851667,0.605387,NA,NA
"80","m.10765",227,1,2,2,1,2,2,-3.864,-0.7395,1,0.826764,0.645577,NA,NA
"81","m.10767",590,0,0,0,1,1,0,-9.445,-1.8732,0.422053,0.840766,0.153748,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"82","m.10779",234,0,0,0,0,0,0,-10.144,-2.3568,0.134443,0.784701,0.038396,"O13066","Ran GTPase-activating protein 1 OS=Xenopus laevis GN=rangap1 PE=2 SV=1                   "
"83","m.10807",572,28,27,17,32,31,15,-8.994,-3.304,0.002788,0.734215,4e-04,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"84","m.10812",189,5,4,2,2,4,3,-3.125,-0.5875,1,0.787399,0.681361,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"85","m.10817",422,1,1,0,0,1,0,-5.346,-1.3457,0.858972,0.886117,0.394823,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"86","m.10818",372,1,4,0,1,1,0,-4.124,-0.8016,1,0.839378,0.62785,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"87","m.10831",206,4,4,0,1,3,2,-8.623,-2.0315,0.304689,0.820834,0.103766,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"88","m.10852",208,1,1,0,2,2,0,-9.078,-1.8205,0.465324,0.847321,0.173169,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"89","m.10862",241,0,0,0,0,0,0,-0.593,-0.1459,0.899641,0.583826,0.737071,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"90","m.10883",471,10,13,2,7,7,3,-3.468,-0.9936,0.992491,0.868498,0.560297,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"91","m.10886",397,0,0,1,0,0,0,-7.745,-1.3036,0.885387,0.886472,0.416233,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"92","m.1089",117,5,7,4,6,7,3,-8.457,-2.1579,0.227202,0.805646,0.072766,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"93","m.10893",298,21,21,20,15,20,12,-3.719,-1.0048,0.991113,0.869775,0.55576,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"94","m.10905",398,5,5,3,6,4,3,-5.24,-0.997,0.992092,0.868891,0.558927,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"95","m.10914",217,4,6,4,4,5,3,-1.153,-0.1752,0.918411,0.600493,0.735407,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"96","m.10919",208,0,0,0,0,0,0,-3.485,-0.7569,1,0.830478,0.640803,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"97","m.10920",962,0,0,0,0,1,0,-5.863,-1.5383,0.710764,0.876843,0.29766,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"98","m.10928",723,14,4,4,5,6,4,-9.506,-2.752,0.033857,0.755112,0.00787,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"99","m.10938",346,3,5,1,5,5,1,1.362,0.1816,0.667249,0.393534,0.74144,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"100","m.10944",532,0,2,0,1,0,0,-5.903,-1.0121,0.990139,0.870582,0.55277,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"101","m.10974",566,7,11,1,5,7,1,-4.136,-1.3648,0.84614,0.885744,0.385077,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"102","m.10998",251,0,1,0,0,0,0,-5.94,-0.8734,0.999637,0.851908,0.60488,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"103","m.110",1165,43,56,26,33,40,30,-4.168,-2.4742,0.094161,0.774343,0.025053,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"104","m.1100",513,2,3,2,1,2,0,-3.173,-0.4004,1,0.717538,0.712911,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"105","m.1103",1107,0,3,0,2,0,0,-8.749,-2.2323,0.18854,0.797329,0.057982,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"106","m.11035",299,0,0,1,3,2,1,-1.76,-0.2477,0.958853,0.640758,0.730076,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"107","m.11045",121,2,1,1,2,2,1,-8.492,-1.5918,0.664565,0.872367,0.271841,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"108","m.11093",943,0,0,0,0,0,0,0.564,0.1072,0.719409,0.436695,0.742134,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"109","m.11100",1144,6,6,4,5,5,4,-8.012,-1.1402,0.960864,0.881531,0.496328,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"110","m.11107",150,7,10,6,8,9,0,-6.959,-1.4768,0.761922,0.881061,0.328185,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"111","m.11115",300,3,3,2,1,2,3,-1.581,-0.2707,0.969456,0.653141,0.72801,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"112","m.11137",540,1,0,0,0,0,0,-8.416,-1.3262,0.871536,0.886362,0.404757,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"113","m.11149",227,9,11,4,9,9,3,0.047,0.0177,0.783535,0.488918,0.741929,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"114","m.11152",593,1,0,0,0,1,0,-2.097,-0.3897,1,0.712685,0.714365,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"115","m.11167",387,0,0,0,1,1,0,2.421,0.3985,0.512755,0.272709,0.736943,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"116","m.11180",213,0,1,0,1,1,0,-2.871,-0.7933,1,0.837793,0.630332,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"117","m.11210",170,0,1,0,2,2,0,-3.562,-0.8292,1,0.84444,0.619342,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"118","m.11237",275,0,0,0,0,0,0,-4.162,-1.0163,0.989544,0.871038,0.551037,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"119","m.1126",148,2,3,4,5,5,2,-0.939,-0.1422,0.897194,0.58171,0.737262,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"120","m.11265",213,3,3,2,2,2,1,-11.973,-3.3955,0.00162,0.732318,0.000222,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"121","m.11277",156,0,0,0,0,1,0,-5.378,-0.8936,0.999189,0.855069,0.597924,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"122","m.11289",232,1,2,0,1,0,1,-2.139,-0.5501,1,0.775534,0.688674,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"123","m.11298",283,1,2,0,1,1,0,-6.438,-1.0805,0.977525,0.877192,0.523517,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"124","m.113",378,56,59,40,46,42,27,-2.45,-1.3268,0.871158,0.886356,0.404452,NA,NA
"125","m.11307",740,0,1,1,1,0,0,-5.071,-0.7144,1,0.821144,0.652205,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"126","m.11313",319,0,0,0,0,0,0,-6.358,-1.2255,0.92699,0.885379,0.455322,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"127","m.11319",252,0,1,0,0,0,0,-14.623,-3.3281,0.00243,0.733694,0.000343,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"128","m.1133",280,3,3,0,0,0,0,-7.179,-1.8648,0.428831,0.841819,0.156752,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"129","m.11340",155,2,3,2,3,2,1,-3.808,-0.7761,1,0.834411,0.635363,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"130","m.1135",538,15,15,9,10,8,4,-4.184,-1.4479,0.784935,0.882659,0.342758,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"131","m.11354",351,4,6,2,4,2,1,-4.356,-1.0716,0.979542,0.87643,0.527444,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"132","m.11369",202,4,4,1,3,2,2,-5.792,-1.2515,0.914248,0.885999,0.442434,NA,NA
"133","m.11382",877,1,1,0,1,1,0,-8.806,-1.5782,0.676415,0.87357,0.278328,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"134","m.1141",910,0,0,0,2,1,0,-4.889,-1.7303,0.542678,0.858061,0.209471,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"135","m.11430",456,6,3,1,0,0,1,-4.116,-0.8288,1,0.844369,0.619468,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"136","m.1145",390,0,0,0,0,0,0,-3.31,-0.7773,1,0.834651,0.635016,NA,NA
"137","m.11458",213,3,4,2,2,2,2,-6.045,-1.6156,0.643705,0.870162,0.260628,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"138","m.11472",334,2,2,1,2,3,0,-3.484,-0.8195,1,0.842697,0.622377,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"139","m.11482",410,1,0,0,0,0,0,-4.671,-0.5326,1,0.769647,0.691911,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"140","m.1149",736,1,1,1,1,1,1,-16.011,-2.5109,0.083493,0.7714,0.021755,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
