"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"24","m.10199",219,7,8,7,7,7,6,-6.871,-1.6025,0.987547,0.944778,0.65881,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.1020",1917,0,0,0,0,0,0,-10.665,-2.0182,0.831212,0.943258,0.47487,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,0,0,0,0,0,-5.764,-1.4397,0.996279,0.938227,0.712066,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,1,1,1,0,-5.832,-1.3382,0.999327,0.932313,0.739173,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,1,2,0,0,0,0,-5.333,-1.2141,0.999504,0.92285,0.766633,NA,NA
"29","m.10260",232,0,0,0,0,0,0,-6.769,-0.9661,0.992443,0.895582,0.80554,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,0,0,0,0,0,-5.915,-1.0829,0.995349,0.909986,0.789577,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,2,1,1,1,-12.849,-3.5959,0.041314,0.858506,0.009118,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,0,0,0,0,-7.484,-1.3118,0.999754,0.930513,0.745518,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,3,3,4,3,4,-5.896,-2.6803,0.45989,0.897903,0.176671,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,2,3,2,0,-5.636,-0.7517,1,0.856195,0.827143,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,2,2,1,0,-3.512,-0.7932,1,0.865596,0.823575,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,0,0,0,0,-5.782,-0.8506,0.9961,0.877113,0.818171,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,2,1,2,0,0,-6.345,-1.6678,0.9806,0.946492,0.633868,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,2,1,2,0,-10.794,-2.7396,0.425609,0.894505,0.154424,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,1,1,1,1,-12.146,-2.2523,0.673274,0.928073,0.364204,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,2,2,2,1,0,2.069,0.2972,0.602868,0.344183,0.84785,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,4,4,4,4,4,3,0.337,0.0654,0.767675,0.48184,0.85074,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,5,7,6,6,3,-7.866,-2.3107,0.639932,0.923544,0.337274,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,61,64,63,24,-4.261,-4.7514,0.000172,0.841521,1.5e-05,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,5,4,3,3,1,-4.931,-1.0841,0.995394,0.910118,0.789393,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,3,3,3,3,1,-5.306,-1.1876,0.998931,0.920495,0.771746,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,0,0,0,0,0,-7.559,-1.7345,0.968623,0.947651,0.606371,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,1,1,0,-6.685,-1.2395,0.999861,0.924996,0.761492,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,0,0,1,0,1,-8.31,-1.2904,0.999954,0.92897,0.750458,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,9,8,9,10,2,-5.334,-2.5783,0.512592,0.904164,0.218122,NA,NA
"50","m.10469",238,0,0,0,1,1,0,-5.563,-1.3097,0.999779,0.930365,0.746011,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,7,7,4,4,5,-3.622,-1.2061,0.999357,0.922152,0.768203,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,1,0,1,0,-6.48,-1.8705,0.920393,0.947669,0.545241,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,11,8,7,9,3,0.305,0.1267,0.729538,0.444656,0.850143,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,1,3,2,1,1,0,-2.647,-0.6325,1,0.823859,0.835853,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,0,0,1,1,0,-3.375,-0.8036,0.999876,0.867819,0.822634,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,9,9,6,7,4,-6.339,-1.6282,0.985232,0.945516,0.649237,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,1,2,3,0,-5.936,-1.3791,0.99833,0.934884,0.728778,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,10,6,9,6,6,-7.898,-2.6938,0.452314,0.897116,0.171472,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,0,0,-7.816,-1.5721,0.989776,0.943802,0.66972,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,1,1,1,1,0,-4.741,-1.3075,0.999807,0.930209,0.746525,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,1,1,1,1,0,-10.031,-2.3758,0.606371,0.918506,0.30755,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,0,1,0,-10.806,-2.2007,0.705415,0.931966,0.388222,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,3,2,4,2,1,-5.625,-1.4008,0.997662,0.936143,0.722977,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,0,0,0,0,-8.037,-1.6379,0.98423,0.945774,0.645541,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,5,2,2,3,1,-8.534,-0.9943,0.992715,0.899375,0.802018,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,3,3,2,2,4,3,-4.946,-1.466,0.995227,0.939515,0.704307,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10669",322,0,0,0,0,0,0,-1.618,-0.3228,0.944983,0.696234,0.849493,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"68","m.1069",424,2,3,2,5,4,3,-7.053,-1.8156,0.944193,0.94809,0.570584,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"69","m.10693",451,1,3,2,1,0,0,-7.459,-2.7261,0.433634,0.895265,0.159351,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"70","m.107",99,8,9,7,8,6,2,-8.971,-1.9063,0.901753,0.947047,0.528381,NA,NA
"71","m.10713",218,10,10,8,6,7,6,-3.099,-0.5522,1,0.796846,0.840603,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"72","m.10714",429,7,10,7,7,8,3,-3.49,-0.8982,0.993579,0.885382,0.813281,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"73","m.10723",443,2,2,2,3,2,0,-4.787,-1.5915,0.98841,0.944438,0.66281,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"74","m.10726",1630,2,2,4,3,3,0,-6.268,-1.9864,0.852699,0.944616,0.490131,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"75","m.1073",371,3,4,4,3,2,0,-1.704,-0.3008,0.935542,0.685421,0.849935,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"76","m.1074",292,0,1,0,1,0,0,-8.22,-2.5514,0.525331,0.905919,0.229582,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"77","m.10744",282,6,9,4,7,4,1,-5.645,-1.1413,0.997527,0.916091,0.780083,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"78","m.10763",330,0,0,1,0,0,0,-4.687,-0.7242,1,0.84947,0.829346,NA,NA
"79","m.10765",227,1,2,2,2,2,2,-3.431,-1.0401,0.993841,0.905084,0.795863,NA,NA
"80","m.10767",590,0,0,1,0,1,0,-8.284,-1.7043,0.97481,0.947207,0.61906,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"81","m.10807",572,28,27,31,31,31,15,-2.206,-1.3646,0.998724,0.934003,0.732543,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"82","m.10812",189,5,4,2,3,4,3,-1.968,-0.3236,0.945322,0.696625,0.849476,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"83","m.10817",422,1,1,0,0,1,0,-6.439,-1.1699,0.998452,0.918856,0.775021,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"84","m.10818",372,1,4,2,5,1,0,-4.224,-0.7113,1,0.846172,0.830338,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"85","m.10831",206,4,4,4,4,3,2,-6.085,-1.3113,0.999759,0.930477,0.745636,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"86","m.10852",208,1,1,1,2,2,0,-3.42,-0.5341,0.999999,0.790095,0.841565,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"87","m.10862",241,0,0,0,1,0,0,-6.953,-0.8973,0.993616,0.885235,0.813377,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"88","m.10883",471,10,13,9,11,7,3,-4.786,-1.7975,0.950727,0.948096,0.578763,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"89","m.10886",397,0,0,0,0,0,0,-8.172,-1.8489,0.930469,0.94791,0.555298,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"90","m.1089",117,5,7,6,6,7,3,1.797,0.6075,0.40543,0.188262,0.843065,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"91","m.10893",298,21,21,14,16,20,12,6.243,1.9643,0.002389,0.000641,0.83505,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"92","m.10905",398,5,5,6,3,4,3,-3.723,-0.8645,0.995222,0.879637,0.816784,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"93","m.10914",217,4,6,5,6,5,3,-4.505,-1.3985,0.99774,0.936013,0.723601,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"94","m.10919",208,0,0,0,0,0,0,-4.655,-1.1441,0.997621,0.916368,0.7796,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"95","m.10920",962,0,0,0,0,1,0,-12.05,-2.0546,0.805865,0.941446,0.45742,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"96","m.10928",723,14,4,10,8,6,4,-2.997,-1.2608,1,0.926711,0.756995,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"97","m.10938",346,3,5,5,4,5,1,-11.246,-3.6976,0.027694,0.855693,0.005904,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"98","m.10944",532,0,2,0,0,0,0,-5.929,-1.4093,0.997383,0.936618,0.720649,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"99","m.10974",566,7,11,8,9,7,1,-6.414,-1.8428,0.933148,0.94796,0.558119,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"100","m.10998",251,0,1,0,0,0,0,-0.715,-0.1333,0.863197,0.597805,0.851504,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"101","m.110",1165,43,56,37,45,40,30,-4.479,-2.7771,0.402755,0.89243,0.141189,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"102","m.1100",513,2,3,2,1,2,0,-3.949,-0.793,1,0.865553,0.823593,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"103","m.1103",1107,0,3,0,1,0,0,-7.716,-1.4597,0.995487,0.939215,0.706194,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"104","m.11035",299,0,0,0,1,2,1,-1.067,-0.2202,0.900429,0.644458,0.851041,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"105","m.11045",121,2,1,2,2,2,1,-2.29,-0.4605,0.994974,0.759976,0.845088,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"106","m.11093",943,0,0,0,0,0,0,-9.021,-1.43,0.996647,0.937728,0.714849,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"107","m.11100",1144,6,6,7,7,5,4,-6.123,-1.4478,0.995968,0.938634,0.709709,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"108","m.11107",150,7,10,9,11,9,0,-5.127,-2.253,0.672855,0.928019,0.36388,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"109","m.11115",300,3,3,3,3,2,3,-9.088,-2.1959,0.708525,0.932319,0.390468,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"110","m.11137",540,1,0,0,0,0,0,-3.252,-0.8841,0.994178,0.88304,0.814772,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"111","m.11149",227,9,11,9,7,9,3,-2.541,-1.0951,0.995812,0.911314,0.787684,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"112","m.11152",593,1,0,0,1,1,0,-4.424,-1.1676,0.998383,0.918639,0.775438,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"113","m.11167",387,0,0,0,0,1,0,-7.063,-1.377,0.998393,0.934759,0.729328,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"114","m.11180",213,0,1,0,0,1,0,-8.032,-1.8524,0.928898,0.947878,0.553675,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"115","m.11210",170,0,1,2,2,2,0,-7.405,-1.7128,0.973208,0.947346,0.615528,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"116","m.1126",148,2,3,4,2,5,2,-5.57,-1.514,0.993061,0.941628,0.689323,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"117","m.11265",213,3,3,2,2,2,1,-4.235,-1.3328,0.999429,0.931954,0.740493,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"118","m.11277",156,0,0,1,0,1,0,-7.309,-1.8408,0.934011,0.947975,0.559042,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"119","m.11289",232,1,2,1,1,0,1,0.409,0.1037,0.74444,0.458609,0.850384,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"120","m.11298",283,1,2,1,2,1,0,-3.398,-0.6889,1,0.840216,0.831999,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"121","m.113",378,56,59,49,44,42,27,-8.392,-6.0209,0,0.837302,0,NA,NA
"122","m.11307",740,0,1,0,0,0,0,-11.362,-2.4793,0.558224,0.910856,0.261066,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"123","m.11313",319,0,0,0,0,0,0,-9.236,-2.0543,0.806075,0.941462,0.457563,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"124","m.11319",252,0,1,1,1,0,0,-9.248,-1.5471,0.991315,0.942917,0.678355,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"125","m.1133",280,3,3,1,1,0,0,-7.572,-1.322,0.99961,0.931222,0.7431,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"126","m.11340",155,2,3,2,2,2,1,-3.663,-0.7382,1,0.852945,0.82824,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"127","m.1135",538,15,15,9,6,8,4,-6.956,-1.6196,0.986057,0.945278,0.652476,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"128","m.11354",351,4,6,5,3,2,1,-1.441,-0.3566,0.959033,0.712536,0.848682,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"129","m.11369",202,4,4,2,2,2,2,-4.413,-1.2695,1,0.92739,0.755109,NA,NA
"130","m.11382",877,1,1,0,0,1,0,-10.057,-2.0657,0.798051,0.940842,0.452109,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"131","m.1141",910,0,0,0,2,1,0,-6.747,-1.7061,0.974479,0.947237,0.618315,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"132","m.11430",456,6,3,0,0,0,1,-6.227,-1.5192,0.992802,0.94184,0.687635,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"133","m.1145",390,0,0,0,0,0,0,-12.255,-2.4898,0.553485,0.910115,0.256424,NA,NA
"134","m.11458",213,3,4,3,1,2,2,-5.828,-1.0781,0.995169,0.909455,0.790309,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"135","m.11472",334,2,2,2,2,3,0,-3.425,-0.7591,1,0.857935,0.826528,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"136","m.11482",410,1,0,0,0,0,0,-5.35,-1.5838,0.988973,0.944191,0.665574,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"137","m.1149",736,1,1,1,1,1,1,-10.395,-2.4196,0.585477,0.915198,0.287742,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"138","m.115",216,10,11,8,9,9,2,-3.07,-0.7474,1,0.85517,0.827495,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"139","m.1152",2284,0,0,0,0,0,0,-8.883,-1.6839,0.978251,0.94683,0.62741,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
