"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"35","m.10327",1122,2,2,2,1,5,2,2.817,0.8481,0.858907,0.630289,0.896987,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,0,0,0,0,-2.582,-0.685,0.994662,0.971787,0.847113,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,2,0,1,1,2,-4.436,-0.9845,0.998454,0.97913,0.805358,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,0,2,6,1,-10.588,-2.0729,0.838477,0.964916,0.417173,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,0,2,2,1,-7.956,-1.1916,0.989754,0.981536,0.762083,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,2,1,1,4,2,-8.814,-1.5672,0.930068,0.978961,0.646823,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,4,4,2,4,4,3,-0.303,-0.0608,1,0.938058,0.885365,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,5,5,4,6,8,-8.573,-1.7279,0.890951,0.974602,0.583934,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,21,30,83,70,-4.977,-3.2412,0.109493,0.924729,0.027675,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,5,2,5,4,2,-1.723,-0.3521,0.988364,0.960606,0.872561,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,3,2,1,3,2,-4.071,-0.6772,0.994341,0.971566,0.847919,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,0,0,0,0,1,-3.787,-0.9913,0.998252,0.979249,0.804142,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,0,1,0,1,-2.633,-0.4304,0.98817,0.963814,0.867941,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,0,0,0,2,1,-1.748,-0.3377,0.988547,0.959943,0.873342,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,9,5,7,10,9,-0.715,-0.2137,0.992902,0.952786,0.879343,NA,NA
"50","m.10469",238,0,0,0,0,1,1,-5.238,-1.5528,0.933765,0.979273,0.652069,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,7,0,2,3,6,2.942,0.7819,0.866264,0.665685,0.897097,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,0,1,2,1,-6.339,-1.6517,0.908465,0.97683,0.614782,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,11,7,7,8,8,-2.796,-0.6202,0.992106,0.969932,0.853443,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,1,3,0,0,2,1,-8.418,-2.4322,0.62075,0.954382,0.232968,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,0,0,0,1,2,-0.312,-0.0575,0.999998,0.937662,0.885478,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,9,5,5,8,7,-5.035,-1.4442,0.959354,0.981058,0.689644,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,1,3,2,2,-6.14,-1.3462,0.976117,0.981782,0.720369,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,10,1,5,8,9,-7.908,-2.6804,0.434093,0.944836,0.136753,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,1,0,-10.378,-1.5581,0.932409,0.97916,0.650145,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,1,1,2,2,1,-5.088,-1.7325,0.889994,0.974462,0.582007,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,1,0,0,1,1,-4.601,-0.7842,0.998422,0.974528,0.835707,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,0,0,0,-3.637,-0.7058,0.995515,0.972372,0.844902,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,3,1,3,4,3,-12.697,-1.7338,0.889728,0.974422,0.581461,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,0,1,1,-0.105,-0.0211,0.999999,0.933065,0.886677,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,5,2,4,5,3,0.938,0.2294,0.999992,0.887082,0.892869,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,3,3,2,6,4,5,-4.651,-0.9999,0.997983,0.979396,0.802585,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10645",257,0,0,0,0,0,0,-9.153,-1.7852,0.880057,0.972847,0.559377,NA,NA
"68","m.10669",322,0,0,0,0,1,0,-5.453,-1.4071,0.96654,0.981427,0.701647,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"69","m.1069",424,2,3,1,3,4,2,-9.968,-1.6069,0.919808,0.978017,0.63204,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"70","m.10693",451,1,3,2,1,4,1,-2.909,-0.4575,0.98836,0.964799,0.86618,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"71","m.107",99,8,9,5,4,8,9,-12.324,-2.4098,0.63892,0.955188,0.243164,NA,NA
"72","m.10713",218,10,10,9,8,10,10,-8.676,-1.858,0.869351,0.970645,0.526325,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"73","m.10714",429,7,10,2,8,10,11,-0.086,-0.0319,0.999998,0.934472,0.88633,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"74","m.10723",443,2,2,0,1,3,2,-7.211,-1.1648,0.991155,0.981358,0.768458,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"75","m.10726",1630,2,2,4,4,3,3,-5.655,-1.6162,0.917414,0.977781,0.628508,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"76","m.1073",371,3,4,3,5,4,6,-4.186,-0.6864,0.994718,0.971826,0.846967,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"77","m.1074",292,0,1,1,2,1,1,-5.113,-0.9152,0.999869,0.977759,0.817036,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"78","m.10744",282,6,9,1,4,7,8,-1.507,-0.4597,0.988378,0.964877,0.866033,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"79","m.10763",330,0,0,0,1,0,1,-7.159,-2.326,0.705409,0.958025,0.283336,NA,NA
"80","m.10765",227,1,2,1,2,2,1,-1.841,-0.2897,0.989563,0.957518,0.87581,NA,NA
"81","m.10767",590,0,0,0,0,1,1,-6.702,-1.6345,0.912763,0.977299,0.621482,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"82","m.10779",234,0,0,0,0,0,1,-4.217,-0.5432,0.989772,0.967628,0.859975,"O13066","Ran GTPase-activating protein 1 OS=Xenopus laevis GN=rangap1 PE=2 SV=1                   "
"83","m.10807",572,28,27,19,28,34,34,-9.431,-2.8181,0.343186,0.939643,0.096823,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"84","m.10812",189,5,4,2,5,4,4,-1.129,-0.2104,0.993111,0.952549,0.879487,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"85","m.10817",422,1,1,0,0,1,1,-4.018,-0.807,0.999053,0.975134,0.832765,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"86","m.10818",372,1,4,1,1,3,1,-3.111,-0.61,0.991752,0.969635,0.854366,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"87","m.10831",206,4,4,2,3,4,6,-2.854,-0.9625,0.999039,0.978726,0.809206,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"88","m.10852",208,1,1,1,0,1,1,-5.552,-1.0978,0.994232,0.980747,0.783345,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"89","m.10862",241,0,0,0,0,0,1,-5.422,-1.255,0.985604,0.981809,0.746002,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"90","m.10883",471,10,13,7,9,11,10,-2.726,-1.5998,0.921638,0.978194,0.634718,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"91","m.10886",397,0,0,0,0,0,0,-6.481,-0.8935,1,0.977274,0.82043,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"92","m.1089",117,5,7,6,5,4,5,-0.363,-0.0549,0.999998,0.937347,0.885566,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"93","m.10893",298,21,21,10,18,23,20,2.118,0.6044,0.92974,0.747887,0.897113,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"94","m.10905",398,5,5,1,6,8,8,-7.616,-2.4334,0.619777,0.954338,0.232429,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"95","m.10914",217,4,6,1,6,7,6,-7.809,-3.0363,0.203162,0.931841,0.052307,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"96","m.10919",208,0,0,0,0,0,1,-3.887,-0.6508,0.993266,0.970814,0.850556,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"97","m.10920",962,0,0,0,1,1,0,-5.361,-1.3816,0.970892,0.981612,0.709638,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"98","m.10928",723,14,4,5,6,7,7,-2.057,-0.6909,0.994903,0.971953,0.846495,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"99","m.10938",346,3,5,0,3,4,6,-3.315,-0.9297,0.999685,0.978069,0.814699,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"100","m.10944",532,0,2,0,1,1,0,-3.063,-0.806,0.999027,0.975108,0.832896,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"101","m.10974",566,7,11,2,5,10,10,-4.483,-1.1403,0.992335,0.981162,0.774073,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"102","m.10998",251,0,1,0,1,2,1,-0.887,-0.2264,0.992173,0.953671,0.878781,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"103","m.110",1165,43,56,31,43,48,47,2.613,1.6015,0.30898,0.142831,0.895302,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"104","m.1100",513,2,3,1,0,2,1,-6.503,-1.3664,0.973252,0.981697,0.714298,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"105","m.1103",1107,0,3,0,1,3,3,-7.205,-2.0984,0.831496,0.96429,0.403437,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"106","m.11035",299,0,0,0,1,3,4,-7.479,-1.6126,0.918344,0.977873,0.629878,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"107","m.11045",121,2,1,0,1,2,2,-8.765,-1.5752,0.928002,0.97878,0.643882,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"108","m.11093",943,0,0,0,0,0,1,-6.577,-1.4023,0.967395,0.981466,0.703167,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"109","m.11100",1144,6,6,1,4,8,9,-9.356,-1.6784,0.902,0.976072,0.604195,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"110","m.11107",150,7,10,8,9,10,9,2.008,0.7479,0.873874,0.68247,0.897148,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"111","m.11115",300,3,3,1,2,3,2,-1.592,-0.2666,0.990327,0.956212,0.876929,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"112","m.11137",540,1,0,0,0,0,0,-2.554,-0.3734,0.98819,0.961541,0.871369,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"113","m.11149",227,9,11,3,5,9,11,-1.57,-0.4789,0.988601,0.965542,0.864725,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"114","m.11152",593,1,0,0,1,0,2,-8.691,-1.7522,0.886062,0.97386,0.57367,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"115","m.11167",387,0,0,0,0,0,0,-5.897,-1.6139,0.918009,0.97784,0.629384,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"116","m.11180",213,0,1,0,0,0,1,-3.468,-0.4828,0.988647,0.965675,0.864453,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"117","m.11210",170,0,1,0,0,1,2,1.805,0.3662,0.999982,0.846895,0.89506,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"118","m.11237",275,0,0,0,0,0,0,-6.351,-1.2306,0.987374,0.98173,0.752359,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"119","m.1126",148,2,3,2,6,5,3,1.602,0.2217,0.999992,0.888966,0.892724,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"120","m.11265",213,3,3,2,3,2,1,-4.256,-0.9964,0.998088,0.979337,0.803221,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"121","m.11277",156,0,0,0,0,1,1,-6.926,-1.1209,0.993224,0.980984,0.778378,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"122","m.11289",232,1,2,0,0,1,1,-6.927,-1.2162,0.988306,0.981668,0.756012,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"123","m.11298",283,1,2,0,2,2,2,-10.656,-2.2622,0.75137,0.959976,0.315806,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"124","m.113",378,56,59,23,35,56,54,-2.575,-2.038,0.846142,0.965778,0.435821,NA,NA
"125","m.11307",740,0,1,0,1,1,1,-4.959,-1.0472,0.996294,0.98012,0.793645,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"126","m.11313",319,0,0,0,0,0,0,-7.35,-1.0962,0.994296,0.980729,0.783683,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"127","m.11319",252,0,1,0,1,2,1,-3.43,-0.8245,0.99944,0.975589,0.83042,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"128","m.1133",280,3,3,0,2,3,2,-4.369,-0.9614,0.999067,0.978705,0.809395,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"129","m.11340",155,2,3,3,4,2,2,-0.067,-0.0175,0.999997,0.932587,0.88679,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"130","m.1135",538,15,15,6,10,14,7,-0.116,-0.0228,0.999999,0.933289,0.886622,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"131","m.11354",351,4,6,4,4,5,5,-2.924,-0.8418,0.999726,0.976029,0.828028,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"132","m.11369",202,4,4,2,4,3,2,1.987,0.3139,0.99999,0.863864,0.894303,NA,NA
"133","m.11382",877,1,1,0,1,2,1,-0.741,-0.1312,0.999702,0.945795,0.882768,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"134","m.1141",910,0,0,0,3,2,0,-1.039,-0.2404,0.991452,0.954598,0.878149,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"135","m.11430",456,6,3,0,3,3,2,-9.396,-3.0097,0.219061,0.932781,0.056598,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"136","m.1145",390,0,0,0,0,0,0,-10.124,-1.5725,0.9287,0.978841,0.644876,NA,NA
"137","m.11458",213,3,4,3,3,2,4,-4.655,-0.953,0.999258,0.978542,0.810827,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"138","m.11472",334,2,2,0,4,3,3,-3.041,-0.8125,0.99918,0.975278,0.832036,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"139","m.11482",410,1,0,0,0,0,0,-4.593,-1.1862,0.990044,0.981503,0.763387,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
