"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"14","m.10111",222,0,2,0,1,0,1,-7.703,-1.5901,0.999998,0.974154,0.834469,"3660641","Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85349 PE=4 SV=1                     "
"15","m.1013",969,1,2,0,0,0,0,-9.174,-2.4603,0.877122,0.967497,0.54752,"A7RU46","Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1                   "
"16","m.10132",182,1,2,2,1,1,3,-9.68,-3.184,0.408079,0.940266,0.148343,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,3,4,2,2,2,3,-6.54,-1.5731,0.999935,0.973599,0.837116,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,1,1,0,1,1,2,-8.499,-2.2888,0.902938,0.973031,0.631237,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,0,0,0,0,-6.615,-2.0438,0.958271,0.979588,0.724235,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,1,0,0,0,0,1,-5.925,-1.2801,0.996556,0.960073,0.870591,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10164",157,0,0,0,0,0,0,-6.264,-1.6031,1,0.974564,0.832383,NA,NA
"22","m.10183",616,0,0,0,0,1,0,-4.296,-0.9491,1,0.925803,0.890151,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,15,16,17,14,16,-5.749,-2.8816,0.682584,0.953491,0.296321,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,8,5,6,4,5,-3.547,-1.0233,1,0.936647,0.886864,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.10205",893,0,0,0,0,0,0,-6.627,-1.9178,0.983266,0.980366,0.762862,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"26","m.10239",279,1,2,0,0,0,1,-6.037,-1.5036,0.999469,0.971102,0.847024,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"27","m.10254",141,1,2,0,0,0,0,-7.595,-1.8109,0.994983,0.979421,0.790817,NA,NA
"28","m.10260",232,0,0,0,0,0,0,-6.12,-1.9606,0.976027,0.980346,0.750411,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"29","m.10264",203,0,0,0,0,0,0,-8.401,-1.8336,0.993218,0.979729,0.785263,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"30","m.1027",157,1,2,1,1,2,3,-7.802,-1.5008,0.999441,0.970993,0.847394,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"31","m.10289",705,0,0,0,0,0,0,-9.529,-2.1832,0.92434,0.976396,0.674532,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"32","m.10304",278,4,3,3,3,3,3,-7.473,-1.7167,0.999116,0.977633,0.811675,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"33","m.10324",680,4,4,2,1,2,4,-9.281,-2.2646,0.90727,0.973832,0.641659,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"34","m.10327",1122,2,2,1,1,0,3,-9.484,-3.0242,0.560749,0.947563,0.219076,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"35","m.10342",512,1,0,0,0,0,0,-9.17,-2.4563,0.877788,0.96762,0.549674,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"36","m.10346",250,2,2,1,1,1,2,-8.766,-1.7795,0.996876,0.978912,0.79816,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"37","m.1036",1192,1,1,0,0,1,1,-7.547,-2.0055,0.966961,0.980055,0.736604,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"38","m.10360",636,1,2,1,2,1,0,-9.801,-2.2018,0.920122,0.975837,0.667298,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"39","m.10378",725,2,2,0,0,1,1,-8.119,-1.5833,0.999976,0.973934,0.835539,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"40","m.1038",113,4,4,4,4,2,4,-5.813,-1.678,0.999746,0.976691,0.819251,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"41","m.10387",484,6,5,7,5,3,5,-9.71,-2.5136,0.866971,0.965879,0.51798,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"42","m.104",1674,66,65,56,55,52,66,-0.355,-0.2063,0.999989,0.560412,0.903734,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"43","m.1041",396,5,5,1,1,2,4,-7.237,-1.2428,0.996257,0.95765,0.873526,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"44","m.1042",331,3,3,2,2,1,2,-6.532,-1.6795,0.999723,0.97673,0.818967,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"45","m.1044",836,0,0,0,0,0,0,-8.061,-1.6698,0.999828,0.976478,0.820785,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"46","m.10457",752,0,0,0,0,0,0,-8.525,-2.0622,0.953868,0.979293,0.718101,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"47","m.10463",220,0,0,0,1,0,0,-9.629,-2.0079,0.96644,0.980032,0.735845,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"48","m.10468",320,8,9,8,5,4,9,-6.956,-2.2283,0.914424,0.975009,0.656716,NA,NA
"49","m.10469",238,0,0,0,0,0,1,-7.345,-1.825,0.993925,0.979619,0.787391,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"50","m.10472",547,5,7,2,1,3,4,-9.941,-1.724,0.998942,0.977798,0.810183,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"51","m.10484",222,1,1,0,0,0,0,-4.82,-1.3025,0.996824,0.961429,0.86871,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"52","m.10496",298,9,11,7,5,7,11,-5.447,-1.5443,0.999779,0.97261,0.841394,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"53","m.10499",214,1,3,0,0,1,0,-6.284,-1.5276,0.999661,0.972007,0.843762,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"54","m.10517",796,1,0,0,0,0,0,-7.211,-1.9591,0.976303,0.980351,0.75086,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"55","m.1054",285,8,9,3,2,3,6,-6.312,-1.7229,0.998971,0.977774,0.810409,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"56","m.10558",176,1,3,1,1,1,2,-9.281,-2.4984,0.870156,0.966338,0.526557,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"57","m.10560",427,9,10,9,7,6,9,1.382,0.315,0.445292,0.159005,0.901948,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"58","m.10567",295,1,1,0,0,0,0,-6.351,-1.5982,1,0.974411,0.833176,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"59","m.10575",652,1,1,0,0,0,2,-9.202,-1.399,0.998246,0.966576,0.859466,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"60","m.10586",414,0,1,0,0,0,0,-6.692,-1.98,0.972278,0.980255,0.744538,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"61","m.1060",147,2,3,1,1,1,4,-7.884,-1.8181,0.994458,0.979525,0.789078,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"62","m.10603",487,0,1,0,0,0,0,-5.497,-1.3155,0.997005,0.962186,0.867575,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"63","m.10605",698,4,5,1,1,1,2,-8.192,-2.2636,0.907459,0.973864,0.642083,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"64","m.10621",420,3,3,4,2,3,3,-6.304,-1.5062,0.999487,0.971202,0.846678,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"65","m.10669",322,0,0,0,0,0,0,-6.256,-1.8837,0.987977,0.98021,0.772273,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"66","m.1069",424,2,3,3,3,1,1,-7.808,-1.6344,1,0.975501,0.827132,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"67","m.10693",451,1,3,0,1,0,1,-9.23,-2.1709,0.927215,0.976753,0.679232,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"68","m.107",99,8,9,4,5,5,7,-3.063,-0.5437,0.999994,0.804346,0.900623,NA,NA
"69","m.10713",218,10,10,8,8,7,9,-4.907,-2.3638,0.891336,0.970552,0.596813,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"70","m.10714",429,7,10,5,2,2,5,-0.229,-0.0576,0.860697,0.422744,0.903989,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"71","m.10723",443,2,2,1,0,0,1,-6.562,-2.3993,0.886336,0.969406,0.579338,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"72","m.10726",1630,2,2,5,6,4,5,-6.501,-1.8642,0.990246,0.980057,0.777448,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"73","m.1073",371,3,4,3,2,1,3,-7.326,-2.0705,0.951854,0.979146,0.715293,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"74","m.1074",292,0,1,0,1,0,0,-5.428,-1.3493,0.997498,0.964056,0.864469,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"75","m.10744",282,6,9,4,4,1,3,-11.118,-4.6085,0.001788,0.90345,0.000327,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"76","m.10763",330,0,0,0,0,0,0,-5.9,-1.1318,0.997342,0.948834,0.881,NA,NA
"77","m.10765",227,1,2,2,2,2,1,-6.18,-1.6579,0.999918,0.976159,0.822968,NA,NA
"78","m.10767",590,0,0,0,0,0,1,-8.861,-1.5599,0.999871,0.973153,0.839108,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"79","m.10807",572,28,27,28,27,17,32,-5.238,-3.249,0.349005,0.937162,0.124909,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"80","m.10812",189,5,4,1,2,2,2,-5.061,-0.6827,0.999997,0.861763,0.89816,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"81","m.10817",422,1,1,0,0,0,0,-4.432,-0.9215,0.999999,0.921163,0.891238,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"82","m.10818",372,1,4,1,2,0,1,-8.897,-2.9052,0.664063,0.952553,0.282792,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"83","m.10831",206,4,4,2,2,0,1,-9.876,-3.2682,0.332543,0.936238,0.118564,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"84","m.10852",208,1,1,1,0,0,2,-7.465,-1.4675,0.999115,0.96965,0.851632,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"85","m.10862",241,0,0,0,1,0,0,-6.888,-1.585,0.999981,0.973989,0.835273,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"86","m.10883",471,10,13,6,6,2,7,-4.013,-1.0744,0.999604,0.942919,0.884259,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"87","m.10886",397,0,0,0,0,1,0,-10.595,-2.7349,0.781078,0.958909,0.384576,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"88","m.1089",117,5,7,6,6,4,6,-2.142,-0.4011,0.999976,0.72048,0.90233,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"89","m.10893",298,21,21,20,19,20,15,-11.428,-3.4713,0.196243,0.92678,0.065682,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"90","m.10905",398,5,5,4,4,3,6,-2.751,-0.4719,0.999984,0.765613,0.901571,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"91","m.10914",217,4,6,4,4,4,4,-6.605,-1.7349,0.998646,0.978037,0.807916,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"92","m.10920",962,0,0,0,0,0,0,-8.529,-1.3437,0.997415,0.963755,0.865,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"93","m.10928",723,14,4,4,6,4,5,-3.869,-1.4764,0.999202,0.970018,0.850528,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"94","m.10938",346,3,5,1,2,1,5,-7.238,-1.9597,0.976193,0.980349,0.75068,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"95","m.10944",532,0,2,0,0,0,1,-7.177,-2.4185,0.883588,0.968797,0.569564,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"96","m.10974",566,7,11,3,3,1,5,-7.664,-2.0021,0.967695,0.980087,0.737676,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"97","m.10998",251,0,1,0,0,0,0,-4.393,-1.2714,0.996471,0.959527,0.871297,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"98","m.110",1165,43,56,35,35,26,33,-6.53,-4.5345,0.002951,0.90424,0.000502,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"99","m.1100",513,2,3,3,2,2,1,-7.491,-1.272,0.996476,0.959565,0.871248,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"100","m.1103",1107,0,3,1,1,0,2,-11.071,-2.6909,0.804517,0.96039,0.411725,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"101","m.11035",299,0,0,4,2,1,3,-6.267,-1.4447,0.998853,0.968675,0.854368,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"102","m.11045",121,2,1,1,1,1,2,-6.453,-1.384,0.998021,0.965843,0.861033,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"103","m.11093",943,0,0,0,0,0,0,-11.751,-2.6686,0.815212,0.961117,0.425469,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"104","m.11100",1144,6,6,5,4,4,5,-7.271,-1.9523,0.97754,0.980369,0.752881,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"105","m.11107",150,7,10,4,6,6,8,-3.045,-0.82,0.999996,0.900649,0.894678,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"106","m.11115",300,3,3,1,1,2,1,-8.291,-1.3198,0.997062,0.962431,0.867193,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"107","m.11137",540,1,0,0,0,0,0,-9.891,-2.5375,0.861392,0.965161,0.504267,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"108","m.11149",227,9,11,7,8,4,9,0.984,0.5035,0.27078,0.083603,0.900616,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"109","m.11152",593,1,0,0,0,0,0,-5.74,-1.5685,0.99991,0.973445,0.837816,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"110","m.11167",387,0,0,0,0,0,1,-8.187,-1.979,0.97248,0.980261,0.744844,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"111","m.11180",213,0,1,0,0,0,1,-5.903,-1.9106,0.98434,0.980345,0.764887,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"112","m.11210",170,0,1,0,1,0,2,-7.044,-1.7925,0.996166,0.979134,0.795168,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"113","m.11237",275,0,0,0,0,0,0,-9.514,-1.7822,0.996736,0.978959,0.797544,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"114","m.1126",148,2,3,3,3,4,5,-2.965,-1.0025,1,0.933828,0.887842,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"115","m.11265",213,3,3,2,2,2,2,-3.421,-0.7437,0.999992,0.880885,0.89676,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"116","m.11277",156,0,0,0,0,0,0,-4.893,-0.978,1,0.930294,0.888937,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"117","m.11289",232,1,2,0,0,0,1,-8.492,-2.1891,0.922984,0.976221,0.672254,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"118","m.11298",283,1,2,1,1,0,1,-7.802,-3.1947,0.398064,0.939759,0.144274,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"119","m.113",378,56,59,40,44,40,46,-1.956,-1.2737,0.996487,0.959672,0.871111,NA,NA
"120","m.11307",740,0,1,0,0,1,1,-6.591,-1.0447,1,0.939382,0.885809,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"121","m.11313",319,0,0,0,0,0,0,-5.783,-1.5256,0.99965,0.971933,0.84404,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"122","m.11319",252,0,1,0,0,0,0,-6.388,-1.671,0.999818,0.976509,0.820562,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"123","m.1133",280,3,3,0,0,0,0,-7.348,-2.0702,0.951927,0.979151,0.715395,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"124","m.11340",155,2,3,3,3,2,3,-6.773,-1.2089,0.996214,0.955244,0.875995,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"125","m.1135",538,15,15,9,8,9,10,-5.183,-1.3199,0.997063,0.962437,0.867184,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"126","m.11354",351,4,6,2,4,2,4,-5.904,-1.2572,0.996345,0.958611,0.872421,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"127","m.11369",202,4,4,3,3,1,3,-9.699,-2.1983,0.920907,0.975944,0.668671,NA,NA
"128","m.11382",877,1,1,0,0,0,1,-8.269,-2.1642,0.928806,0.976942,0.681764,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"129","m.1141",910,0,0,0,0,0,2,-11.139,-3.0819,0.506105,0.944999,0.191413,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"130","m.11430",456,6,3,1,1,1,0,-8.889,-1.8719,0.989386,0.980123,0.775423,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"131","m.1145",390,0,0,0,0,0,0,-7.549,-2.2619,0.907778,0.97392,0.642803,NA,NA
"132","m.11458",213,3,4,2,4,2,2,-7.361,-2.3019,0.900734,0.972596,0.625461,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"133","m.11472",334,2,2,1,1,1,2,-7.637,-1.6216,1,0.975126,0.829319,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"134","m.11482",410,1,0,0,0,0,0,-7.087,-1.6888,0.999615,0.976965,0.817193,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"135","m.1149",736,1,1,1,1,1,1,-9.751,-2.8041,0.738313,0.956445,0.34226,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"136","m.115",216,10,11,6,7,6,8,-10.331,-2.2487,0.910307,0.974352,0.648337,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"137","m.1152",2284,0,0,0,0,0,1,-10.278,-2.2857,0.903477,0.973134,0.63259,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"138","m.11543",385,12,10,8,9,9,12,-3.57,-1.0167,1,0.93577,0.887179,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"139","m.11553",214,8,7,7,5,6,8,-5.982,-1.8862,0.987665,0.980227,0.771599,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"140","m.11555",111,1,3,0,0,0,0,-6.625,-1.7194,0.99905,0.977695,0.811125,NA,NA
