"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"45","m.10463",220,0,1,0,0,-1.782,-0.2126,0.999996,0.868578,0.548496,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"46","m.10468",320,8,10,4,9,-11.098,-1.1551,0.547683,0.852028,0.250069,NA,NA
"47","m.10469",238,0,0,1,1,-9.094,-1.2479,0.491909,0.839719,0.222944,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"48","m.10472",547,5,8,3,4,14.288,1.3868,0.527295,0.330757,0.688223,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"49","m.10484",222,1,1,0,0,5.154,0.9367,0.791912,0.513758,0.689916,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"50","m.10496",298,9,12,7,11,-4.616,-0.9048,0.705698,0.880287,0.329065,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"51","m.10499",214,2,4,2,0,-5.74,-1.3873,0.414347,0.820543,0.185034,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"52","m.10517",796,1,1,0,0,-2.163,-0.3058,0.99731,0.878526,0.523299,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"53","m.1054",285,8,10,3,6,-17.606,-1.9578,0.195002,0.75539,0.06716,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"54","m.10558",176,1,3,1,2,-11.367,-1.1317,0.562049,0.855023,0.257124,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"55","m.10560",427,9,11,6,9,4.702,0.8295,0.863577,0.562194,0.687298,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"56","m.10567",295,1,1,0,0,1.87,0.2173,1,0.793495,0.633946,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"57","m.10575",652,1,2,1,2,12.91,1.5805,0.483988,0.253756,0.685842,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"58","m.10586",414,0,2,0,0,7.334,0.8257,0.865939,0.563924,0.687173,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"59","m.1060",147,2,4,2,4,16.443,1.3808,0.529359,0.333066,0.688303,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"60","m.10603",487,0,1,1,0,-3.084,-0.4197,0.979779,0.887967,0.489403,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"61","m.10605",698,4,6,1,2,-7.296,-1.4118,0.401884,0.817169,0.178741,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"62","m.10621",420,4,4,3,3,-12.644,-2.8165,0.024059,0.701918,0.006225,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"63","m.10669",322,0,1,0,0,-6.828,-0.8888,0.716113,0.881718,0.334326,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"64","m.1069",424,3,4,1,1,-2.197,-0.2669,0.999183,0.874597,0.534114,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"65","m.10693",451,1,4,0,1,-5.456,-1.1723,0.53719,0.849795,0.244937,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"66","m.107",99,9,9,5,7,-3.547,-0.5535,0.927751,0.894105,0.446372,NA,NA
"67","m.10713",218,10,11,7,9,-5.926,-0.8837,0.719441,0.882161,0.336006,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"68","m.10714",429,8,10,3,5,-1.583,-0.1883,1,0.865683,0.554657,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"69","m.10723",443,3,2,0,1,-1.513,-0.2428,0.999723,0.872001,0.540601,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"70","m.10726",1630,3,3,4,5,-24.685,-2.2837,0.092612,0.729516,0.03076,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"71","m.1073",371,4,5,2,3,-18.878,-2.1706,0.122047,0.737907,0.04087,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"72","m.1074",292,1,1,1,0,10.109,1.33,0.548842,0.352555,0.688978,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"73","m.10744",282,6,9,2,3,-2.75,-0.4537,0.969907,0.890091,0.478732,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"74","m.10765",227,2,2,3,1,-8.058,-0.7979,0.775908,0.888638,0.364514,NA,NA
"75","m.10767",590,0,1,1,1,-8.928,-0.9635,0.667811,0.87457,0.309937,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"76","m.10807",572,29,28,17,32,7.373,1.0879,0.685686,0.44839,0.691033,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"77","m.10812",189,6,5,3,2,-10.813,-1.5115,0.355678,0.80371,0.154266,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"78","m.10817",422,1,2,0,0,-9.471,-1.3935,0.411154,0.819688,0.183431,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"79","m.10818",372,2,4,1,1,-4.021,-0.3542,0.992468,0.882938,0.509278,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"80","m.10831",206,4,4,1,1,-4.972,-0.6785,0.854324,0.893973,0.404611,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"81","m.10852",208,1,1,1,2,-9.549,-1.0107,0.637719,0.869503,0.294786,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"82","m.10862",241,0,1,0,0,-18.314,-2.5876,0.044703,0.711318,0.013145,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"83","m.10883",471,10,13,2,7,-7.312,-0.9633,0.66794,0.87459,0.310001,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"84","m.10886",397,0,0,1,0,6.197,0.9466,0.784956,0.50935,0.690074,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"85","m.1089",117,6,7,5,6,-9.246,-1.4254,0.39515,0.815304,0.175296,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"86","m.10893",298,21,22,20,15,-2.561,-1.4682,0.37484,0.809485,0.164675,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"87","m.10905",398,5,5,3,6,-3.457,-0.864,0.732329,0.883817,0.342515,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"88","m.10914",217,5,7,4,4,-9.49,-1.7078,0.282707,0.779812,0.111198,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"89","m.10920",962,0,1,0,0,-9.603,-1.2178,0.509752,0.843776,0.231586,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"90","m.10928",723,15,5,4,5,-11.341,-2.4512,0.06196,0.718617,0.019607,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"91","m.10938",346,4,5,2,5,-12.124,-1.7722,0.260979,0.772937,0.09859,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"92","m.10944",532,1,3,0,1,-23.222,-2.3032,0.088315,0.728146,0.029245,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"93","m.10974",566,8,12,1,5,3.128,0.6334,0.959636,0.650023,0.67765,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"94","m.10998",251,1,1,0,0,2.728,0.4685,0.996554,0.716321,0.664211,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"95","m.110",1165,44,56,27,33,2.384,0.3563,1,0.754655,0.652186,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"96","m.1100",513,2,3,3,1,-4.899,-0.8717,0.727284,0.883181,0.339968,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"97","m.1103",1107,1,3,1,2,-20.291,-4.7785,2e-06,0.676263,0,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"98","m.11035",299,0,1,2,3,-10.681,-1.5748,0.330038,0.795548,0.139643,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"99","m.11045",121,2,1,1,2,-5.196,-0.8856,0.718201,0.881997,0.33538,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"100","m.11093",943,0,0,1,0,-17.816,-2.3189,0.085011,0.72706,0.028071,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"101","m.11100",1144,6,7,5,5,-16.527,-2.2136,0.109931,0.734635,0.036745,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"102","m.11107",150,8,10,7,8,-3.578,-0.8136,0.765521,0.887602,0.359269,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"103","m.11115",300,3,4,2,1,-10.12,-1.7622,0.264363,0.773974,0.100495,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"104","m.11137",540,1,1,0,0,-0.46,-0.0444,1,0.845718,0.587716,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"105","m.11149",227,9,11,5,9,3.515,0.8355,0.859816,0.559461,0.687491,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"106","m.11152",593,1,1,0,0,-4.505,-0.6446,0.875695,0.894587,0.416001,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"107","m.11167",387,1,0,0,1,-3.297,-0.5188,0.94451,0.893107,0.457769,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"108","m.11180",213,0,1,0,1,3.916,0.3604,1,0.753369,0.652666,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"109","m.11210",170,1,2,1,2,-5.554,-0.68,0.853362,0.893937,0.404106,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"110","m.11237",275,0,0,1,0,-13.596,-2.019,0.172583,0.750139,0.058536,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"111","m.1126",148,3,3,4,5,-0.067,-0.0141,1,0.840824,0.593951,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"112","m.11265",213,3,3,2,2,10.973,1.5254,0.492463,0.276241,0.686453,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"113","m.11277",156,0,1,0,0,4.444,0.5568,0.981127,0.682079,0.672031,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"114","m.11289",232,1,3,1,1,-1.651,-0.2291,0.999893,0.870472,0.544215,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"115","m.11298",283,2,2,0,1,-20.017,-2.1553,0.126627,0.739094,0.042426,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"116","m.113",378,57,60,40,46,-4.915,-2.3087,0.087142,0.727763,0.02883,NA,NA
"117","m.11307",740,0,1,1,1,-10.482,-1.3475,0.435433,0.826043,0.195493,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"118","m.11313",319,0,1,0,0,-8.129,-0.9996,0.644767,0.870728,0.298329,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"119","m.11319",252,1,1,0,0,4.21,0.5247,0.987734,0.694894,0.669356,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"120","m.1133",280,4,4,0,0,6.772,1.0815,0.69005,0.451063,0.691035,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"121","m.11340",155,2,3,2,3,3.206,0.3956,1,0.741973,0.656657,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"122","m.1135",538,15,16,9,10,-8.225,-2.5059,0.054429,0.715518,0.016768,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"123","m.11354",351,4,7,3,4,3.014,0.3707,1,0.750101,0.653858,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"124","m.11369",202,4,5,1,3,8.79,0.9487,0.783477,0.508417,0.690106,NA,NA
"125","m.11382",877,1,2,0,1,2.604,0.2564,1,0.783464,0.639479,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"126","m.1141",910,1,1,1,2,-11.636,-1.6718,0.294968,0.783866,0.118587,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"127","m.11430",456,7,4,2,0,-6.528,-0.8998,0.708949,0.88074,0.330707,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"128","m.1145",390,0,1,0,0,-1.089,-0.1501,1,0.860871,0.564001,NA,NA
"129","m.11458",213,4,4,3,2,-9.547,-1.3984,0.40865,0.819013,0.182169,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"130","m.11472",334,2,3,1,2,-15.995,-2.6674,0.036544,0.70768,0.010241,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"131","m.11482",410,1,0,0,0,-8.192,-0.8675,0.730036,0.88353,0.341357,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"132","m.1149",736,1,1,1,1,-12.537,-2.3457,0.079678,0.725246,0.026155,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"133","m.115",216,10,11,6,8,-5.377,-1.4761,0.371239,0.808422,0.162751,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"134","m.1152",2284,1,0,0,1,9.486,1.1374,0.652864,0.428009,0.690892,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"135","m.11543",385,12,10,9,12,2.48,0.4297,1,0.730312,0.660309,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"136","m.11553",214,9,7,7,8,4.087,1.3131,0.556115,0.359034,0.689197,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"137","m.11555",111,2,3,0,0,-12.869,-1.2179,0.509692,0.843762,0.231557,NA,NA
"138","m.1157",147,2,3,1,3,-13.359,-1.3071,0.457781,0.831621,0.20641,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"139","m.1159",503,0,1,0,0,-11.282,-1.2174,0.509991,0.843829,0.231702,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"140","m.11603",537,3,2,1,2,-15.691,-1.6815,0.291641,0.782758,0.116573,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"141","m.1163",121,2,3,2,2,-14.271,-1.3991,0.408293,0.818916,0.181989,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"142","m.11636",357,3,3,0,0,-1.146,-0.1872,1,0.865549,0.554932,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"143","m.11700",147,1,3,0,0,3.632,0.566,0.978992,0.678334,0.672762,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"144","m.11721",335,1,2,0,0,-1.431,-0.1959,1,0.866602,0.552749,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"145","m.11724",829,7,7,2,5,-6.536,-1.3252,0.447661,0.829125,0.201482,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"146","m.11725",118,1,1,1,1,-12.177,-0.8262,0.757197,0.88672,0.355068,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
