"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"33","m.10342",512,1,0,0,1,-5.247,-0.7962,1,0.890055,0.833474,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"34","m.10346",250,2,3,1,2,-1.869,-0.5058,1,0.871175,0.870841,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"35","m.1036",1192,1,1,0,1,-3.681,-0.4615,1,0.867556,0.875295,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"36","m.10360",636,1,2,1,2,-0.06,-0.0098,0.990746,0.815086,0.907334,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"37","m.10378",725,2,3,0,1,-3.1,-0.4891,1,0.869837,0.872553,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"38","m.1038",113,5,4,4,4,2.463,0.3808,0.894387,0.75142,0.914937,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"39","m.10387",484,6,6,7,5,-0.765,-0.2362,1,0.845259,0.894033,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"40","m.104",1674,66,65,57,55,-2.837,-2.7284,0.454726,0.889346,0.236501,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"41","m.1041",396,5,6,2,2,-12.678,-1.3363,0.883266,0.902269,0.73345,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"42","m.1042",331,3,4,2,3,-2.074,-0.1972,0.999905,0.840642,0.896704,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"43","m.1044",836,0,1,0,0,0.832,0.1382,0.966872,0.791608,0.912789,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"44","m.10457",752,0,0,1,0,-4.454,-0.6865,1,0.883815,0.849437,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"45","m.10463",220,0,1,0,1,-5.227,-0.6054,1,0.878537,0.859731,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"46","m.10468",320,8,10,8,6,-8.322,-1.6197,0.901231,0.901005,0.664743,NA,NA
"47","m.10469",238,0,0,1,0,7.746,1.1564,0.793718,0.59666,0.899323,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"48","m.10472",547,5,8,2,2,-16.254,-2.9577,0.350555,0.885434,0.1693,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"49","m.10484",222,1,1,1,1,-16.665,-2.0829,0.810657,0.900997,0.474692,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"50","m.10496",298,9,12,7,5,-1.163,-0.1971,0.999903,0.84063,0.896711,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"51","m.10499",214,2,4,0,0,-0.902,-0.1311,0.998556,0.832256,0.90088,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"52","m.10517",796,1,1,0,0,-3.784,-0.5682,1,0.875907,0.864068,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"53","m.1054",285,8,10,3,3,-11.922,-1.4097,0.877406,0.901807,0.718662,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"54","m.10558",176,1,3,1,2,-4.401,-0.5416,1,0.873941,0.86703,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"55","m.10560",427,9,11,9,8,-8.189,-1.0091,0.9766,0.899297,0.795418,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"56","m.10567",295,1,1,0,0,-3.4,-0.4372,1,0.865473,0.87762,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"57","m.10575",652,1,2,1,1,-12.726,-1.6782,0.912322,0.901067,0.645341,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"58","m.10586",414,0,2,0,0,-2.738,-0.3386,1,0.85626,0.886263,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"59","m.1060",147,2,4,2,2,5.182,0.5307,0.849735,0.728099,0.912465,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"60","m.10603",487,0,1,1,0,-13.937,-2.2893,0.66339,0.898052,0.390115,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"61","m.10605",698,4,6,1,1,-0.515,-0.0794,0.996258,0.82521,0.903829,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"62","m.10621",420,4,4,4,2,-23.281,-3.9995,0.071133,0.875775,0.015807,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"63","m.10669",322,0,1,0,0,-6.919,-1.2257,0.907211,0.902558,0.754344,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"64","m.1069",424,3,4,4,3,-11.102,-2.1683,0.747807,0.900031,0.438424,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"65","m.10693",451,1,4,1,2,-12.578,-1.1935,0.916833,0.902456,0.760362,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"66","m.107",99,9,9,5,6,2.691,0.2719,0.93037,0.769294,0.915047,NA,NA
"67","m.10713",218,10,11,9,8,1.357,0.2867,0.925655,0.766829,0.915132,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"68","m.10714",429,8,10,5,3,-1.117,-0.1737,0.999588,0.837741,0.89824,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"69","m.10723",443,3,2,1,1,-10.317,-1.4474,0.877725,0.901567,0.710481,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"70","m.10726",1630,3,3,6,7,-8.132,-0.8466,1,0.89261,0.825264,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"71","m.1073",371,4,5,3,2,-20.555,-1.5132,0.883196,0.901225,0.694837,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"72","m.1074",292,1,1,0,1,-14.92,-1.7379,0.921088,0.901223,0.623459,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"73","m.10744",282,6,9,4,4,-3.947,-0.4276,1,0.864631,0.878516,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"74","m.10763",330,0,0,1,0,6.502,0.8397,0.818644,0.67615,0.904954,NA,NA
"75","m.10765",227,2,2,2,2,-4.152,-0.6503,1,0.881533,0.85418,NA,NA
"76","m.10767",590,0,1,1,0,4.399,0.6941,0.82423,0.702647,0.908373,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"77","m.10807",572,29,28,28,27,-6.013,-2.0596,0.826988,0.901187,0.484862,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"78","m.10812",189,6,5,2,3,-1.131,-0.2209,1,0.843477,0.895099,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"79","m.10817",422,1,2,0,1,7.236,0.5739,0.840294,0.721535,0.911438,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"80","m.10818",372,2,4,1,2,5.418,0.6093,0.834037,0.716116,0.910548,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"81","m.10831",206,4,4,2,2,-9.339,-0.9581,0.989673,0.897552,0.805112,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"82","m.10852",208,1,1,2,0,9.449,2.2928,0.416138,0.267439,0.878424,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"83","m.10862",241,0,1,0,1,9.68,1.0473,0.809551,0.627419,0.901099,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"84","m.10883",471,10,13,7,6,-0.069,-0.0163,0.991398,0.816061,0.90703,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"85","m.10886",397,0,0,0,1,-5.963,-0.4833,1,0.869365,0.873139,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"86","m.1089",117,6,7,6,6,-3.439,-0.4942,1,0.870249,0.872035,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"87","m.10893",298,21,22,21,19,-3.347,-1.1827,0.920239,0.902397,0.762386,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"88","m.10905",398,5,5,5,4,6.435,0.5521,0.844818,0.724849,0.911966,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"89","m.10914",217,5,7,4,4,-0.406,-0.1146,0.997964,0.830053,0.901852,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"90","m.10920",962,0,1,0,0,-2.238,-0.3093,1,0.85327,0.888605,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"91","m.10928",723,15,5,4,7,-11.356,-1.4158,0.877304,0.901767,0.71737,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"92","m.10938",346,4,5,2,3,-5.348,-0.9164,0.998072,0.895854,0.812897,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"93","m.10944",532,1,3,0,0,3.662,0.464,0.8678,0.738308,0.913827,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"94","m.10974",566,8,12,4,3,-8.708,-1.2331,0.905138,0.902567,0.752963,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"95","m.10998",251,1,1,0,1,7.017,0.8376,0.818684,0.676573,0.904999,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"96","m.110",1165,44,56,35,35,-11.517,-4.255,0.024759,0.874694,0.007155,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"97","m.1100",513,2,3,3,2,-8.719,-0.9801,0.984386,0.898351,0.800948,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"98","m.1103",1107,1,3,1,1,-2.502,-0.4043,1,0.862539,0.880641,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"99","m.11035",299,0,1,4,3,-11.578,-0.9216,0.997144,0.896079,0.811936,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"100","m.11045",121,2,1,1,1,-6.284,-1.2612,0.897798,0.902556,0.747711,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"101","m.11093",943,0,0,1,0,-3.691,-0.4689,1,0.868176,0.87457,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"102","m.11100",1144,6,7,6,4,8.338,1.2178,0.778351,0.578258,0.898305,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"103","m.11107",150,8,10,5,6,-10.21,-1.4131,0.877345,0.901784,0.717943,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"104","m.11115",300,3,4,1,2,6.389,1.1321,0.798372,0.603761,0.899717,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"105","m.11137",540,1,1,0,0,-2.578,-0.5038,1,0.871017,0.871049,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"106","m.11149",227,9,11,7,9,-9.393,-2.9246,0.366347,0.885968,0.178196,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"107","m.11152",593,1,1,0,0,-2.51,-0.3035,1,0.852664,0.889057,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"108","m.11167",387,1,0,1,0,-7.635,-0.6316,1,0.880309,0.856536,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"109","m.11180",213,0,1,1,1,-4.01,-0.329,1,0.855294,0.887041,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"110","m.11210",170,1,2,0,1,3.447,0.3977,0.888771,0.748715,0.914776,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"111","m.1126",148,3,3,4,4,3.267,0.6049,0.834742,0.716793,0.91066,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"112","m.11265",213,3,3,2,2,-5.996,-0.8266,1,0.891618,0.828592,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"113","m.11277",156,0,1,0,0,-4.835,-0.6472,1,0.881333,0.854575,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"114","m.11289",232,1,3,1,1,-8.434,-1.2477,0.901212,0.90257,0.750236,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"115","m.11298",283,2,2,1,2,-11.258,-0.9605,0.989124,0.897643,0.80466,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"116","m.113",378,57,60,41,45,0.19,0.0647,0.980977,0.803541,0.910442,NA,NA
"117","m.11307",740,0,1,1,1,5.51,1.0758,0.806554,0.619683,0.90063,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"118","m.11313",319,0,1,0,0,-12.436,-1.1869,0.918903,0.902421,0.761598,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"119","m.11319",252,1,1,0,0,1.598,0.3465,0.905896,0.756973,0.915151,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"120","m.1133",280,4,4,0,0,-2.239,-0.334,1,0.855799,0.886638,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"121","m.11340",155,2,3,4,3,5.556,0.8209,0.819006,0.679892,0.90536,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"122","m.1135",538,15,16,10,9,-6.284,-1.0615,0.960616,0.900691,0.785382,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"123","m.11354",351,4,7,2,4,0.96,0.1076,0.973297,0.796627,0.911903,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"124","m.11369",202,4,5,3,3,10.207,1.5095,0.650814,0.491478,0.89235,NA,NA
"125","m.11382",877,1,2,0,0,-4.133,-0.7142,1,0.885483,0.845639,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"126","m.1141",910,1,1,0,0,5.786,0.4195,0.881649,0.745258,0.914517,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"127","m.11430",456,7,4,1,1,-4.598,-0.9084,0.999431,0.895502,0.81437,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"128","m.1145",390,0,1,0,1,-3.971,-0.6525,1,0.881675,0.853899,NA,NA
"129","m.11458",213,4,4,3,5,1.465,0.1605,0.961699,0.787914,0.91335,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"130","m.11472",334,2,3,2,2,-5.401,-1.7848,0.924207,0.901377,0.60494,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"131","m.11482",410,1,0,0,1,1.227,0.1775,0.957487,0.785084,0.913729,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"132","m.1149",736,1,1,1,1,-7.799,-1.1512,0.93055,0.902144,0.76831,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"133","m.115",216,10,11,6,8,0.928,0.2416,0.939687,0.774359,0.91477,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"134","m.1152",2284,1,0,0,0,-15.455,-1.3696,0.879538,0.902068,0.726891,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"135","m.11543",385,12,10,9,10,0.045,0.0097,0.988606,0.812129,0.908215,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"136","m.11553",214,9,7,7,5,2.591,0.4864,0.861313,0.734858,0.913407,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"137","m.11555",111,2,3,1,0,-4.989,-0.8494,1,0.892747,0.824791,NA,NA
"138","m.1157",147,2,3,2,2,8.083,1.1029,0.803031,0.612119,0.90019,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"139","m.1159",503,0,1,0,0,3.143,0.3728,0.897064,0.752707,0.915001,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"140","m.11603",537,3,2,2,1,-2.226,-0.3182,1,0.854191,0.887904,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"141","m.1163",121,2,3,2,2,3.197,0.6599,0.827363,0.708194,0.909247,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"142","m.11636",357,3,3,0,1,-3.896,-0.238,1,0.845466,0.893907,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"143","m.11700",147,1,3,2,1,-13.761,-1.3972,0.877793,0.901889,0.721273,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"144","m.11721",335,1,2,0,1,-11.654,-2.3107,0.649959,0.897649,0.38193,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"145","m.11724",829,7,7,2,2,5.181,0.607,0.834401,0.71647,0.910607,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"146","m.11725",118,1,1,1,1,-4.335,-0.6258,1,0.879922,0.857253,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
"147","m.11740",629,2,1,1,0,-1.319,-0.1671,0.99947,0.83691,0.898661,"Q14192","Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3               "
