"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"14","m.10111",222,0,2,2,0,-0.585,-0.0842,0.80429,0.417669,0.715991,"3660641","Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85349 PE=4 SV=1                     "
"15","m.1013",969,1,3,0,0,2.848,0.3059,0.56022,0.271498,0.709611,"A7RU46","Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1                   "
"16","m.10132",182,1,2,1,1,-11.591,-0.7794,1,0.644551,0.575982,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,4,4,4,2,1.421,0.1285,0.653241,0.33676,0.716992,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,2,1,3,1,0.502,0.1219,0.657284,0.339222,0.717168,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,0,0,3.964,0.4542,0.494825,0.218542,0.701532,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,2,1,2,1,7.123,0.8106,0.303039,0.109861,0.680454,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10164",157,0,0,1,0,-6.737,-1.3288,0.814184,0.713509,0.337541,NA,NA
"22","m.10183",616,1,0,1,0,4.508,0.9299,0.237358,0.083106,0.673078,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"23","m.10194",572,19,16,19,9,1.454,0.5565,0.446461,0.183759,0.695679,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"24","m.10199",219,7,9,7,6,-5.859,-0.816,1,0.652091,0.562985,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"25","m.1020",1917,0,0,1,0,6.144,0.683,0.377606,0.144295,0.688229,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,1,0,1,-8.231,-0.8042,1,0.649708,0.567238,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,2,0,4.644,0.3131,0.556945,0.268886,0.70924,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,2,2,0,0,-3.423,-0.5299,0.99991,0.580389,0.64952,NA,NA
"29","m.10260",232,0,1,0,0,-0.423,-0.0693,0.792733,0.411902,0.71661,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,1,0,1,-6.167,-0.6416,1,0.611995,0.619761,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,2,1,-9.426,-1.4626,0.69215,0.715214,0.278726,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,1,0,-13.855,-1.5677,0.598601,0.713121,0.236084,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,4,3,5,-5.336,-0.7169,1,0.630625,0.596838,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,2,0,-0.66,-0.0828,0.803202,0.417127,0.716053,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,2,1,1.709,0.4128,0.513078,0.233105,0.703854,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,0,0,-10.8,-1.0697,0.981308,0.693186,0.457734,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,0,1,-4.697,-0.5951,1,0.599429,0.632748,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,2,1,-4.76,-0.7305,1,0.633771,0.592443,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,1,1,1.388,0.1947,0.615215,0.312206,0.714753,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,2,0,-1.822,-0.2415,0.91892,0.47873,0.703078,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,5,3,-1.569,-0.1693,0.869366,0.450749,0.710496,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,7,3,1.808,0.2705,0.576745,0.284386,0.711381,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,64,24,-3.451,-2.1752,0.219966,0.678941,0.063954,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,3,1,-3.762,-0.5829,1,0.595994,0.636012,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,4,2,-17.841,-1.3934,0.756115,0.715016,0.308592,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,0,0,1.352,0.1058,0.667348,0.345242,0.717553,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,0,4.057,0.4059,0.516087,0.235553,0.704237,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,0,1,1.868,0.1165,0.66063,0.341239,0.717304,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,11,3,-4.73,-0.5166,0.999648,0.576298,0.652741,NA,NA
"50","m.10469",238,0,0,1,0,-10.887,-1.0899,0.973488,0.695608,0.448474,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,4,6,7.391,1.4371,0.057929,0.020325,0.644654,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,1,0,-15.741,-1.9522,0.334323,0.692632,0.111761,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,10,3,-1.367,-0.1541,0.858052,0.444834,0.71173,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,2,0,-3.657,-0.7548,1,0.639231,0.584392,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,1,0,-2.072,-0.2219,0.906316,0.471166,0.705347,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,7,5,-16.818,-3.5301,0.001595,0.629294,0.000271,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,3,0,-0.434,-0.0575,0.783619,0.407343,0.717032,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,7,7,1.583,0.2115,0.606262,0.306014,0.714067,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,0,0,8.181,1.316,0.084425,0.029232,0.650738,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,1,-9.107,-1.3922,0.757218,0.715,0.309121,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,1,0,-0.205,-0.0507,0.778384,0.404719,0.717249,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,1,0,-14.77,-1.3597,0.786802,0.714397,0.323581,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,2,1,0.34,0.0689,0.69146,0.359105,0.718187,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,0,0,-2.069,-0.2593,0.929686,0.485566,0.700855,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,3,2,-12.821,-3.7021,0.000648,0.626889,0.000103,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,4,3,-3.874,-0.501,0.999142,0.571412,0.656432,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10669",322,0,1,0,0,-13.529,-1.0204,0.996308,0.686694,0.479983,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"68","m.1069",424,3,4,5,3,10.378,1.2352,0.108051,0.036935,0.655103,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"69","m.10693",451,1,4,1,1,-12.095,-1.604,0.568456,0.711853,0.22218,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"70","m.107",99,9,9,7,2,15.85,1.0466,0.181006,0.061904,0.665978,NA,NA
"71","m.10713",218,10,11,7,6,3.591,0.325,0.551581,0.264575,0.70862,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"72","m.10714",429,8,10,9,3,4.778,0.8803,0.263786,0.093589,0.676143,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"73","m.10723",443,3,2,3,0,-2.199,-0.2006,0.891839,0.462914,0.707596,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"74","m.10726",1630,3,3,4,1,-0.428,-0.06,0.785544,0.408308,0.716948,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"75","m.1073",371,4,5,3,1,2.992,0.5841,0.432285,0.174761,0.694075,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"76","m.1074",292,1,1,1,0,-0.464,-0.0427,0.772253,0.401637,0.717479,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"77","m.10744",282,6,9,5,2,0.005,0.0011,0.739333,0.384835,0.718285,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"78","m.10765",227,2,2,2,2,11.033,1.2606,0.100098,0.034342,0.653709,NA,NA
"79","m.10767",590,0,1,1,1,-19.735,-1.8029,0.424776,0.701804,0.153882,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"80","m.10807",572,29,28,32,15,-4.803,-1.6271,0.549954,0.710927,0.213559,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"81","m.10812",189,6,5,4,4,-9.071,-1.292,0.845414,0.712039,0.354393,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"82","m.10817",422,1,2,1,1,8.232,0.6947,0.370833,0.140896,0.687526,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"83","m.10818",372,2,4,1,0,-8.001,-1.1129,0.963397,0.698196,0.437853,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"84","m.10831",206,4,4,4,3,-8.99,-1.5157,0.643904,0.71448,0.256748,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"85","m.10852",208,1,1,2,1,1.231,0.2006,0.612037,0.31003,0.714517,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"86","m.10862",241,0,1,1,0,0.561,0.0853,0.680564,0.352931,0.71795,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"87","m.10883",471,10,13,8,4,0.762,0.1348,0.649425,0.334412,0.716816,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"88","m.1089",117,6,7,8,4,-8.042,-1.8203,0.413607,0.700771,0.148559,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"89","m.10893",298,21,22,20,13,-4.458,-1.2885,0.848289,0.711875,0.356007,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"90","m.10905",398,5,5,5,3,-18.769,-3.4675,0.002172,0.630303,0.00038,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"91","m.10914",217,5,7,5,4,-5.752,-0.8672,1,0.661916,0.54383,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"92","m.10919",208,0,0,1,1,0.37,0.0439,0.708603,0.368553,0.718397,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"93","m.10920",962,0,1,1,0,5.754,0.5145,0.467051,0.197793,0.698099,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"94","m.10928",723,15,5,7,4,-3.578,-0.8066,1,0.650196,0.566378,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"95","m.10938",346,4,5,5,2,-16.23,-2.5336,0.083985,0.659577,0.021264,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"96","m.10944",532,1,3,1,1,9.984,0.955,0.224535,0.078142,0.671534,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"97","m.10974",566,8,12,8,1,-2.394,-0.2655,0.933273,0.487939,0.700044,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"98","m.10998",251,1,1,1,0,-12.978,-2.3322,0.151516,0.670032,0.040649,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"99","m.110",1165,44,56,41,31,-0.674,-0.3322,0.965834,0.513071,0.690158,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"100","m.1100",513,2,3,2,1,-18.767,-1.5893,0.580507,0.712395,0.227758,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"101","m.1103",1107,1,3,1,0,-2.915,-0.6893,1,0.624038,0.605516,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"102","m.11035",299,0,1,3,1,2.295,0.4571,0.493528,0.217531,0.701368,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"103","m.11045",121,2,1,3,1,0.889,0.1458,0.64286,0.330318,0.716488,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"104","m.11100",1144,6,7,6,4,-4.214,-1.2353,0.889587,0.708867,0.380707,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"105","m.11107",150,8,10,10,0,-12.438,-3.1635,0.008457,0.636603,0.001711,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"106","m.11115",300,3,4,2,3,-0.558,-0.0591,0.784852,0.40796,0.716979,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"107","m.11137",540,1,1,0,0,-8.498,-0.6461,1,0.613168,0.618457,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"108","m.11149",227,9,11,9,4,13.819,3.8861,0,0,0.616033,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"109","m.11152",593,1,1,1,0,3.293,0.3329,0.548051,0.261718,0.708204,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"110","m.11167",387,1,0,1,1,-3.646,-0.364,0.977223,0.524727,0.684722,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"111","m.11180",213,0,1,1,0,-14.479,-2.8928,0.02511,0.644582,0.005564,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"112","m.11210",170,1,2,2,0,-5.086,-0.8321,1,0.65527,0.557083,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"113","m.1126",148,3,3,5,3,-12.616,-2.526,0.086009,0.65995,0.021819,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"114","m.11265",213,3,3,2,1,-2.486,-0.3314,0.965513,0.512775,0.690289,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"115","m.11277",156,0,1,1,0,10.215,1.4258,0.059982,0.021041,0.645193,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"116","m.11289",232,1,3,0,1,0.252,0.0417,0.710142,0.369386,0.718406,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"117","m.11298",283,2,2,1,0,-5.594,-0.8632,1,0.661178,0.545367,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"118","m.113",378,57,60,42,28,-3.655,-1.0345,0.992606,0.688634,0.473678,NA,NA
"119","m.11307",740,0,1,1,0,-7.463,-1.4858,0.670886,0.714981,0.269018,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"120","m.11313",319,0,1,0,0,-3.116,-0.633,1,0.609733,0.622229,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"121","m.11319",252,1,1,1,0,-26.459,-1.8332,0.405439,0.699996,0.144683,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"122","m.1133",280,4,4,0,1,-4.702,-0.5378,0.999995,0.582786,0.647575,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"123","m.11340",155,2,3,2,1,-9.633,-1.6498,0.532288,0.709939,0.205261,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"124","m.1135",538,15,16,9,4,-0.251,-0.0366,0.767598,0.399289,0.717636,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"125","m.11354",351,4,7,3,2,2.497,0.2405,0.591402,0.295361,0.712795,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"126","m.11369",202,4,5,3,2,-4.46,-0.8883,1,0.665729,0.535608,NA,NA
"127","m.11382",877,1,2,1,0,-8.577,-1.2568,0.873473,0.710201,0.370691,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"128","m.1141",910,1,1,2,0,-3.899,-0.5653,1,0.590935,0.640618,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"129","m.11430",456,7,4,1,1,2.123,0.2299,0.59675,0.29925,0.713272,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"130","m.1145",390,0,1,0,0,-18.807,-1.8179,0.415137,0.700914,0.149287,NA,NA
"131","m.11458",213,4,4,3,3,-25.136,-3.1799,0.007886,0.636195,0.001585,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"132","m.11472",334,2,3,3,0,-13.161,-2.1437,0.234828,0.680811,0.069627,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"133","m.11482",410,1,0,0,0,-5.41,-0.3897,0.984476,0.533952,0.680003,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"134","m.1149",736,1,1,1,1,1.011,0.1277,0.653727,0.337058,0.717014,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"135","m.115",216,10,11,9,3,-7.756,-2.3597,0.140702,0.66854,0.037366,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"136","m.1152",2284,1,0,1,0,-9.295,-0.7563,1,0.639561,0.583886,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"137","m.11543",385,12,10,9,6,-15.366,-2.8564,0.028672,0.645854,0.006448,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"138","m.11553",214,9,7,9,3,-4.752,-1.606,0.566831,0.711776,0.221427,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"139","m.11555",111,2,3,1,1,-0.184,-0.0232,0.757443,0.39414,0.71793,NA,NA
"140","m.11561",392,0,0,1,0,8.324,1.0259,0.190392,0.065322,0.667221,"Q00422","GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2                   "
"141","m.1157",147,2,3,3,3,-12.393,-2.6302,0.061697,0.655017,0.015194,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"142","m.1159",503,0,1,1,0,-10.867,-1.4015,0.748657,0.715112,0.30503,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"143","m.11603",537,3,2,1,0,-4.656,-0.5899,1,0.597972,0.634147,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"144","m.1163",121,2,3,3,3,-10.046,-2.025,0.294449,0.688075,0.094174,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"145","m.11636",357,3,3,1,0,-7.342,-0.9103,1,0.669562,0.526835,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"146","m.11687",197,0,0,0,1,-4.752,-0.6831,1,0.62252,0.607422,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
