"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"25","m.1020",1917,0,0,1,1,5.631,0.7412,0.99245,0.818467,0.736428,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"26","m.10205",893,0,1,0,1,-2.806,-0.3528,0.983779,0.941071,0.534816,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"27","m.10239",279,1,2,2,2,1.162,0.214,1,0.905678,0.674494,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"28","m.10254",141,2,2,1,1,-7.307,-0.9993,0.667756,0.916944,0.307143,NA,NA
"29","m.10260",232,0,1,1,0,5.349,0.7612,0.993509,0.813257,0.737897,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"30","m.10264",203,0,1,2,1,1.653,0.2734,1,0.899285,0.684221,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"31","m.1027",157,1,2,2,2,8.554,1.4333,0.855152,0.507142,0.765051,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"32","m.10289",705,0,0,0,1,2.435,0.285,1,0.897953,0.686028,"P41541","General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1                  "
"33","m.10304",278,4,4,4,3,-3.96,-0.6894,0.846981,0.938949,0.417166,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"34","m.10324",680,4,4,5,2,-7.317,-1.0857,0.622206,0.90898,0.277719,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"35","m.10327",1122,2,2,5,2,4.315,0.5906,0.990594,0.851736,0.723723,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"36","m.10342",512,1,0,1,0,-7.437,-1.352,0.478643,0.883126,0.19359,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"37","m.10346",250,2,3,2,2,-0.148,-0.0266,0.999959,0.925521,0.626159,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"38","m.1036",1192,1,1,6,2,-3.817,-0.7933,0.785218,0.933266,0.379735,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"39","m.10360",636,1,2,3,2,-14.527,-1.9399,0.186219,0.827991,0.066051,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"40","m.10378",725,2,3,4,2,9.112,1.1696,0.999995,0.653943,0.759146,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"41","m.1038",113,5,4,5,4,-6.402,-1.3802,0.46298,0.880341,0.185476,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"42","m.10387",484,6,6,7,8,-8.359,-2.1799,0.108352,0.80865,0.03866,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"43","m.104",1674,66,65,83,70,-8.685,-8.66,0,0.750617,0,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"44","m.1041",396,5,6,5,3,-18.834,-3.8146,0.000646,0.758517,0.000108,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"45","m.1042",331,3,4,4,2,8.212,1.031,1,0.719813,0.75365,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"46","m.1044",836,0,1,1,1,7.663,1.0906,0.999995,0.693049,0.756198,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"47","m.10457",752,0,0,1,1,-10.248,-1.8711,0.214754,0.833963,0.076314,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"48","m.10463",220,0,1,2,1,-5.738,-1.1097,0.609676,0.906711,0.269688,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"49","m.10468",320,8,10,11,10,10.459,3.3059,0.017562,0.006158,0.752388,NA,NA
"50","m.10469",238,0,0,1,1,-6.597,-0.5425,0.924189,0.942926,0.469954,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"51","m.10472",547,5,8,3,7,-6.049,-1.5254,0.384055,0.86607,0.146684,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"52","m.10484",222,1,1,2,2,5.722,1.2745,0.976916,0.596272,0.762339,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"53","m.10496",298,9,12,8,8,4.579,0.5554,0.991542,0.858275,0.720273,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"54","m.10499",214,2,4,3,1,-2.181,-0.2392,0.996592,0.937041,0.570036,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"55","m.10517",796,1,1,1,3,0.166,0.0193,1,0.922372,0.636564,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
"56","m.1054",285,8,10,8,7,3.545,0.5587,0.99144,0.857679,0.720605,"Q2Q1W2","E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   "
"57","m.10558",176,1,3,3,2,3.854,0.8044,0.996433,0.801239,0.740921,"3280410","Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     "
"58","m.10560",427,9,11,9,9,6.46,1.0304,0.999999,0.720071,0.753623,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"59","m.10567",295,1,1,2,0,-8.319,-0.9513,0.693837,0.921167,0.323787,"Q8K1T0","Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   "
"60","m.10575",652,1,2,2,1,12.758,1.3861,0.897249,0.533193,0.764525,"Q8K5C0","Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   "
"61","m.10586",414,0,2,1,1,-5.007,-0.5128,0.936956,0.943126,0.480458,"Q6IQ20","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    "
"62","m.10597",345,0,0,0,1,-5.57,-0.8917,0.727356,0.926114,0.344704,"Q9W2U4","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 "
"63","m.1060",147,2,4,4,4,-3.752,-0.5876,0.902677,0.942237,0.453854,"P62184","Calmodulin OS=Renilla reniformis PE=1 SV=2                       "
"64","m.10603",487,0,1,1,1,12.086,1.428,0.86001,0.510035,0.765003,"O54991","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    "
"65","m.10605",698,4,6,6,3,4.275,0.5538,0.991597,0.858563,0.720112,"P08478","Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   "
"66","m.10621",420,4,4,4,6,3.629,0.5074,0.993389,0.866602,0.715231,"Q5EA61","Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    "
"67","m.10645",257,0,0,1,0,6.733,0.9723,0.999998,0.743913,0.750839,NA,NA
"68","m.10669",322,0,1,1,1,-5.797,-0.8482,0.752622,0.929455,0.360122,"O15083","ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    "
"69","m.1069",424,3,4,5,2,10.621,0.8239,0.998016,0.795449,0.742223,"Q3T0K2","T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  "
"70","m.10693",451,1,4,4,2,-4.395,-0.866,0.74221,0.928119,0.353798,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"71","m.107",99,9,9,9,9,-10.201,-2.8066,0.024572,0.774691,0.007187,NA,NA
"72","m.10713",218,10,11,10,11,-11.88,-2.6538,0.034829,0.780473,0.011412,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"73","m.10714",429,8,10,10,12,0.17,0.0466,1,0.920372,0.642478,"B1H120","Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1                      "
"74","m.10723",443,3,2,3,3,-6.325,-0.8278,0.764662,0.930928,0.367391,"Q8VHI3","GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1                   "
"75","m.10726",1630,3,3,4,3,3.1,0.2812,1,0.898392,0.68544,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"76","m.1073",371,4,5,5,7,1.834,0.3328,1,0.892153,0.693167,"Q9NZR1","Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1                      "
"77","m.1074",292,1,1,2,2,-13.208,-1.0578,0.636796,0.911591,0.287137,"Q5SRE7","Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2                  "
"78","m.10744",282,6,9,8,8,-5.61,-1.3626,0.472751,0.882079,0.190519,"P07846","Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1                     "
"79","m.10763",330,0,0,0,1,-6.842,-0.9279,0.706841,0.923154,0.331969,NA,NA
"80","m.10765",227,2,2,2,2,-5.134,-0.7442,0.814616,0.936223,0.397389,NA,NA
"81","m.10767",590,0,1,1,2,2.857,0.5486,0.991772,0.859495,0.719583,"Q8AV28","Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=1                   "
"82","m.10779",234,0,0,0,1,1.244,0.1383,1,0.91288,0.660891,"O13066","Ran GTPase-activating protein 1 OS=Xenopus laevis GN=rangap1 PE=2 SV=1                   "
"83","m.10807",572,29,28,35,34,-6.539,-4.4161,4.9e-05,0.755296,4e-06,"3267080","Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1                     "
"84","m.10812",189,6,5,5,4,0.91,0.1989,1,0.907195,0.671891,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"85","m.10817",422,1,2,2,1,0.062,0.0046,1,0.923409,0.633296,"Q63537","Synapsin-2 OS=Rattus norvegicus GN=Syn2 PE=1 SV=1                      "
"86","m.10818",372,2,4,4,1,-14.158,-1.1541,0.586401,0.902467,0.255023,"Q32KI9","Arylsulfatase I OS=Mus musculus GN=Arsi PE=2 SV=1                     "
"87","m.10831",206,4,4,4,7,-7.856,-1.9683,0.17521,0.825573,0.062153,"Q292N4","Latrophilin Cirl OS=Drosophila pseudoobscura pseudoobscura GN=Cirl PE=3 SV=2                    "
"88","m.10852",208,1,1,1,1,1.869,0.2641,1,0.900333,0.682751,"Q9WVL0","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1                     "
"89","m.10862",241,0,1,0,1,-1.781,-0.1926,0.998607,0.934926,0.583467,"B2RYG6","Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus GN=Otub1 PE=1 SV=1                    "
"90","m.10883",471,10,13,12,11,-2.949,-0.5994,0.896671,0.941979,0.44962,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"91","m.10886",397,0,0,1,0,-7.79,-1.1161,0.606332,0.906102,0.267559,"Q6PB03","Phospholipase D3 OS=Xenopus laevis GN=pld3 PE=2 SV=1                     "
"92","m.1089",117,6,7,5,5,-6.568,-1.3659,0.470918,0.881754,0.189568,"P21571","ATP synthase-coupling factor 6 mitochondrial OS=Rattus norvegicus GN=Atp5j PE=1 SV=1                           "
"93","m.10893",298,21,22,24,21,-10.246,-2.9538,0.017163,0.770479,0.004394,"P84335","Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1                     "
"94","m.10905",398,5,5,9,9,0.107,0.0198,1,0.922337,0.636675,"F6XBL2","26S proteasome non-ATPase regulatory subunit 11 OS=Xenopus tropicalis GN=psmd11 PE=3 SV=2                 "
"95","m.10914",217,5,7,8,7,-5.285,-0.7304,0.822842,0.936969,0.402364,"Q5R8Z8","Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3                    "
"96","m.10919",208,0,0,1,1,4.83,0.3669,0.999556,0.887695,0.697967,"Q9Y2U8","Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2                  "
"97","m.10920",962,0,1,1,1,-7.24,-0.5626,0.914899,0.942677,0.462798,"O75694","Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1                  "
"98","m.10928",723,15,5,8,8,0.758,0.1819,1,0.908854,0.668895,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"99","m.10938",346,4,5,5,6,1.789,0.4593,0.995582,0.874338,0.709758,"Q8VHT6","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1                     "
"100","m.10944",532,1,3,2,0,-4.314,-0.525,0.931855,0.943068,0.476154,"Q8CJB9","E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1                   "
"101","m.10974",566,8,12,10,10,-4.923,-0.5521,0.919814,0.942819,0.46654,"P31335","Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1                  "
"102","m.10998",251,1,1,2,1,8.467,1.5226,0.77234,0.459859,0.765454,"Q5EB30","Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1                  "
"103","m.110",1165,44,56,48,48,-1.071,-0.4185,0.969106,0.942507,0.513048,"Q80Y17","Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1                 "
"104","m.1100",513,2,3,3,1,1.078,0.1501,1,0.911821,0.663103,"Q61753","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3                     "
"105","m.1103",1107,1,3,4,4,3.151,0.6629,0.990167,0.836956,0.730208,"Q32LP4","Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1                   "
"106","m.11035",299,0,1,4,5,-7.631,-1.4041,0.449751,0.877981,0.178742,"Q3T0B6","Complement component 1 Q subcomponent-binding protein mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1                           "
"107","m.11045",121,2,1,2,3,1.124,0.2819,1,0.898312,0.685548,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"108","m.11093",943,0,0,1,1,-6.358,-0.8337,0.761168,0.930509,0.365287,"Q8UUU2","Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1                  "
"109","m.11100",1144,6,7,9,9,-10.067,-2.1186,0.124993,0.813331,0.044532,"A3KPW9","Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1                   "
"110","m.11107",150,8,10,11,10,-10.324,-2.8586,0.021759,0.773069,0.006073,"Q9CPW4","Actin-related protein 3-Feb complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3                 "
"111","m.11115",300,3,4,4,3,-1.688,-0.3482,0.984583,0.940943,0.536305,"Q9U8W7","Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1                       "
"112","m.11137",540,1,1,0,0,6.702,0.5067,0.993419,0.866719,0.715154,"A9JTG5","RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1                "
"113","m.11149",227,9,11,10,11,-12.062,-1.841,0.227998,0.836624,0.081181,"O14818","Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1                   "
"114","m.11152",593,1,1,0,2,6.307,0.9132,0.999998,0.765996,0.747681,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"115","m.11167",387,1,0,1,1,-5.036,-0.53,0.929706,0.943034,0.474386,"Q8TCT9","Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1                   "
"116","m.11180",213,0,1,1,2,-4.779,-0.7049,0.837924,0.938243,0.411568,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"117","m.11210",170,1,2,2,2,1.63,0.1316,1,0.91347,0.659619,"3269761","Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1                     "
"118","m.11237",275,0,0,1,1,-16.113,-1.2817,0.517619,0.890052,0.214568,"Q3SYV5","Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1                      "
"119","m.1126",148,3,3,6,4,-2.525,-0.4392,0.963182,0.942797,0.506013,"Q5REY2","60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3                   "
"120","m.11265",213,3,3,3,2,-8.173,-1.4557,0.421458,0.872894,0.164663,"Q61220","Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3                  "
"121","m.11277",156,0,1,1,2,-1.713,-0.355,0.983385,0.941131,0.534102,"Q12965","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2                     "
"122","m.11289",232,1,3,1,2,2.024,0.1759,1,0.909427,0.667821,"3281455","Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1                     "
"123","m.11298",283,2,2,2,2,-13.219,-2.5001,0.0502,0.787943,0.017446,"Q9UGM3","Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2                "
"124","m.113",378,57,60,56,55,-1.188,-0.4667,0.954319,0.943053,0.496557,NA,NA
"125","m.11307",740,0,1,2,1,-6.287,-1.1635,0.581441,0.901563,0.251953,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"126","m.11313",319,0,1,1,0,0.229,0.0352,1,0.921219,0.640033,"Q5R7K9","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1               "
"127","m.11319",252,1,1,2,2,-7.652,-0.9039,0.720388,0.925133,0.340401,"Q6P371","Hydroxyacid-oxoacid transhydrogenase mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1                           "
"128","m.1133",280,4,4,4,3,-1.774,-0.3645,0.981608,0.94138,0.531007,"Q9Y365","PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2                     "
"129","m.11340",155,2,3,3,3,3.659,0.4422,0.996382,0.876954,0.707706,"Q03376","Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1                   "
"130","m.1135",538,15,16,14,8,-4.261,-0.8598,0.745826,0.92859,0.355999,"P97793","ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2                   "
"131","m.11354",351,4,7,6,5,-4.503,-0.6169,0.88751,0.941536,0.443327,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"132","m.11369",202,4,5,3,3,4.807,0.5351,0.992261,0.861875,0.71819,NA,NA
"133","m.11382",877,1,2,3,2,-7.53,-1.4911,0.402334,0.869419,0.155379,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"134","m.1141",910,1,1,2,1,-8.228,-0.6913,0.845875,0.938865,0.41648,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"135","m.11430",456,7,4,3,2,-8.468,-1.3041,0.505243,0.887849,0.207772,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"136","m.1145",390,0,1,0,0,-9.42,-1.6558,0.316759,0.853577,0.116402,NA,NA
"137","m.11458",213,4,4,2,5,-2.944,-0.6304,0.880253,0.941146,0.438464,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"138","m.11472",334,2,3,4,4,-1.123,-0.1346,0.999648,0.93197,0.599301,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"139","m.11482",410,1,0,0,0,3.395,0.2549,1,0.901351,0.681278,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"140","m.1149",736,1,1,1,1,0.3,0.0286,1,0.921702,0.638602,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"141","m.115",216,10,11,13,12,5.276,1.1289,0.999998,0.674607,0.757686,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"142","m.1152",2284,1,0,1,0,1.588,0.2666,1,0.900053,0.683148,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"143","m.11543",385,12,10,9,11,-5.665,-1.3205,0.496149,0.886234,0.202861,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"144","m.11553",214,9,7,12,11,-12.221,-2.1057,0.12877,0.814341,0.045859,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"145","m.11555",111,2,3,2,3,-6.67,-0.6181,0.886871,0.941503,0.442895,NA,NA
"146","m.11561",392,0,0,1,1,-10.7,-1.5012,0.396925,0.868431,0.152788,"Q00422","GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2                   "
"147","m.1157",147,2,3,3,3,2.715,0.7909,0.995429,0.805112,0.739998,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"148","m.1159",503,0,1,1,1,-7.883,-1.1332,0.597382,0.904471,0.261894,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
